"timepoint","gene_symbol","logFC","P.Value","FDR","P.Value_raw","P.Value_for_rank","p_value_replaced_for_rank","rank_stat","rank_order"
"1W","Sfrp1",2.53600744338347,5.85686735125715e-14,2.70379447302713e-11,5.85686735125715e-14,5.85686735125715e-14,FALSE,13.2323346119409,27
"1W","Tlr1",2.93300654141713,6.05352391385878e-14,2.70724939785103e-11,6.05352391385878e-14,6.05352391385878e-14,FALSE,13.2179917376104,28
"1W","Evl",1.62059359712714,7.10199603176838e-14,3.07989894577689e-11,7.10199603176838e-14,7.10199603176838e-14,FALSE,13.1486195746958,29
"1W","Nt5dc2",3.96484156995703,7.43178527356333e-14,3.12812585441073e-11,7.43178527356333e-14,7.43178527356333e-14,FALSE,13.1289068468957,30
"1W","Ttyh3",1.97459134247291,9.82644634394092e-14,3.9062853785594e-11,9.82644634394092e-14,9.82644634394092e-14,FALSE,13.0076035129156,31
"1W","Rtl3",2.02717530001467,1.04763782583837e-13,4.05209322312782e-11,1.04763782583837e-13,1.04763782583837e-13,FALSE,12.9797888293989,32
"1W","Timp1",3.58142773232339,1.17492289770867e-13,4.42482147081811e-11,1.17492289770867e-13,1.17492289770867e-13,FALSE,12.9299906322845,33
"1W","Lrrc17",2.9326948610503,1.46981880472641e-13,5.13038461327797e-11,1.46981880472641e-13,1.46981880472641e-13,FALSE,12.8327362005972,34
"1W","Mmp23",2.48020096614291,1.55471439465641e-13,5.18684455624478e-11,1.55471439465641e-13,1.55471439465641e-13,FALSE,12.8083493804101,35
"1W","Pdia5",2.0827375191169,1.55848169882276e-13,5.18684455624478e-11,1.55848169882276e-13,1.55848169882276e-13,FALSE,12.8072982932569,36
"1W","Ms4a14",2.97741809545019,1.67152014881741e-13,5.38690409158797e-11,1.67152014881741e-13,1.67152014881741e-13,FALSE,12.7768883839727,37
"1W","Fcrl2",2.17331538523794,1.69387662722003e-13,5.38690409158797e-11,1.69387662722003e-13,1.69387662722003e-13,FALSE,12.7711182245063,38
"1W","Lgmn",1.59961225281325,1.76560189671141e-13,5.42689302692082e-11,1.76560189671141e-13,1.76560189671141e-13,FALSE,12.753107213302,39
"1W","Ccn5",2.84831106531839,1.94110842488418e-13,5.78733388927448e-11,1.94110842488418e-13,1.94110842488418e-13,FALSE,12.7119502054598,40
"1W","Csrp2",2.59510810008103,2.33472764647425e-13,6.81883415279447e-11,2.33472764647425e-13,2.33472764647425e-13,FALSE,12.6317637739981,41
"1W","B4galt2",1.65684361727996,2.44697581104451e-13,7.0037341663716e-11,2.44697581104451e-13,2.44697581104451e-13,FALSE,12.6113703237344,42
"1W","Marcksl1",2.5276422811049,3.05781682611489e-13,8.06808549420564e-11,3.05781682611489e-13,3.05781682611489e-13,FALSE,12.5145885338976,43
"1W","Efemp2",2.09699816085256,3.07107359345337e-13,8.06808549420564e-11,3.07107359345337e-13,3.07107359345337e-13,FALSE,12.5127097762473,44
"1W","Myo16",4.2334326586106,3.14665193937331e-13,8.06808549420564e-11,3.14665193937331e-13,3.14665193937331e-13,FALSE,12.5021512930478,45
"1W","Vash2",2.69591261045172,3.15710144417243e-13,8.06808549420564e-11,3.15710144417243e-13,3.15710144417243e-13,FALSE,12.5007114631073,46
"1W","Arsi",2.28796807836823,3.34755460490862e-13,8.2598024053185e-11,3.34755460490862e-13,3.34755460490862e-13,FALSE,12.4752723300988,47
"1W","Kdelr3",2.40532110510862,3.44657858571316e-13,8.31505645580612e-11,3.44657858571316e-13,3.44657858571316e-13,FALSE,12.4626118146738,48
"1W","Ckap4",2.37196801979401,3.6157345732035e-13,8.41028695765544e-11,3.6157345732035e-13,3.6157345732035e-13,FALSE,12.4418034580706,49
"1W","Sorcs2",3.03549106071771,3.77242568974082e-13,8.41321205093056e-11,3.77242568974082e-13,3.77242568974082e-13,FALSE,12.423379306318,50
"1W","Maged2",1.45180380598263,3.89511727674095e-13,8.41321205093056e-11,3.89511727674095e-13,3.89511727674095e-13,FALSE,12.409479461772,51
"1W","Postn",4.97092728617747,3.93730377232148e-13,8.41321205093056e-11,3.93730377232148e-13,3.93730377232148e-13,FALSE,12.4048010770681,52
"1W","Gpr153",2.3719707845313,4.10388851085071e-13,8.63687477629183e-11,4.10388851085071e-13,4.10388851085071e-13,FALSE,12.3868044460883,53
"1W","Bmper",1.85992596439469,4.43641637260378e-13,9.20138474033808e-11,4.43641637260378e-13,4.43641637260378e-13,FALSE,12.3529677006116,54
"1W","Col3a1",3.29434855580595,5.72211269954578e-13,1.15336837807323e-10,5.72211269954578e-13,5.72211269954578e-13,FALSE,12.2424435928242,55
"1W","Mpeg1",2.73663193206916,6.11027992825584e-13,1.19786597333246e-10,6.11027992825584e-13,6.11027992825584e-13,FALSE,12.2139388931106,56
"1W","Arl4c",2.81228395134172,6.75171795769006e-13,1.28831780923337e-10,6.75171795769006e-13,6.75171795769006e-13,FALSE,12.1705857079667,57
"1W","Adam12",3.97758920559781,6.85235675054317e-13,1.29031680864504e-10,6.85235675054317e-13,6.85235675054317e-13,FALSE,12.1641600346792,58
"1W","Trem2",2.88858877890269,7.58156415664703e-13,1.37341474235159e-10,7.58156415664703e-13,7.58156415664703e-13,FALSE,12.120241185592,59
"1W","Stk36",1.75917149912587,7.77515971483192e-13,1.390878883487e-10,7.77515971483192e-13,7.77515971483192e-13,FALSE,12.1092906810718,60
"1W","Clec4n",4.22669596059578,8.10051383526621e-13,1.43119078390734e-10,8.10051383526621e-13,8.10051383526621e-13,FALSE,12.0914874318938,61
"1W","Col5a1",2.97638608671909,8.34948410084576e-13,1.45718862155126e-10,8.34948410084576e-13,8.34948410084576e-13,FALSE,12.0783403579389,62
"1W","Lrrc15",5.28112209479834,8.49871831863623e-13,1.46536334768678e-10,8.49871831863623e-13,8.49871831863623e-13,FALSE,12.0706465647697,63
"1W","Pofut2",1.14557562159324,1.02251928815176e-12,1.68198546353332e-10,1.02251928815176e-12,1.02251928815176e-12,FALSE,11.9903284909892,64
"1W","Slc39a14",1.74965073217488,1.21780243544406e-12,1.94627478961857e-10,1.21780243544406e-12,1.21780243544406e-12,FALSE,11.914423161749,65
"1W","Tspan11",2.33616867083875,1.25077117921286e-12,1.96700948854014e-10,1.25077117921286e-12,1.25077117921286e-12,FALSE,11.902822134507,66
"1W","Fzd6",1.33326549279209,1.31234100413809e-12,2.01144584786093e-10,1.31234100413809e-12,1.31234100413809e-12,FALSE,11.881953301414,67
"1W","Fbn2",5.63493204449206,1.32119285653642e-12,2.01144584786093e-10,1.32119285653642e-12,1.32119285653642e-12,FALSE,11.8790337831302,68
"1W","Plekhh2",1.70339413835555,1.36859212157628e-12,2.0374148436581e-10,1.36859212157628e-12,1.36859212157628e-12,FALSE,11.8637259643878,69
"1W","Col8a1",2.86615077660645,1.36976542633366e-12,2.0374148436581e-10,1.36976542633366e-12,1.36976542633366e-12,FALSE,11.86335379983,70
"1W","Adamts4",2.9667487262483,1.38096037897307e-12,2.0374148436581e-10,1.38096037897307e-12,1.38096037897307e-12,FALSE,11.8598187815519,71
"1W","Vstm4",1.9284763760331,1.4524269556341e-12,2.10655674256007e-10,1.4524269556341e-12,1.4524269556341e-12,FALSE,11.8379056996004,72
"1W","Cd63",0.865763543111006,1.45726446449198e-12,2.10655674256007e-10,1.45726446449198e-12,1.45726446449198e-12,FALSE,11.836461625274,73
"1W","Fkbp11",2.86831877556443,1.51797277136666e-12,2.1508622109929e-10,1.51797277136666e-12,1.51797277136666e-12,FALSE,11.818736018527,74
"1W","Srgap2",0.837953774514147,1.54276803749925e-12,2.16456405731879e-10,1.54276803749925e-12,1.54276803749925e-12,FALSE,11.8116993672661,75
"1W","Pdpn",2.04719509757756,1.58107157467072e-12,2.19676847622454e-10,1.58107157467072e-12,1.58107157467072e-12,FALSE,11.8010484692323,76
"1W","Tril",1.48442317921165,1.62157133832569e-12,2.23137571372875e-10,1.62157133832569e-12,1.62157133832569e-12,FALSE,11.7900639405095,77
"1W","Ctxn1",2.38259612686855,1.64876650703295e-12,2.2471902363951e-10,1.64876650703295e-12,1.64876650703295e-12,FALSE,11.7828408433774,78
"1W","Kcp",1.53477023866928,1.70881023510971e-12,2.29335213731049e-10,1.70881023510971e-12,1.70881023510971e-12,FALSE,11.7673061633885,79
"1W","Sdc1",2.36871920070603,1.79845270144235e-12,2.36125290003132e-10,1.79845270144235e-12,1.79845270144235e-12,FALSE,11.7451009794594,80
"1W","Cdk4",0.883826895431562,1.83248477491934e-12,2.38406269217006e-10,1.83248477491934e-12,1.83248477491934e-12,FALSE,11.7369596249793,81
"1W","Epb41l3",2.07733321296232,1.91365856401853e-12,2.46724033420443e-10,1.91365856401853e-12,1.91365856401853e-12,FALSE,11.7181355467004,82
"1W","Arhgef25",1.40421333630041,1.94495791659153e-12,2.46947141481318e-10,1.94495791659153e-12,1.94495791659153e-12,FALSE,11.7110897911454,83
"1W","Marcks",1.65725508254017,2.11845510182394e-12,2.63627921410455e-10,2.11845510182394e-12,2.11845510182394e-12,FALSE,11.6739807359286,84
"1W","Soat1",2.0241251406954,2.20478592560411e-12,2.67395689672207e-10,2.20478592560411e-12,2.20478592560411e-12,FALSE,11.656633572111,85
"1W","Fyb1",2.16066647417202,2.238324013121e-12,2.6918197438466e-10,2.238324013121e-12,2.238324013121e-12,FALSE,11.6500770460806,86
"1W","Gpr88",3.81649119600323,2.39056037989168e-12,2.82738095839916e-10,2.39056037989168e-12,2.39056037989168e-12,FALSE,11.6215002825799,87
"1W","Csgalnact1",2.22311336473832,2.55468739752829e-12,2.93243325525024e-10,2.55468739752829e-12,2.55468739752829e-12,FALSE,11.5926622344077,88
"1W","Racgap1",2.10037105190806,2.56134551677926e-12,2.93243325525024e-10,2.56134551677926e-12,2.56134551677926e-12,FALSE,11.5915318327346,89
"1W","Tubb6",1.17005782106598,2.65599306025386e-12,2.99290682561362e-10,2.65599306025386e-12,2.65599306025386e-12,FALSE,11.5757730640545,90
"1W","Pcsk5",2.01340296334022,2.73502724755663e-12,3.01084422613715e-10,2.73502724755663e-12,2.73502724755663e-12,FALSE,11.5630383426744,91
"1W","Cdr2l",2.03231063910693,2.80419509675183e-12,3.06342259768057e-10,2.80419509675183e-12,2.80419509675183e-12,FALSE,11.5521917744089,92
"1W","Tlr6",1.15844299940105,3.05250782613326e-12,3.28454432329271e-10,3.05250782613326e-12,3.05250782613326e-12,FALSE,11.5153432139213,93
"1W","Emilin1",2.54307873456044,3.09512338108402e-12,3.30554557512637e-10,3.09512338108402e-12,3.09512338108402e-12,FALSE,11.5093220339925,94
"1W","Tceal9",1.28559542837456,3.26725519354874e-12,3.46353252406489e-10,3.26725519354874e-12,3.26725519354874e-12,FALSE,11.4858169430202,95
"1W","Ephb3",2.39425298642502,3.80619109381869e-12,3.97594166011965e-10,3.80619109381869e-12,3.80619109381869e-12,FALSE,11.4195094112913,96
"1W","Mfap4",3.34059958951343,4.02206491195893e-12,4.09198337338291e-10,4.02206491195893e-12,4.02206491195893e-12,FALSE,11.3955509246199,97
"1W","Cd300c2",2.93587727337172,4.03165156625666e-12,4.09198337338291e-10,4.03165156625666e-12,4.03165156625666e-12,FALSE,11.3945170086535,98
"1W","Igf2",1.83718591261922,4.08292527640989e-12,4.11484110075366e-10,4.08292527640989e-12,4.08292527640989e-12,FALSE,11.3890285682376,99
"1W","B4galt1",0.78876312462925,4.25727873721536e-12,4.20560830125124e-10,4.25727873721536e-12,4.25727873721536e-12,FALSE,11.3708679142881,100
"1W","Bnc2",1.94547678188525,4.34426934946696e-12,4.20560830125124e-10,4.34426934946696e-12,4.34426934946696e-12,FALSE,11.36208325585,101
"1W","Clec4d",4.72323118573936,4.34931191800142e-12,4.20560830125124e-10,4.34931191800142e-12,4.34931191800142e-12,FALSE,11.3615794450803,102
"1W","Fcgr1",2.1870994255021,4.41608469733662e-12,4.24151598010633e-10,4.41608469733662e-12,4.41608469733662e-12,FALSE,11.3549626057424,103
"1W","Ext1",1.28482208590514,4.45557679407425e-12,4.24441071743519e-10,4.45557679407425e-12,4.45557679407425e-12,FALSE,11.3510960666509,104
"1W","Lpcat2",2.04087117731194,4.47841533318925e-12,4.24441071743519e-10,4.47841533318925e-12,4.47841533318925e-12,FALSE,11.3488756319388,105
"1W","Runx1t1",1.19859219617813,4.54919756796383e-12,4.28312936810068e-10,4.54919756796383e-12,4.54919756796383e-12,FALSE,11.3420652017031,106
"1W","Praf2",1.60706554457458,4.58129371093046e-12,4.28515649000822e-10,4.58129371093046e-12,4.58129371093046e-12,FALSE,11.3390118643149,107
"1W","Cpz",3.04316132808411,4.97717393229216e-12,4.62521663279436e-10,4.97717393229216e-12,4.97717393229216e-12,FALSE,11.3030171821383,108
"1W","Foxm1",2.86077516295816,5.27732581928744e-12,4.87250385805307e-10,5.27732581928744e-12,5.27732581928744e-12,FALSE,11.277586091885,109
"1W","Col5a2",3.08165598679724,5.32577660318883e-12,4.88571724155355e-10,5.32577660318883e-12,5.32577660318883e-12,FALSE,11.273617054577,110
"1W","Il13ra1",2.07236277398885,5.63704114714789e-12,5.10331696807295e-10,5.63704114714789e-12,5.63704114714789e-12,FALSE,11.2489487950691,111
"1W","Galnt16",1.76346063644787,5.68544079549224e-12,5.10331696807295e-10,5.68544079549224e-12,5.68544079549224e-12,FALSE,11.2452358585701,112
"1W","Cmtm3",2.01933182182188,5.73247448283236e-12,5.10331696807295e-10,5.73247448283236e-12,5.73247448283236e-12,FALSE,11.2416578697842,113
"1W","P3h1",1.63425877377084,5.74127616420757e-12,5.10331696807295e-10,5.74127616420757e-12,5.74127616420757e-12,FALSE,11.2409915623979,114
"1W","Ubtd2",0.946273944334976,5.91748874925696e-12,5.22748033892694e-10,5.91748874925696e-12,5.91748874925696e-12,FALSE,11.2278625591091,115
"1W","Clcn5",1.59627314601629,6.35221810414767e-12,5.47630080050947e-10,6.35221810414767e-12,6.35221810414767e-12,FALSE,11.1970745987734,116
"1W","Lox",2.74815740423327,6.49719258185691e-12,5.56403259535463e-10,6.49719258185691e-12,6.49719258185691e-12,FALSE,11.1872742602166,117
"1W","Srpx2",2.46749905506701,6.53174115030101e-12,5.56403259535463e-10,6.53174115030101e-12,6.53174115030101e-12,FALSE,11.1849710344717,118
"1W","Wsb1",1.11513471366087,6.61503471812319e-12,5.60164271308053e-10,6.61503471812319e-12,6.61503471812319e-12,FALSE,11.1794678721341,119
"1W","Dclk1",2.57328202734848,6.92616492263643e-12,5.79651147414327e-10,6.92616492263643e-12,6.92616492263643e-12,FALSE,11.1595071714441,120
"1W","Septin9",1.34641327967455,7.48465709181856e-12,6.2274957930823e-10,7.48465709181856e-12,7.48465709181856e-12,FALSE,11.1258280919866,121
"1W","Tfpi2",2.28406505346789,7.59235153450395e-12,6.2805862896119e-10,7.59235153450395e-12,7.59235153450395e-12,FALSE,11.1196236917872,122
"1W","Adgra2",1.96531144675117,7.76671008408513e-12,6.35139360076241e-10,7.76671008408513e-12,7.76671008408513e-12,FALSE,11.1097629058963,123
"1W","Adam19",1.52642824012731,8.48129706772773e-12,6.85739222238709e-10,8.48129706772773e-12,8.48129706772773e-12,FALSE,11.0715377248329,124
"1W","Copz2",0.887491297232408,8.90838020852215e-12,7.08265717578669e-10,8.90838020852215e-12,8.90838020852215e-12,FALSE,11.0502012556098,125
"1W","Mex3b",2.38466158681783,9.26485808548822e-12,7.32538033488519e-10,9.26485808548822e-12,9.26485808548822e-12,FALSE,11.0331612286021,126
"1W","Prrx2",2.52004830336253,9.79972140123586e-12,7.66359633732712e-10,9.79972140123586e-12,9.79972140123586e-12,FALSE,11.0087862707999,127
"1W","Rac3",1.89345194563432,9.88126656015138e-12,7.68536987730035e-10,9.88126656015138e-12,9.88126656015138e-12,FALSE,11.005187384883,128
"1W","Ugcg",1.38326598270384,1.03459587647093e-11,8.00329815577054e-10,1.03459587647093e-11,1.03459587647093e-11,FALSE,10.9852292568659,129
"1W","Actn1",1.85669351027987,1.04362750571578e-11,8.00848977793701e-10,1.04362750571578e-11,1.04362750571578e-11,FALSE,10.98145448321,130
"1W","Mmp2",2.97150158649785,1.04989089733905e-11,8.00848977793701e-10,1.04989089733905e-11,1.04989089733905e-11,FALSE,10.97885582964,131
"1W","Otulinl",2.04676300030563,1.05577422100085e-11,8.00848977793701e-10,1.05577422100085e-11,1.05577422100085e-11,FALSE,10.9764289464398,132
"1W","Dsel",1.88823675965716,1.06184041763185e-11,8.00848977793701e-10,1.06184041763185e-11,1.06184041763185e-11,FALSE,10.9739407478022,133
"1W","Clec4a1",1.96072908942431,1.06324719293413e-11,8.00848977793701e-10,1.06324719293413e-11,1.06324719293413e-11,FALSE,10.973365755188,134
"1W","Rhoc",0.999140192960797,1.09704598862819e-11,8.21980373992565e-10,1.09704598862819e-11,1.09704598862819e-11,FALSE,10.9597751662368,135
"1W","Kdelr2",1.53569616089457,1.12176548215125e-11,8.27611428900954e-10,1.12176548215125e-11,1.12176548215125e-11,FALSE,10.9500979277976,136
"1W","Cacnb3",2.1978280228122,1.12230794488469e-11,8.27611428900954e-10,1.12230794488469e-11,1.12230794488469e-11,FALSE,10.9498879626748,137
"1W","Plagl1",2.66577853686837,1.12736911538575e-11,8.27611428900954e-10,1.12736911538575e-11,1.12736911538575e-11,FALSE,10.9479338669801,138
"1W","Gpx7",1.55796949809189,1.14136982540203e-11,8.33374672006551e-10,1.14136982540203e-11,1.14136982540203e-11,FALSE,10.9425736131561,139
"1W","Tmem263",1.08250177243788,1.15394559869954e-11,8.38279972740566e-10,1.15394559869954e-11,1.15394559869954e-11,FALSE,10.9378146649598,140
"1W","Man2a1",1.68490032464159,1.19775360485968e-11,8.56028401813802e-10,1.19775360485968e-11,1.19775360485968e-11,FALSE,10.9216325133788,141
"1W","Tmem119",2.34898956202654,1.20230388347826e-11,8.56028401813802e-10,1.20230388347826e-11,1.20230388347826e-11,FALSE,10.9199857501054,142
"1W","Elk3",1.14313056835666,1.22840821434802e-11,8.65997534755398e-10,1.22840821434802e-11,1.22840821434802e-11,FALSE,10.9106572880983,143
"1W","Layn",1.66027633789722,1.24101055930067e-11,8.70593240889801e-10,1.24101055930067e-11,1.24101055930067e-11,FALSE,10.9062245232341,144
"1W","Apobec1",1.55620822209672,1.28307497576336e-11,8.91363396997548e-10,1.28307497576336e-11,1.28307497576336e-11,FALSE,10.8917479651302,145
"1W","Armcx2",1.69784358436303,1.34510810314647e-11,9.25473176160053e-10,1.34510810314647e-11,1.34510810314647e-11,FALSE,10.871242811042,146
"1W","Tedc1",2.87929196314188,1.39661319397827e-11,9.51758639001096e-10,1.39661319397827e-11,1.39661319397827e-11,FALSE,10.8549238594417,147
"1W","Slc16a2",2.16115896627143,1.40923296926522e-11,9.52760427867422e-10,1.40923296926522e-11,1.40923296926522e-11,FALSE,10.8510172049724,148
"1W","Sertad4",2.04601998507983,1.41139829996432e-11,9.52760427867422e-10,1.41139829996432e-11,1.41139829996432e-11,FALSE,10.8503504100113,149
"1W","Tead2",1.6548007991051,1.43109652724896e-11,9.61522178472292e-10,1.43109652724896e-11,1.43109652724896e-11,FALSE,10.8443310721537,150
"1W","Melk",3.24193598374996,1.43793615731539e-11,9.61603006885073e-10,1.43793615731539e-11,1.43793615731539e-11,FALSE,10.8422603956925,151
"1W","Eef1akmt3",3.78835394224036,1.48135063038047e-11,9.76940500985016e-10,1.48135063038047e-11,1.48135063038047e-11,FALSE,10.8293421333651,152
"1W","Slc39a6",1.56788437595346,1.50788854796524e-11,9.89880413299567e-10,1.50788854796524e-11,1.50788854796524e-11,FALSE,10.821630757135,153
"1W","Bmf",1.53439265211316,1.53315753118384e-11,9.97318974035089e-10,1.53315753118384e-11,1.53315753118384e-11,FALSE,10.8144132193081,154
"1W","Galnt10",1.41865419006616,1.55909452482818e-11,1.00505413264937e-09,1.55909452482818e-11,1.55909452482818e-11,FALSE,10.8071275535945,155
"1W","Prc1",2.83604824068024,1.58572847141748e-11,1.01339719982439e-09,1.58572847141748e-11,1.58572847141748e-11,FALSE,10.7997711760731,156
"1W","Hapln4",2.47710986914197,1.58619923667573e-11,1.01339719982439e-09,1.58619923667573e-11,1.58619923667573e-11,FALSE,10.7996422634532,157
"1W","Vash1",1.1763426032339,1.62949369415072e-11,1.02392690671782e-09,1.62949369415072e-11,1.62949369415072e-11,FALSE,10.7879473158376,158
"1W","Nfkbiz",1.45975169300734,1.63129994222391e-11,1.02392690671782e-09,1.63129994222391e-11,1.63129994222391e-11,FALSE,10.7874661791949,159
"1W","Rcn1",1.90179117718381,1.82423126549306e-11,1.12935757862492e-09,1.82423126549306e-11,1.82423126549306e-11,FALSE,10.7389201051738,160
"1W","Zfp521",1.23061113577062,1.84174922900672e-11,1.12935757862492e-09,1.84174922900672e-11,1.84174922900672e-11,FALSE,10.7347695032774,161
"1W","Chpf",2.09217372474175,1.8466191978075e-11,1.12935757862492e-09,1.8466191978075e-11,1.8466191978075e-11,FALSE,10.7336226537432,162
"1W","Trim46",2.69353360651249,1.92931482209756e-11,1.17491167740588e-09,1.92931482209756e-11,1.92931482209756e-11,FALSE,10.7145968991867,163
"1W","Tmem86a",1.27596270624142,2.06382671019986e-11,1.23064266873626e-09,2.06382671019986e-11,2.06382671019986e-11,FALSE,10.6853267711744,164
"1W","Tnn",7.78334193314931,2.12658436748056e-11,1.25240941905408e-09,2.12658436748056e-11,2.12658436748056e-11,FALSE,10.6723173829455,165
"1W","Tubb2b",2.12366118160993,2.14957407658107e-11,1.25914056590415e-09,2.14957407658107e-11,2.14957407658107e-11,FALSE,10.667647584045,166
"1W","Snai1",2.09804045225347,2.18441268270382e-11,1.27077763829977e-09,2.18441268270382e-11,2.18441268270382e-11,FALSE,10.6606653106147,167
"1W","Apol7a",3.88248382183841,2.29127972214486e-11,1.32219774611351e-09,2.29127972214486e-11,2.29127972214486e-11,FALSE,10.6399218883888,168
"1W","Cul7",1.51877634490786,2.3064356754274e-11,1.32559843176874e-09,2.3064356754274e-11,2.3064356754274e-11,FALSE,10.6370586529987,169
"1W","Tspan6",2.07602842743245,2.32518133843796e-11,1.33102680537543e-09,2.32518133843796e-11,2.32518133843796e-11,FALSE,10.633543171285,170
"1W","Dzip1",1.3920752707039,2.38245691751111e-11,1.34764193464433e-09,2.38245691751111e-11,2.38245691751111e-11,FALSE,10.6229749440606,171
"1W","Zfp36l1",1.21417617172295,2.46054736566248e-11,1.38089777843121e-09,2.46054736566248e-11,2.46054736566248e-11,FALSE,10.6089682703585,172
"1W","Ydjc",2.66651453913412,2.50468865150702e-11,1.38932555394252e-09,2.50468865150702e-11,2.50468865150702e-11,FALSE,10.6012462519669,173
"1W","B4galnt1",2.42772139822966,2.55773645195136e-11,1.41327283258208e-09,2.55773645195136e-11,2.55773645195136e-11,FALSE,10.5921442070661,174
"1W","Gpr65",2.74612775839564,2.59793742172361e-11,1.42752706192043e-09,2.59793742172361e-11,2.59793742172361e-11,FALSE,10.585371314282,175
"1W","Mex3a",2.95403791240031,2.60437667764547e-11,1.42752706192043e-09,2.60437667764547e-11,2.60437667764547e-11,FALSE,10.5842962024417,176
"1W","Slc41a2",1.90345691725599,2.61345880946931e-11,1.42752706192043e-09,2.61345880946931e-11,2.61345880946931e-11,FALSE,10.5827843403954,177
"1W","Ccn4",3.8380837504754,2.7091051016414e-11,1.47060133975614e-09,2.7091051016414e-11,2.7091051016414e-11,FALSE,10.5671741458795,178
"1W","Pmepa1",1.09354815916163,2.72971322577826e-11,1.47242638533161e-09,2.72971322577826e-11,2.72971322577826e-11,FALSE,10.5638829760376,179
"1W","Igfbp4",1.97253635513177,2.74710254268422e-11,1.47242638533161e-09,2.74710254268422e-11,2.74710254268422e-11,FALSE,10.5611251291158,180
