"contrast","gene_id","gene_symbol","gene_symbol_original","identifier_source","logFC","PValue_original","PValue","FDR","rank_stat"
"ACLT_untreated_t7_vs_Control","ENSSSCG00000033742","ENSSSCG00000033742","ENSSSCG00000033742","pig_gene_symbol_from_DE_table",0.768518727958533,0.0138671607476098,0.0138671607476098,0.0359052754085374,1.85801245009259
"ACLT_untreated_t7_vs_Control","ENSSSCG00000017218","CDR2L","CDR2L","pig_gene_symbol_from_DE_table",0.432602186788191,0.0138899925364077,0.0138899925364077,0.0359513118331861,1.85729798762436
"ACLT_untreated_t7_vs_Control","ENSSSCG00000060190","PROSER3","PROSER3","pig_gene_symbol_from_DE_table",0.674495513986469,0.0139021846601835,0.0139021846601835,0.0359763262306166,1.85691694713367
"ACLT_untreated_t7_vs_Control","ENSSSCG00000033592","TMC8","TMC8","pig_gene_symbol_from_DE_table",0.773732624455134,0.0139168514771206,0.0139168514771206,0.0360077344253513,1.85645900759747
"ACLT_untreated_t7_vs_Control","ENSSSCG00000002385","TGFB3","TGFB3","pig_gene_symbol_from_DE_table",0.810936240620239,0.0140106339532198,0.0140106339532198,0.0362043124648107,1.85354221331122
"ACLT_untreated_t7_vs_Control","ENSSSCG00000059332","CMTR1","CMTR1","pig_gene_symbol_from_DE_table",0.292391746791544,0.0140305347860804,0.0140305347860804,0.0362419746845755,1.85292577514289
"ACLT_untreated_t7_vs_Control","ENSSSCG00000004979","MYO9A","MYO9A","pig_gene_symbol_from_DE_table",0.631487981730371,0.0140328477823857,0.0140328477823857,0.0362419746845755,1.8528541856592
"ACLT_untreated_t7_vs_Control","ENSSSCG00000011107","CCNY","CCNY","pig_gene_symbol_from_DE_table",0.213317381907778,0.0141034826616581,0.0141034826616581,0.0363788669842676,1.85067363103402
"ACLT_untreated_t7_vs_Control","ENSSSCG00000023409","TIA1","TIA1","pig_gene_symbol_from_DE_table",0.355265355166688,0.0141037439766169,0.0141037439766169,0.0363788669842676,1.85066558432698
"ACLT_untreated_t7_vs_Control","ENSSSCG00000015498","RC3H1","RC3H1","pig_gene_symbol_from_DE_table",0.532560700024576,0.0141218393559322,0.0141218393559322,0.0364123441219171,1.85010873316336
"ACLT_untreated_t7_vs_Control","ENSSSCG00000056790","ENSSSCG00000056790","ENSSSCG00000056790","pig_gene_symbol_from_DE_table",0.679597157842686,0.0141481637623664,0.0141481637623664,0.0364690708554831,1.84929992195027
"ACLT_untreated_t7_vs_Control","ENSSSCG00000009460","DIS3","DIS3","pig_gene_symbol_from_DE_table",0.304130048829286,0.0141860429528536,0.0141860429528536,0.0365514028508264,1.84813872951787
"ACLT_untreated_t7_vs_Control","ENSSSCG00000009925","GIT2","GIT2","pig_gene_symbol_from_DE_table",0.265097852530069,0.0142099122604212,0.0142099122604212,0.0365955397290988,1.84740860363006
"ACLT_untreated_t7_vs_Control","ENSSSCG00000004374","QRSL1","QRSL1","pig_gene_symbol_from_DE_table",0.370161594714648,0.014210886537113,0.014210886537113,0.0365955397290988,1.84737882804253
"ACLT_untreated_t7_vs_Control","ENSSSCG00000039695","ENSSSCG00000039695","ENSSSCG00000039695","pig_gene_symbol_from_DE_table",0.53182087101452,0.0142190110351068,0.0142190110351068,0.0366059317575921,1.84713060873508
"ACLT_untreated_t7_vs_Control","ENSSSCG00000010548","CHUK","CHUK","pig_gene_symbol_from_DE_table",0.57740230302898,0.014231625149182,0.014231625149182,0.0366224409235776,1.84674550377923
"ACLT_untreated_t7_vs_Control","ENSSSCG00000032999","FXN","FXN","pig_gene_symbol_from_DE_table",0.494062691409424,0.0142398667819935,0.0142398667819935,0.0366370252906929,1.84649407362864
"ACLT_untreated_t7_vs_Control","ENSSSCG00000024316","COX5A","COX5A","pig_gene_symbol_from_DE_table",0.307988226413921,0.0142548018990592,0.0142548018990592,0.0366688225970196,1.84603881376268
"ACLT_untreated_t7_vs_Control","ENSSSCG00000002781","KCTD19","KCTD19","pig_gene_symbol_from_DE_table",0.799410902641137,0.0142652748347518,0.0142652748347518,0.0366891320424689,1.84571985680982
"ACLT_untreated_t7_vs_Control","ENSSSCG00000005507","PSMD5","PSMD5","pig_gene_symbol_from_DE_table",0.363033769241908,0.0143254627284674,0.0143254627284674,0.0368106717844876,1.84389134093653
"ACLT_untreated_t7_vs_Control","ENSSSCG00000029675","MMP8","MMP8","pig_gene_symbol_from_DE_table",1.54577768821793,0.0144144103951735,0.0144144103951735,0.0369852094954024,1.84120311722718
"ACLT_untreated_t7_vs_Control","ENSSSCG00000003809","JAK1","JAK1","pig_gene_symbol_from_DE_table",0.293873899366486,0.01441677385516,0.01441677385516,0.0369852094954024,1.84113191393399
"ACLT_untreated_t7_vs_Control","ENSSSCG00000016569","SMO","SMO","pig_gene_symbol_from_DE_table",0.3250145331194,0.0144228002637791,0.0144228002637791,0.0369940018299455,1.84095041083437
"ACLT_untreated_t7_vs_Control","ENSSSCG00000000136","CSF2RB","CSF2RB","pig_gene_symbol_from_DE_table",0.760593623686368,0.0144509309004395,0.0144509309004395,0.0370495154693894,1.84010417561316
"ACLT_untreated_t7_vs_Control","ENSSSCG00000028475","KPNA1","KPNA1","pig_gene_symbol_from_DE_table",0.284172998365615,0.014481395872245,0.014481395872245,0.0370992853728634,1.83918957416128
"ACLT_untreated_t7_vs_Control","ENSSSCG00000017489","PSMD3","PSMD3","pig_gene_symbol_from_DE_table",0.240254325475155,0.0145000697224576,0.0145000697224576,0.0371386525750835,1.83862990948876
"ACLT_untreated_t7_vs_Control","ENSSSCG00000028227","RPN2","RPN2","pig_gene_symbol_from_DE_table",0.322124767479976,0.0145135483506517,0.0145135483506517,0.0371664868072734,1.83822639592112
"ACLT_untreated_t7_vs_Control","ENSSSCG00000003711","CABYR","CABYR","pig_gene_symbol_from_DE_table",0.663746163268683,0.0145623485892919,0.0145623485892919,0.0372697361504454,1.8367685771442
"ACLT_untreated_t7_vs_Control","ENSSSCG00000006775","CAPZA1","CAPZA1","pig_gene_symbol_from_DE_table",0.365940597180937,0.0145643414929233,0.0145643414929233,0.0372697361504454,1.83670914663225
"ACLT_untreated_t7_vs_Control","ENSSSCG00000015985","HOXD3","HOXD3","pig_gene_symbol_from_DE_table",0.410888038770708,0.014570783993839,0.014570783993839,0.0372795197886592,1.83651708000503
"ACLT_untreated_t7_vs_Control","ENSSSCG00000036452","LRRC17","LRRC17","pig_gene_symbol_from_DE_table",0.497260269004035,0.0145947974201462,0.0145947974201462,0.0373342472467542,1.83580192876252
"ACLT_untreated_t7_vs_Control","ENSSSCG00000004626","TMOD3","TMOD3","pig_gene_symbol_from_DE_table",0.354584744999719,0.0146136138776555,0.0146136138776555,0.0373689483148888,1.83524237181076
"ACLT_untreated_t7_vs_Control","ENSSSCG00000033842","CFDP1","CFDP1","pig_gene_symbol_from_DE_table",0.316970223534069,0.014639274517904,0.014639274517904,0.0374278416046933,1.83448044518186
"ACLT_untreated_t7_vs_Control","ENSSSCG00000012482","SRPX2","SRPX2","pig_gene_symbol_from_DE_table",0.537646329429317,0.0146442487478162,0.0146442487478162,0.0374338348469231,1.83433290278378
"ACLT_untreated_t7_vs_Control","ENSSSCG00000004710","MAPDA","MAPDA","pig_gene_symbol_from_DE_table",0.324291198791457,0.0146482091931588,0.0146482091931588,0.037437234951738,1.83421546644081
"ACLT_untreated_t7_vs_Control","ENSSSCG00000016406","ESYT2","ESYT2","pig_gene_symbol_from_DE_table",0.405776408908178,0.0146722256568594,0.0146722256568594,0.0374784256593827,1.8335040022319
"ACLT_untreated_t7_vs_Control","ENSSSCG00000001573","PIM1","PIM1","pig_gene_symbol_from_DE_table",0.526881012523644,0.014698009824944,0.014698009824944,0.0375308169785483,1.83274146665037
"ACLT_untreated_t7_vs_Control","ENSSSCG00000015080","CEP164","CEP164","pig_gene_symbol_from_DE_table",0.455331503809468,0.0147034966649394,0.0147034966649394,0.0375319286893072,1.83257937261879
"ACLT_untreated_t7_vs_Control","ENSSSCG00000014062","ENSSSCG00000014062","ENSSSCG00000014062","pig_gene_symbol_from_DE_table",0.333769756785421,0.0147037191295986,0.0147037191295986,0.0375319286893072,1.8325728017707
"ACLT_untreated_t7_vs_Control","ENSSSCG00000013901","IFI30","IFI30","pig_gene_symbol_from_DE_table",0.590040220486371,0.0147382664288791,0.0147382664288791,0.0375936418886031,1.8315535968466
"ACLT_untreated_t7_vs_Control","ENSSSCG00000008614","SMC6","SMC6","pig_gene_symbol_from_DE_table",0.295773536381188,0.0147435010512738,0.0147435010512738,0.0375997581907866,1.83139937490951
"ACLT_untreated_t7_vs_Control","ENSSSCG00000029901","UBE2O","UBE2O","pig_gene_symbol_from_DE_table",0.501788937983954,0.0147531444988312,0.0147531444988312,0.0376176111880805,1.83111540389303
"ACLT_untreated_t7_vs_Control","ENSSSCG00000002378","MLH3","MLH3","pig_gene_symbol_from_DE_table",0.270702697911195,0.0147867188564063,0.0147867188564063,0.0376792263650805,1.83012818439701
"ACLT_untreated_t7_vs_Control","ENSSSCG00000012266","SLC9A7","SLC9A7","pig_gene_symbol_from_DE_table",0.832681240796461,0.0147959949619405,0.0147959949619405,0.0376931083395917,1.82985582523457
"ACLT_untreated_t7_vs_Control","ENSSSCG00000024261","CBX2","CBX2","pig_gene_symbol_from_DE_table",0.85761580253836,0.0148044798812613,0.0148044798812613,0.0376944833899807,1.8296068458678
"ACLT_untreated_t7_vs_Control","ENSSSCG00000017669","TUBD1","TUBD1","pig_gene_symbol_from_DE_table",0.508935766759893,0.0148865609936576,0.0148865609936576,0.0378763715807523,1.82720561883473
"ACLT_untreated_t7_vs_Control","ENSSSCG00000018057","SOCS7","SOCS7","pig_gene_symbol_from_DE_table",0.42877775542288,0.0149095033818963,0.0149095033818963,0.0379279645459393,1.82653682214687
"ACLT_untreated_t7_vs_Control","ENSSSCG00000017268","PRKCA","PRKCA","pig_gene_symbol_from_DE_table",1.07542581724742,0.0149151642442017,0.0149151642442017,0.037935584826255,1.82637195987096
"ACLT_untreated_t7_vs_Control","ENSSSCG00000003089","TOMM40","TOMM40","pig_gene_symbol_from_DE_table",0.393567486429973,0.014925789401689,0.014925789401689,0.0379558264345613,1.82606269043434
"ACLT_untreated_t7_vs_Control","ENSSSCG00000062186","ENSSSCG00000062186","ENSSSCG00000062186","pig_gene_symbol_from_DE_table",0.594374998413612,0.0149345089874675,0.0149345089874675,0.0379712158661351,1.8258090514354
"ACLT_untreated_t7_vs_Control","ENSSSCG00000014119","SERINC5","SERINC5","pig_gene_symbol_from_DE_table",0.366725362150856,0.0149475904115978,0.0149475904115978,0.0379976878600236,1.82542881103782
"ACLT_untreated_t7_vs_Control","ENSSSCG00000026276","ZBTB40","ZBTB40","pig_gene_symbol_from_DE_table",0.561609721112743,0.0149610633303876,0.0149610633303876,0.038018356433031,1.82503753868355
"ACLT_untreated_t7_vs_Control","ENSSSCG00000010532","LOXL4","LOXL4","pig_gene_symbol_from_DE_table",0.559342001587173,0.0151050317516071,0.0151050317516071,0.0383568094416814,1.82087835747887
"ACLT_untreated_t7_vs_Control","ENSSSCG00000015753","ANGPT2","ANGPT2","pig_gene_symbol_from_DE_table",0.610727151416207,0.0151500753201553,0.0151500753201553,0.0384643278686712,1.81958520801669
"ACLT_untreated_t7_vs_Control","ENSSSCG00000018051","COPS3","COPS3","pig_gene_symbol_from_DE_table",0.240690572511209,0.0152048930234229,0.0152048930234229,0.0385897365196822,1.81801663106083
"ACLT_untreated_t7_vs_Control","ENSSSCG00000015200","ESAM","ESAM","pig_gene_symbol_from_DE_table",0.591688191016729,0.0152305672488123,0.0152305672488123,0.0386411165155696,1.81728392145441
"ACLT_untreated_t7_vs_Control","ENSSSCG00000035218","ADA2","ADA2","pig_gene_symbol_from_DE_table",0.79833434811917,0.0152337441240072,0.0152337441240072,0.0386422883829966,1.81719334337733
"ACLT_untreated_t7_vs_Control","ENSSSCG00000002400","ENSSSCG00000002400","ENSSSCG00000002400","pig_gene_symbol_from_DE_table",0.938836968094377,0.0152427869936351,0.0152427869936351,0.0386498884280259,1.81693561926299
"ACLT_untreated_t7_vs_Control","ENSSSCG00000021145","AP1S1","AP1S1","pig_gene_symbol_from_DE_table",0.332332145062232,0.0152437781728532,0.0152437781728532,0.0386498884280259,1.81690737969827
"ACLT_untreated_t7_vs_Control","ENSSSCG00000009414","ZC3H13","ZC3H13","pig_gene_symbol_from_DE_table",0.333657557231357,0.0152448867866885,0.0152448867866885,0.0386498884280259,1.81687579649368
"ACLT_untreated_t7_vs_Control","ENSSSCG00000017155","EIF4A3","EIF4A3","pig_gene_symbol_from_DE_table",0.206140350748702,0.0153152236887015,0.0153152236887015,0.0388212963065518,1.81487665566059
"ACLT_untreated_t7_vs_Control","ENSSSCG00000017290","STRADA","STRADA","pig_gene_symbol_from_DE_table",0.349939776755466,0.0153507997297179,0.0153507997297179,0.0388976201803588,1.81386899418313
"ACLT_untreated_t7_vs_Control","ENSSSCG00000007350","PPP1R16B","PPP1R16B","pig_gene_symbol_from_DE_table",0.721210044186121,0.0153655376423124,0.0153655376423124,0.0389066262018127,1.81345223911704
"ACLT_untreated_t7_vs_Control","ENSSSCG00000023973","NOC2L","NOC2L","pig_gene_symbol_from_DE_table",0.39010563785838,0.0153766597390928,0.0153766597390928,0.0389215717706755,1.81313799577199
"ACLT_untreated_t7_vs_Control","ENSSSCG00000007675","EPHB4","EPHB4","pig_gene_symbol_from_DE_table",0.530816305317414,0.015446593742523,0.015446593742523,0.039077740621637,1.81116727558689
"ACLT_untreated_t7_vs_Control","ENSSSCG00000004145","ABRACL","ABRACL","pig_gene_symbol_from_DE_table",0.75006032162253,0.0156756673035082,0.0156756673035082,0.0395939259504582,1.80477396245496
"ACLT_untreated_t7_vs_Control","ENSSSCG00000034639","MGAM","MGAM","pig_gene_symbol_from_DE_table",0.970768934881503,0.0158360303893601,0.0158360303893601,0.039977690764768,1.80035367350743
"ACLT_untreated_t7_vs_Control","ENSSSCG00000006865","RTCA","RTCA","pig_gene_symbol_from_DE_table",0.339331603401555,0.0158449962859671,0.0158449962859671,0.0399932314485139,1.80010785827136
"ACLT_untreated_t7_vs_Control","ENSSSCG00000058056","TAL1","TAL1","pig_gene_symbol_from_DE_table",0.646933017983001,0.0158922524637974,0.0158922524637974,0.0400843805335655,1.79881454437409
"ACLT_untreated_t7_vs_Control","ENSSSCG00000003438","VPS13D","VPS13D","pig_gene_symbol_from_DE_table",0.587720150516359,0.0159412877168461,0.0159412877168461,0.0401863882525452,1.79747659976975
"ACLT_untreated_t7_vs_Control","ENSSSCG00000013589","SNAPC2","SNAPC2","pig_gene_symbol_from_DE_table",0.289432148156486,0.0159708402052581,0.0159708402052581,0.0402537575068955,1.79667223558921
"ACLT_untreated_t7_vs_Control","ENSSSCG00000029145","POMGNT1","POMGNT1","pig_gene_symbol_from_DE_table",0.299483320887901,0.0159956233639094,0.0159956233639094,0.0402957841971295,1.79599883040133
"ACLT_untreated_t7_vs_Control","ENSSSCG00000004731","VPS39","VPS39","pig_gene_symbol_from_DE_table",0.227021285600959,0.0159960079191865,0.0159960079191865,0.0402957841971295,1.79598838953113
"ACLT_untreated_t7_vs_Control","ENSSSCG00000003776","ACADM","ACADM","pig_gene_symbol_from_DE_table",0.322655703249426,0.016011144347874,0.016011144347874,0.0403125097299294,1.79557762709342
"ACLT_untreated_t7_vs_Control","ENSSSCG00000023948","UBTD2","UBTD2","pig_gene_symbol_from_DE_table",0.339983362725245,0.0160201001306634,0.0160201001306634,0.0403279245064967,1.79533477376622
"ACLT_untreated_t7_vs_Control","ENSSSCG00000015861","WDR33","WDR33","pig_gene_symbol_from_DE_table",0.244062456646851,0.0160295964790786,0.0160295964790786,0.0403446943743105,1.79507741021699
"ACLT_untreated_t7_vs_Control","ENSSSCG00000017671","RNFT1","RNFT1","pig_gene_symbol_from_DE_table",0.415477328999444,0.0160612874128284,0.0160612874128284,0.0404173097147784,1.79421964623801
"ACLT_untreated_t7_vs_Control","ENSSSCG00000013421","PTBP1","PTBP1","pig_gene_symbol_from_DE_table",0.283482952442241,0.0160649931605488,0.0160649931605488,0.0404194887138219,1.79411945500736
"ACLT_untreated_t7_vs_Control","ENSSSCG00000012182","PCYT1B","PCYT1B","pig_gene_symbol_from_DE_table",0.721152397071337,0.0160688665394446,0.0160688665394446,0.0404203952203923,1.79401475628118
"ACLT_untreated_t7_vs_Control","ENSSSCG00000004191","MOXD1","MOXD1","pig_gene_symbol_from_DE_table",1.63923692230119,0.0160801315295672,0.0160801315295672,0.0404289899417647,1.79371040320376
"ACLT_untreated_t7_vs_Control","ENSSSCG00000016769","CDK13","CDK13","pig_gene_symbol_from_DE_table",0.340184281656194,0.0160949262654885,0.0160949262654885,0.0404518957331268,1.79331100857544
"ACLT_untreated_t7_vs_Control","ENSSSCG00000020856","PPME1","PPME1","pig_gene_symbol_from_DE_table",0.385936134103056,0.0161341746849021,0.0161341746849021,0.0405362238817673,1.79225324525605
"ACLT_untreated_t7_vs_Control","ENSSSCG00000008275","TTC31","TTC31","pig_gene_symbol_from_DE_table",0.323609582579079,0.0161469004623753,0.0161469004623753,0.0405538793508006,1.79191083192591
"ACLT_untreated_t7_vs_Control","ENSSSCG00000006746","VANGL1","VANGL1","pig_gene_symbol_from_DE_table",0.441630427838467,0.0162227205144864,0.0162227205144864,0.0407155671103306,1.78987631378972
"ACLT_untreated_t7_vs_Control","ENSSSCG00000027723","ENSSSCG00000027723","ENSSSCG00000027723","pig_gene_symbol_from_DE_table",0.370976907330307,0.0162891487605382,0.0162891487605382,0.0408478379042582,1.78810161048956
"ACLT_untreated_t7_vs_Control","ENSSSCG00000005987","TBC1D31","TBC1D31","pig_gene_symbol_from_DE_table",0.378595164738676,0.0162897722155954,0.0162897722155954,0.0408478379042582,1.78808498850927
"ACLT_untreated_t7_vs_Control","ENSSSCG00000015694","ZRANB3","ZRANB3","pig_gene_symbol_from_DE_table",0.529081686008663,0.0163074824108966,0.0163074824108966,0.0408850444168207,1.78761308123133
"ACLT_untreated_t7_vs_Control","ENSSSCG00000013049","RCOR2","RCOR2","pig_gene_symbol_from_DE_table",1.05684942256166,0.0163303771402442,0.0163303771402442,0.0409352338564803,1.7870037853775
"ACLT_untreated_t7_vs_Control","ENSSSCG00000033695","KCTD15","KCTD15","pig_gene_symbol_from_DE_table",0.294998977262579,0.0163568290181972,0.0163568290181972,0.0409943207282975,1.78630088607904
"ACLT_untreated_t7_vs_Control","ENSSSCG00000003090","ENSSSCG00000003090","ENSSSCG00000003090","pig_gene_symbol_from_DE_table",0.644710921369923,0.0163702788961149,0.0163702788961149,0.0410135855533186,1.78594392156473
"ACLT_untreated_t7_vs_Control","ENSSSCG00000011025","ZEB1","ZEB1","pig_gene_symbol_from_DE_table",0.545505267241626,0.0164039820595033,0.0164039820595033,0.0410907913855879,1.78505071435791
"ACLT_untreated_t7_vs_Control","ENSSSCG00000002314","SMOC1","SMOC1","pig_gene_symbol_from_DE_table",0.760516343813442,0.0164230158175257,0.0164230158175257,0.0411312307110406,1.7845470888338
"ACLT_untreated_t7_vs_Control","ENSSSCG00000036047","THG1L","THG1L","pig_gene_symbol_from_DE_table",0.363489961118304,0.0164541960657043,0.0164541960657043,0.0411875787202196,1.78372333201183
"ACLT_untreated_t7_vs_Control","ENSSSCG00000039542","CNN2","CNN2","pig_gene_symbol_from_DE_table",0.389784860518304,0.0164897551499467,0.0164897551499467,0.0412681145281922,1.78278579297989
"ACLT_untreated_t7_vs_Control","ENSSSCG00000004421","FYN","FYN","pig_gene_symbol_from_DE_table",0.303279421253918,0.0164929349847681,0.0164929349847681,0.0412681145281922,1.78270205301114
"ACLT_untreated_t7_vs_Control","ENSSSCG00000026833","MSANTD4","MSANTD4","pig_gene_symbol_from_DE_table",0.498645332600453,0.0164950680496652,0.0164950680496652,0.0412681145281922,1.78264588845249
"ACLT_untreated_t7_vs_Control","ENSSSCG00000006790","WDR77","WDR77","pig_gene_symbol_from_DE_table",0.219255274368783,0.0165154316225178,0.0165154316225178,0.0412972836056388,1.7821100717559
"ACLT_untreated_t7_vs_Control","ENSSSCG00000016077","HSPD1","HSPD1","pig_gene_symbol_from_DE_table",0.268035089543008,0.016582045450349,0.016582045450349,0.041443001277865,1.78036189881541
"ACLT_untreated_t7_vs_Control","ENSSSCG00000010456","PANK1","PANK1","pig_gene_symbol_from_DE_table",0.535579346034394,0.0165891737704966,0.0165891737704966,0.041443001277865,1.780175243623
"ACLT_untreated_t7_vs_Control","ENSSSCG00000022164","HSF2BP","HSF2BP","pig_gene_symbol_from_DE_table",0.291243824999752,0.0165923437383528,0.0165923437383528,0.041443001277865,1.78009226372001
"ACLT_untreated_t7_vs_Control","ENSSSCG00000005030","NID2","NID2","pig_gene_symbol_from_DE_table",0.690644165592971,0.0165940886870338,0.0165940886870338,0.041443001277865,1.78004659315354
"ACLT_untreated_t7_vs_Control","ENSSSCG00000011251","MYD88","MYD88","pig_gene_symbol_from_DE_table",0.330101195786548,0.0166185621084738,0.0166185621084738,0.0414968411385803,1.77940655548393
"ACLT_untreated_t7_vs_Control","ENSSSCG00000036878","ENSSSCG00000036878","ENSSSCG00000036878","pig_gene_symbol_from_DE_table",0.45178456342161,0.0166354239388676,0.0166354239388676,0.0415125215464881,1.77896612704855
"ACLT_untreated_t7_vs_Control","ENSSSCG00000012118","TLR8","TLR8","pig_gene_symbol_from_DE_table",0.607285989998756,0.0166400299534505,0.0166400299534505,0.0415125215464881,1.77884589627807
"ACLT_untreated_t7_vs_Control","ENSSSCG00000040410","EXOC3L2","EXOC3L2","pig_gene_symbol_from_DE_table",1.19841218095208,0.0166423415965897,0.0166423415965897,0.0415125215464881,1.77878556801333
"ACLT_untreated_t7_vs_Control","ENSSSCG00000027205","LPCAT3","LPCAT3","pig_gene_symbol_from_DE_table",0.378144733709393,0.0167295776868692,0.0167295776868692,0.0417081939424083,1.77651502201293
"ACLT_untreated_t7_vs_Control","ENSSSCG00000015937","KLHL23","KLHL23","pig_gene_symbol_from_DE_table",0.447408699711141,0.0167610774429764,0.0167610774429764,0.0417647785794614,1.77569806729887
"ACLT_untreated_t7_vs_Control","ENSSSCG00000063428","MYL6B","MYL6B","pig_gene_symbol_from_DE_table",1.06047323967843,0.0168234622755576,0.0168234622755576,0.0419128896495731,1.7740846213542
"ACLT_untreated_t7_vs_Control","ENSSSCG00000033836","SHKBP1","SHKBP1","pig_gene_symbol_from_DE_table",0.408363474714817,0.0168629334186846,0.0168629334186846,0.0420038731795832,1.77306687474485
"ACLT_untreated_t7_vs_Control","ENSSSCG00000011001","APTX","APTX","pig_gene_symbol_from_DE_table",0.418095361856344,0.016920365893169,0.016920365893169,0.0421321847021474,1.77159024982737
"ACLT_untreated_t7_vs_Control","ENSSSCG00000027060","TBX2","TBX2","pig_gene_symbol_from_DE_table",0.665683567635686,0.0169888789769418,0.0169888789769418,0.0422805935441182,1.76983527741057
"ACLT_untreated_t7_vs_Control","ENSSSCG00000022569","GRIA1","GRIA1","pig_gene_symbol_from_DE_table",1.72478834147684,0.0169960459896866,0.0169960459896866,0.042291035414547,1.7696521024213
"ACLT_untreated_t7_vs_Control","ENSSSCG00000020749","KCNAB2","KCNAB2","pig_gene_symbol_from_DE_table",0.914819208251419,0.0170222970013225,0.0170222970013225,0.0423489517951099,1.76898183627907
"ACLT_untreated_t7_vs_Control","ENSSSCG00000025284","COQ9","COQ9","pig_gene_symbol_from_DE_table",0.22902330095722,0.0170566489407886,0.0170566489407886,0.0424195848985225,1.76810628908163
"ACLT_untreated_t7_vs_Control","ENSSSCG00000033768","LAX1","LAX1","pig_gene_symbol_from_DE_table",1.07468392999918,0.0170961415509184,0.0170961415509184,0.0424898887458085,1.7671018950012
"ACLT_untreated_t7_vs_Control","ENSSSCG00000024166","SLC2A6","SLC2A6","pig_gene_symbol_from_DE_table",1.00536094976164,0.0171201535319822,0.0171201535319822,0.0425329281237045,1.76649234492793
"ACLT_untreated_t7_vs_Control","ENSSSCG00000003559","ARID1A","ARID1A","pig_gene_symbol_from_DE_table",0.447445748380434,0.0171569181839975,0.0171569181839975,0.0426168266165509,1.76556071974393
"ACLT_untreated_t7_vs_Control","ENSSSCG00000013016","PPP2R5B","PPP2R5B","pig_gene_symbol_from_DE_table",0.315943763056193,0.0171661076090127,0.0171661076090127,0.0426247748777178,1.76532816934494
"ACLT_untreated_t7_vs_Control","ENSSSCG00000022508","UIMC1","UIMC1","pig_gene_symbol_from_DE_table",0.243411476590612,0.0171777410238843,0.0171777410238843,0.0426462215232766,1.76503394908258
"ACLT_untreated_t7_vs_Control","ENSSSCG00000026868","LRRC15","LRRC15","pig_gene_symbol_from_DE_table",1.49691905939982,0.0172271944695571,0.0172271944695571,0.0427466281180623,1.76378544371262
"ACLT_untreated_t7_vs_Control","ENSSSCG00000007735","RABGEF1","RABGEF1","pig_gene_symbol_from_DE_table",0.279730434192528,0.0172562377284846,0.0172562377284846,0.0427900063627203,1.76305388485858
"ACLT_untreated_t7_vs_Control","ENSSSCG00000023983","AGPS","AGPS","pig_gene_symbol_from_DE_table",0.273100300303943,0.0173277953803167,0.0173277953803167,0.0429438467086971,1.76125668916543
"ACLT_untreated_t7_vs_Control","ENSSSCG00000061194","ENSSSCG00000061194","ENSSSCG00000061194","pig_gene_symbol_from_DE_table",0.609420910861412,0.0173523193135366,0.0173523193135366,0.0429971380204678,1.76064246912947
"ACLT_untreated_t7_vs_Control","ENSSSCG00000004342","NDUFAF4","NDUFAF4","pig_gene_symbol_from_DE_table",0.452739614567021,0.0174117920347615,0.0174117920347615,0.0431144808682604,1.75915652866688
"ACLT_untreated_t7_vs_Control","ENSSSCG00000009628","CCAR2","CCAR2","pig_gene_symbol_from_DE_table",0.31498655648866,0.0174267694567813,0.0174267694567813,0.0431440615199805,1.75878311415959
"ACLT_untreated_t7_vs_Control","ENSSSCG00000028805","PTPRM","PTPRM","pig_gene_symbol_from_DE_table",0.524195575016232,0.0174454566193113,0.0174454566193113,0.0431677997327292,1.75831765879529
"ACLT_untreated_t7_vs_Control","ENSSSCG00000012649","SMARCA1","SMARCA1","pig_gene_symbol_from_DE_table",0.3416361870421,0.0174702867410459,0.0174702867410459,0.0432217262620036,1.75769996685267
"ACLT_untreated_t7_vs_Control","ENSSSCG00000028748","NDC1","NDC1","pig_gene_symbol_from_DE_table",0.400474413616485,0.017478899498974,0.017478899498974,0.0432280063542826,1.75748591475474
"ACLT_untreated_t7_vs_Control","ENSSSCG00000016395","RIF1","RIF1","pig_gene_symbol_from_DE_table",0.391638055749614,0.0174945708373193,0.0174945708373193,0.0432592471729614,1.75709670681183
"ACLT_untreated_t7_vs_Control","ENSSSCG00000002555","JAG2","JAG2","pig_gene_symbol_from_DE_table",0.684753722824029,0.0175286394929818,0.0175286394929818,0.0433058715333468,1.75625179090108
"ACLT_untreated_t7_vs_Control","ENSSSCG00000002259","ENSSSCG00000002259","ENSSSCG00000002259","pig_gene_symbol_from_DE_table",0.833236828233449,0.0175478770716519,0.0175478770716519,0.0433458754531104,1.75577541662464
"ACLT_untreated_t7_vs_Control","ENSSSCG00000039041","ZNF467","ZNF467","pig_gene_symbol_from_DE_table",0.477479636978494,0.0175727135175755,0.0175727135175755,0.0433996931278244,1.75516117107627
"ACLT_untreated_t7_vs_Control","ENSSSCG00000003493","CAPZB","CAPZB","pig_gene_symbol_from_DE_table",0.256412773350886,0.0176587481703341,0.0176587481703341,0.0435819252138659,1.75304008682787
"ACLT_untreated_t7_vs_Control","ENSSSCG00000011678","XRN1","XRN1","pig_gene_symbol_from_DE_table",0.371729162233697,0.017665757123659,0.017665757123659,0.0435916645528847,1.75286774472328
