"contrast","gene_id","gene_symbol","gene_symbol_original","identifier_source","logFC","PValue_original","PValue","FDR","rank_stat"
"ACLT_untreated_t7_vs_Control","ENSSSCG00000040434","KANSL3","KANSL3","pig_gene_symbol_from_DE_table",0.438713880245133,0.0176814195068361,0.0176814195068361,0.0436173392736962,1.75248287171894
"ACLT_untreated_t7_vs_Control","ENSSSCG00000028827","PARVA","PARVA","pig_gene_symbol_from_DE_table",0.299583384228695,0.0177233287785035,0.0177233287785035,0.0436882816945688,1.75145470601754
"ACLT_untreated_t7_vs_Control","ENSSSCG00000000808","SLC38A2","SLC38A2","pig_gene_symbol_from_DE_table",0.392245047890227,0.017773029669481,0.017773029669481,0.0437804657815373,1.75023853412012
"ACLT_untreated_t7_vs_Control","ENSSSCG00000021129","PFKM","PFKM","pig_gene_symbol_from_DE_table",0.241314468166179,0.0177772983993061,0.0177772983993061,0.0437834033772839,1.75013423770895
"ACLT_untreated_t7_vs_Control","ENSSSCG00000010797","EARS2","EARS2","pig_gene_symbol_from_DE_table",0.316454475034313,0.0177897440525374,0.0177897440525374,0.0438013269562447,1.74983030022244
"ACLT_untreated_t7_vs_Control","ENSSSCG00000003573","MAP3K6","MAP3K6","pig_gene_symbol_from_DE_table",0.514600424447278,0.0178053401651377,0.0178053401651377,0.0438297140384651,1.74944972485796
"ACLT_untreated_t7_vs_Control","ENSSSCG00000016237","DOCK10","DOCK10","pig_gene_symbol_from_DE_table",0.498253252947105,0.0178350717093286,0.0178350717093286,0.0438953096384012,1.74872514015781
"ACLT_untreated_t7_vs_Control","ENSSSCG00000021645","MROH2B","MROH2B","pig_gene_symbol_from_DE_table",1.15685043196474,0.0178717169310764,0.0178717169310764,0.0439778954149395,1.74783372293511
"ACLT_untreated_t7_vs_Control","ENSSSCG00000001705","TCTE1","TCTE1","pig_gene_symbol_from_DE_table",1.06053300875337,0.0178815895358442,0.0178815895358442,0.0439945832089318,1.74759387838335
"ACLT_untreated_t7_vs_Control","ENSSSCG00000007187","NSFL1C","NSFL1C","pig_gene_symbol_from_DE_table",0.218664054299148,0.0178912912766765,0.0178912912766765,0.0440108449258445,1.74735831375921
"ACLT_untreated_t7_vs_Control","ENSSSCG00000052230","ENSSSCG00000052230","ENSSSCG00000052230","pig_gene_symbol_from_DE_table",0.526593041723763,0.0179207572003993,0.0179207572003993,0.0440680955828064,1.74664364417123
"ACLT_untreated_t7_vs_Control","ENSSSCG00000033568","ZC3H10","ZC3H10","pig_gene_symbol_from_DE_table",0.28479972748425,0.0179422487655334,0.0179422487655334,0.0441057040897818,1.74612312621625
"ACLT_untreated_t7_vs_Control","ENSSSCG00000054801","ZMYND19","ZMYND19","pig_gene_symbol_from_DE_table",0.45703510265845,0.0179466574195814,0.0179466574195814,0.0441089233384392,1.74601642727561
"ACLT_untreated_t7_vs_Control","ENSSSCG00000002995","ENSSSCG00000002995","ENSSSCG00000002995","pig_gene_symbol_from_DE_table",0.316583371581814,0.017959035523926,0.017959035523926,0.0441317252437912,1.74571699049077
"ACLT_untreated_t7_vs_Control","ENSSSCG00000028538","RLIM","RLIM","pig_gene_symbol_from_DE_table",0.293749795722543,0.0179666653175493,0.0179666653175493,0.0441373982517,1.74553252214411
"ACLT_untreated_t7_vs_Control","ENSSSCG00000038912","ENSSSCG00000038912","ENSSSCG00000038912","pig_gene_symbol_from_DE_table",0.789119828243118,0.0180235990106115,0.0180235990106115,0.0442521795270025,1.744158483369
"ACLT_untreated_t7_vs_Control","ENSSSCG00000017809","GEMIN4","GEMIN4","pig_gene_symbol_from_DE_table",0.223309411277499,0.0181254927610063,0.0181254927610063,0.0444716666897782,1.7417101778341
"ACLT_untreated_t7_vs_Control","ENSSSCG00000000816","SENP1","SENP1","pig_gene_symbol_from_DE_table",0.341119854938088,0.0181335179139814,0.0181335179139814,0.0444760228277955,1.74151793432577
"ACLT_untreated_t7_vs_Control","ENSSSCG00000061202","ENSSSCG00000061202","ENSSSCG00000061202","pig_gene_symbol_from_DE_table",0.678198447106309,0.018157153526325,0.018157153526325,0.0445263208373853,1.74095223426781
"ACLT_untreated_t7_vs_Control","ENSSSCG00000028454","HAPSTR1","HAPSTR1","pig_gene_symbol_from_DE_table",0.284102792593136,0.0182117974869244,0.0182117974869244,0.0446295650191795,1.73964718764126
"ACLT_untreated_t7_vs_Control","ENSSSCG00000008305","SMYD5","SMYD5","pig_gene_symbol_from_DE_table",0.382777459653183,0.0182306169750719,0.0182306169750719,0.0446626557457524,1.73919863335626
"ACLT_untreated_t7_vs_Control","ENSSSCG00000008383","ENSSSCG00000008383","ENSSSCG00000008383","pig_gene_symbol_from_DE_table",0.372205607908733,0.0182315766094865,0.0182315766094865,0.0446626557457524,1.73917577329821
"ACLT_untreated_t7_vs_Control","ENSSSCG00000004049","ACAT2","ACAT2","pig_gene_symbol_from_DE_table",0.477592756021225,0.0182468957736129,0.0182468957736129,0.0446924914035161,1.73881100863544
"ACLT_untreated_t7_vs_Control","ENSSSCG00000030326","TCP11L1","TCP11L1","pig_gene_symbol_from_DE_table",0.387165551988501,0.0182580894808809,0.0182580894808809,0.0447045222056387,1.73854466882366
"ACLT_untreated_t7_vs_Control","ENSSSCG00000043207","ENSSSCG00000043207","ENSSSCG00000043207","pig_gene_symbol_from_DE_table",0.850614216744099,0.0183034826423478,0.0183034826423478,0.0447848493121087,1.73746626827764
"ACLT_untreated_t7_vs_Control","ENSSSCG00000017102","TENT4A","TENT4A","pig_gene_symbol_from_DE_table",0.366544456735709,0.0183134779649556,0.0183134779649556,0.0448016039661762,1.73722916975885
"ACLT_untreated_t7_vs_Control","ENSSSCG00000035949","FTO","FTO","pig_gene_symbol_from_DE_table",0.280004151560413,0.0183235160436598,0.0183235160436598,0.0448184574410397,1.73699118722687
"ACLT_untreated_t7_vs_Control","ENSSSCG00000039314","MCL1","MCL1","pig_gene_symbol_from_DE_table",0.382935589110708,0.0183580416265372,0.0183580416265372,0.0448797675146863,1.73617364972255
"ACLT_untreated_t7_vs_Control","ENSSSCG00000023630","CPM","CPM","pig_gene_symbol_from_DE_table",1.10066599016665,0.0183614187088428,0.0183614187088428,0.0448803146973999,1.73609376574817
"ACLT_untreated_t7_vs_Control","ENSSSCG00000016459","EPHA1","EPHA1","pig_gene_symbol_from_DE_table",0.851247350746844,0.0183812662759022,0.0183812662759022,0.0448979857396458,1.73562457359767
"ACLT_untreated_t7_vs_Control","ENSSSCG00000049192","ENSSSCG00000049192","ENSSSCG00000049192","pig_gene_symbol_from_DE_table",0.6009840838181,0.0183967225183191,0.0183967225183191,0.0449203210847892,1.73525954215317
"ACLT_untreated_t7_vs_Control","ENSSSCG00000014868","EMSY","EMSY","pig_gene_symbol_from_DE_table",0.316940893948552,0.018399956184405,0.018399956184405,0.0449205105270388,1.73518321116947
"ACLT_untreated_t7_vs_Control","ENSSSCG00000009720","DDX60","DDX60","pig_gene_symbol_from_DE_table",1.02248350342607,0.018413174863943,0.018413174863943,0.0449373658845166,1.73487132246755
"ACLT_untreated_t7_vs_Control","ENSSSCG00000014036","TMED9","TMED9","pig_gene_symbol_from_DE_table",0.26529279339212,0.0184411900064713,0.0184411900064713,0.0449825976627431,1.7342110574381
"ACLT_untreated_t7_vs_Control","ENSSSCG00000006199","PREX2","PREX2","pig_gene_symbol_from_DE_table",0.730344722262122,0.0184874518844057,0.0184874518844057,0.0450571749078143,1.73312294329197
"ACLT_untreated_t7_vs_Control","ENSSSCG00000038082","TRAF6","TRAF6","pig_gene_symbol_from_DE_table",0.381901329901568,0.0185097984674269,0.0185097984674269,0.0451035715779638,1.7325983097701
"ACLT_untreated_t7_vs_Control","ENSSSCG00000023272","ILK","ILK","pig_gene_symbol_from_DE_table",0.213496399192035,0.0185477857315112,0.0185477857315112,0.0451830032189232,1.73170792982173
"ACLT_untreated_t7_vs_Control","ENSSSCG00000033526","BAG2","BAG2","pig_gene_symbol_from_DE_table",0.683662740323296,0.0185487450156796,0.0185487450156796,0.0451830032189232,1.73168546886311
"ACLT_untreated_t7_vs_Control","ENSSSCG00000017069","LARP1","LARP1","pig_gene_symbol_from_DE_table",0.355822287157388,0.0185544191467405,0.0185544191467405,0.0451890909848662,1.73155263685893
"ACLT_untreated_t7_vs_Control","ENSSSCG00000000866","MYBPC1","MYBPC1","pig_gene_symbol_from_DE_table",3.48831697538246,0.0185627361231919,0.0185627361231919,0.0451938801302412,1.73135800895638
"ACLT_untreated_t7_vs_Control","ENSSSCG00000001424","SKIC2","SKIC2","pig_gene_symbol_from_DE_table",0.328561053912488,0.0186430844495039,0.0186430844495039,0.0453232864131426,1.72948223315265
"ACLT_untreated_t7_vs_Control","ENSSSCG00000015826","PLPBP","PLPBP","pig_gene_symbol_from_DE_table",0.241189937324385,0.0186507950729014,0.0186507950729014,0.0453232864131426,1.72930264973123
"ACLT_untreated_t7_vs_Control","ENSSSCG00000011448","GLT8D1","GLT8D1","pig_gene_symbol_from_DE_table",0.268669079323907,0.0186509160768479,0.0186509160768479,0.0453232864131426,1.72929983209393
"ACLT_untreated_t7_vs_Control","ENSSSCG00000015093","CD3D","CD3D","pig_gene_symbol_from_DE_table",1.08894842296029,0.018657079370625,0.018657079370625,0.0453305241860884,1.7291563408948
"ACLT_untreated_t7_vs_Control","ENSSSCG00000021411","H2BC5","H2BC5","pig_gene_symbol_from_DE_table",0.453385472755121,0.018719684890804,0.018719684890804,0.0454515992921893,1.72770146603257
"ACLT_untreated_t7_vs_Control","ENSSSCG00000019894","SNORA62","SNORA62","pig_gene_symbol_from_DE_table",0.622262636105062,0.0187395170703779,0.0187395170703779,0.0454912869650629,1.72724160535712
"ACLT_untreated_t7_vs_Control","ENSSSCG00000003132","KDELR1","KDELR1","pig_gene_symbol_from_DE_table",0.264231572225668,0.0187543967480757,0.0187543967480757,0.0455125880503601,1.72689690075855
"ACLT_untreated_t7_vs_Control","ENSSSCG00000011723","MME","MME","pig_gene_symbol_from_DE_table",0.804695251285205,0.0187633780259759,0.0187633780259759,0.0455266211121231,1.72668897160867
"ACLT_untreated_t7_vs_Control","ENSSSCG00000007592","EIF2AK1","EIF2AK1","pig_gene_symbol_from_DE_table",0.226806376299384,0.0187810969788255,0.0187810969788255,0.0455618464802493,1.72627904476761
"ACLT_untreated_t7_vs_Control","ENSSSCG00000000040","SEPTIN3","SEPTIN3","pig_gene_symbol_from_DE_table",1.12692454215968,0.0188525397756332,0.0188525397756332,0.0457117885224169,1.72463013425173
"ACLT_untreated_t7_vs_Control","ENSSSCG00000032028","EIF4B","EIF4B","pig_gene_symbol_from_DE_table",0.318928175568186,0.0188665698874096,0.0188665698874096,0.0457380155352581,1.72430705131258
"ACLT_untreated_t7_vs_Control","ENSSSCG00000000769","BID","BID","pig_gene_symbol_from_DE_table",0.24896530252807,0.0188828623443177,0.0188828623443177,0.0457697172593109,1.72393217284936
"ACLT_untreated_t7_vs_Control","ENSSSCG00000051565","ENSSSCG00000051565","ENSSSCG00000051565","pig_gene_symbol_from_DE_table",1.15373529387322,0.0188886841619182,0.0188886841619182,0.045776032977453,1.72379829518152
"ACLT_untreated_t7_vs_Control","ENSSSCG00000036192","INTS15","INTS15","pig_gene_symbol_from_DE_table",0.262965629073593,0.0189698320201148,0.0189698320201148,0.0459428484206221,1.72193651481825
"ACLT_untreated_t7_vs_Control","ENSSSCG00000021562","PLXNA4","PLXNA4","pig_gene_symbol_from_DE_table",1.06132011143461,0.0190010857354286,0.0190010857354286,0.0460092639115951,1.72122158244541
"ACLT_untreated_t7_vs_Control","ENSSSCG00000035264","UBQLN2","UBQLN2","pig_gene_symbol_from_DE_table",0.306504751281726,0.0190154500609095,0.0190154500609095,0.0460283844756676,1.72089339117502
"ACLT_untreated_t7_vs_Control","ENSSSCG00000035911","P2RY8","P2RY8","pig_gene_symbol_from_DE_table",0.928726839651153,0.0191096335079086,0.0191096335079086,0.0462327747268509,1.71874764193605
"ACLT_untreated_t7_vs_Control","ENSSSCG00000010759","GLRX3","GLRX3","pig_gene_symbol_from_DE_table",0.298801133158405,0.0191276504484798,0.0191276504484798,0.0462527775795469,1.71833837340857
"ACLT_untreated_t7_vs_Control","ENSSSCG00000029815","SRGAP1","SRGAP1","pig_gene_symbol_from_DE_table",0.431818391765338,0.0192113391661865,0.0192113391661865,0.0464314807866077,1.71644236068676
"ACLT_untreated_t7_vs_Control","ENSSSCG00000031074","FAM110D","FAM110D","pig_gene_symbol_from_DE_table",0.613632762200379,0.0192593831228911,0.0192593831228911,0.0465238968072147,1.71535762741994
"ACLT_untreated_t7_vs_Control","ENSSSCG00000024990","MPI","MPI","pig_gene_symbol_from_DE_table",0.459341650421561,0.019324521294407,0.019324521294407,0.0466574913627303,1.71389125558674
"ACLT_untreated_t7_vs_Control","ENSSSCG00000036322","SPRY4","SPRY4","pig_gene_symbol_from_DE_table",0.707171758678589,0.0193829753189051,0.0193829753189051,0.0467748198904673,1.71257955724384
"ACLT_untreated_t7_vs_Control","ENSSSCG00000001565","CDKN1A","CDKN1A","pig_gene_symbol_from_DE_table",0.596119467782083,0.0194270975779678,0.0194270975779678,0.0468654033605451,1.71159207845468
"ACLT_untreated_t7_vs_Control","ENSSSCG00000011463","IL17RD","IL17RD","pig_gene_symbol_from_DE_table",0.747007974773682,0.0194351650974799,0.0194351650974799,0.0468769199851603,1.71141176578034
"ACLT_untreated_t7_vs_Control","ENSSSCG00000022318","ERG","ERG","pig_gene_symbol_from_DE_table",0.489898211205387,0.0194725737230094,0.0194725737230094,0.0469591904099614,1.71057664324987
"ACLT_untreated_t7_vs_Control","ENSSSCG00000039045","SLC26A2","SLC26A2","pig_gene_symbol_from_DE_table",0.783336342842094,0.0194836152832811,0.0194836152832811,0.046977858093671,1.71033045444402
"ACLT_untreated_t7_vs_Control","ENSSSCG00000011569","TATDN2","TATDN2","pig_gene_symbol_from_DE_table",0.330425548688284,0.0194931235758183,0.0194931235758183,0.046992823146108,1.71011856400967
"ACLT_untreated_t7_vs_Control","ENSSSCG00000028856","ABCF3","ABCF3","pig_gene_symbol_from_DE_table",0.249545527546566,0.0195355122541049,0.0195355122541049,0.0470710929257957,1.70917519635554
"ACLT_untreated_t7_vs_Control","ENSSSCG00000005589","NR6A1","NR6A1","pig_gene_symbol_from_DE_table",0.72193730165753,0.0195840082371638,0.0195840082371638,0.0471560123903827,1.70809841686735
"ACLT_untreated_t7_vs_Control","ENSSSCG00000039991","PIGG","PIGG","pig_gene_symbol_from_DE_table",0.266150412077172,0.0196718159718132,0.0196718159718132,0.0473492453991486,1.70615554703875
"ACLT_untreated_t7_vs_Control","ENSSSCG00000007606","TRRAP","TRRAP","pig_gene_symbol_from_DE_table",0.349072355279669,0.0196725191391993,0.0196725191391993,0.0473492453991486,1.70614002349693
"ACLT_untreated_t7_vs_Control","ENSSSCG00000042718","GNAT1","GNAT1","pig_gene_symbol_from_DE_table",1.1579285809641,0.0196883570591055,0.0196883570591055,0.0473752131905747,1.70579052306627
"ACLT_untreated_t7_vs_Control","ENSSSCG00000010625","SMC3","SMC3","pig_gene_symbol_from_DE_table",0.255392483049522,0.0197405947057579,0.0197405947057579,0.0474848545626251,1.7046397679005
"ACLT_untreated_t7_vs_Control","ENSSSCG00000017943","ACAP1","ACAP1","pig_gene_symbol_from_DE_table",0.715728013951381,0.0197885296812613,0.0197885296812613,0.0475840755116392,1.70358647335484
"ACLT_untreated_t7_vs_Control","ENSSSCG00000009357","SMAD9","SMAD9","pig_gene_symbol_from_DE_table",0.534976666390523,0.0198213102151837,0.0198213102151837,0.0476548493737686,1.7028676414543
"ACLT_untreated_t7_vs_Control","ENSSSCG00000026210","ENSSSCG00000026210","ENSSSCG00000026210","pig_gene_symbol_from_DE_table",1.13508487489748,0.0198616020073581,0.0198616020073581,0.0477200322553446,1.70198572487911
"ACLT_untreated_t7_vs_Control","ENSSSCG00000003334","UBE2J2","UBE2J2","pig_gene_symbol_from_DE_table",0.251630703954874,0.0198618331399327,0.0198618331399327,0.0477200322553446,1.70198067095558
"ACLT_untreated_t7_vs_Control","ENSSSCG00000027287","PEDS1","PEDS1","pig_gene_symbol_from_DE_table",0.244618790082713,0.0198776222225726,0.0198776222225726,0.0477499066825107,1.70163556749288
"ACLT_untreated_t7_vs_Control","ENSSSCG00000027432","NSUN3","NSUN3","pig_gene_symbol_from_DE_table",0.483733704861101,0.0198972646876685,0.0198972646876685,0.0477890260377296,1.70120662272103
"ACLT_untreated_t7_vs_Control","ENSSSCG00000014902","ANKRD42","ANKRD42","pig_gene_symbol_from_DE_table",0.250720904566533,0.0199207854511076,0.0199207854511076,0.0478374454742053,1.70069354189842
"ACLT_untreated_t7_vs_Control","ENSSSCG00000059997","MALL","MALL","pig_gene_symbol_from_DE_table",0.574702755427742,0.0199374410279459,0.0199374410279459,0.0478693654100462,1.70033058417683
"ACLT_untreated_t7_vs_Control","ENSSSCG00000056637","ENSSSCG00000056637","ENSSSCG00000056637","pig_gene_symbol_from_DE_table",0.930295605374567,0.0199534368412094,0.0199534368412094,0.0478916132480495,1.69998228931959
"ACLT_untreated_t7_vs_Control","ENSSSCG00000016976","ZNF366","ZNF366","pig_gene_symbol_from_DE_table",0.420280493852319,0.0200181067514669,0.0200181067514669,0.0480306327366198,1.69857699909803
"ACLT_untreated_t7_vs_Control","ENSSSCG00000016127","NDUFS1","NDUFS1","pig_gene_symbol_from_DE_table",0.258725143917667,0.0201106964580824,0.0201106964580824,0.0482139403846483,1.69657288899229
"ACLT_untreated_t7_vs_Control","ENSSSCG00000009888","ERP29","ERP29","pig_gene_symbol_from_DE_table",0.350494784134078,0.0201570594368003,0.0201570594368003,0.0482988934282793,1.69557282359149
"ACLT_untreated_t7_vs_Control","ENSSSCG00000010058","ENSSSCG00000010058","ENSSSCG00000010058","pig_gene_symbol_from_DE_table",0.310035943730706,0.0202647042136755,0.0202647042136755,0.04854048049028,1.69325973089619
"ACLT_untreated_t7_vs_Control","ENSSSCG00000028466","UTP3","UTP3","pig_gene_symbol_from_DE_table",0.274716624913504,0.0202913098423018,0.0202913098423018,0.0485960311266166,1.69268991753427
"ACLT_untreated_t7_vs_Control","ENSSSCG00000007133","ACSS1","ACSS1","pig_gene_symbol_from_DE_table",0.635922124286057,0.0203399698884361,0.0203399698884361,0.0486879904847142,1.69164969434817
"ACLT_untreated_t7_vs_Control","ENSSSCG00000010744","DHX32","DHX32","pig_gene_symbol_from_DE_table",0.256245317499783,0.020377293505673,0.020377293505673,0.0487527346556133,1.69085349911305
"ACLT_untreated_t7_vs_Control","ENSSSCG00000016714","CYCS","CYCS","pig_gene_symbol_from_DE_table",0.478247717242828,0.0203823534530575,0.0203823534530575,0.048756644823087,1.69074567152361
"ACLT_untreated_t7_vs_Control","ENSSSCG00000031169","ENSSSCG00000031169","ENSSSCG00000031169","pig_gene_symbol_from_DE_table",0.300512052451607,0.0204069608809807,0.0204069608809807,0.0487991052115253,1.69022166803731
"ACLT_untreated_t7_vs_Control","ENSSSCG00000033528","BPTF","BPTF","pig_gene_symbol_from_DE_table",0.486230793237873,0.0204204711910094,0.0204204711910094,0.0488232095517616,1.68993424102999
"ACLT_untreated_t7_vs_Control","ENSSSCG00000015664","CD55","CD55","pig_gene_symbol_from_DE_table",0.730279996391203,0.0204710545460376,0.0204710545460376,0.0489112840949729,1.68885978451245
"ACLT_untreated_t7_vs_Control","ENSSSCG00000022940","G3BP2","G3BP2","pig_gene_symbol_from_DE_table",0.222417658261854,0.0205256864381179,0.0205256864381179,0.0490253557767632,1.68770230990636
"ACLT_untreated_t7_vs_Control","ENSSSCG00000061450","ENSSSCG00000061450","ENSSSCG00000061450","pig_gene_symbol_from_DE_table",1.13401169676272,0.020539758294217,0.020539758294217,0.0490507348660386,1.68740467135731
"ACLT_untreated_t7_vs_Control","ENSSSCG00000010824","RAB3GAP2","RAB3GAP2","pig_gene_symbol_from_DE_table",0.250668045478783,0.0205460683329913,0.0205460683329913,0.0490575726528209,1.68727127182434
"ACLT_untreated_t7_vs_Control","ENSSSCG00000033177","CDC26","CDC26","pig_gene_symbol_from_DE_table",0.329149080767168,0.0205515245581778,0.0205515245581778,0.0490623698484643,1.68715595565433
