"gene_id","logFC","AveExpr","t","P.Value","FDR","B","ENTREZID","SYMBOL","strict_DEG","direction","label_final","label_score"
"G10090_16681",0.79144247935251,-0.035115384484501,3.60009720029008,0.00135374391580694,0.0023129690997031,-1.28655280270715,"238875","Gapt",FALSE,"Not_strict","Gapt",2.08610796425012
"G10090_15806",-0.304162171971001,2.50377992937188,-3.59919085653126,0.00135685655254718,0.00231801051969711,-1.77769048732488,"170789","Acot8",FALSE,"Not_strict","Acot8",0.80143222204836
"G10090_25941",0.358443767722151,2.57637685577304,3.59906993125323,0.00135727237176061,0.00231844412894081,-1.78026544713114,"382073","Cenatac",FALSE,"Not_strict","Cenatac",0.944428845534636
"G10090_29273",0.679564751669585,3.10014646916945,3.59871867416022,0.00135848092646759,0.002320231595498,-1.86966834340855,"26941","Nherf1",FALSE,"Not_strict","Nherf1",1.7902920431238
"G10090_8346",-1.107044381909,-0.424342537514615,-3.59831148916977,0.00135988322518775,0.00232234950306228,-1.24717433220787,"94346","Tmem40",TRUE,"Down","Tmem40",2.91603507446771
"G10090_18249",0.700620377044789,7.30981872917529,3.59811862611143,0.00136054791687598,0.00232320740226848,-1.85341183015165,"69700","Col22a1",FALSE,"Not_strict","Col22a1",1.84537243060507
"G10090_12854",-1.26395139885279,-1.52947250686214,-3.59709259838672,0.00136408940139042,0.00232897678636343,-1.1127803368573,"170761","Nherf4",TRUE,"Down","Nherf4",3.32777527920908
"G10090_31182",0.379861536511842,3.33468211026349,3.59690574206808,0.00136473533162171,0.00232980166179629,-1.93077256521097,"241322","Zbtb6",FALSE,"Not_strict","Zbtb6",1.00005426853175
"G10090_11488",-0.304357834477825,3.93921309855706,-3.59671098460955,0.00136540889265562,0.00233067350462721,-2.0398097686358,"19212","Pter",FALSE,"Not_strict","Pter",0.801227648422869
"G10090_6313",-0.266690891258582,4.62792798845472,-3.59662137698512,0.00136571890614984,0.0023309246590233,-2.10389210402292,"217692","Sipa1l1",FALSE,"Not_strict","Sipa1l1",0.702056240867119
"G10090_6757",-0.342361859247908,5.29908387469882,-3.59625726515506,0.00136697932300797,0.00233279764984105,-2.10527070206378,"230757","5730409E04Rik",FALSE,"Not_strict","5730409E04Rik",0.901138500388046
"G10090_22965",-0.394396704408058,3.71594080403212,-3.59590017567548,0.00136821653446339,0.0023346305979141,-2.01291190646198,"244871","Zc3h12c",FALSE,"Not_strict","Zc3h12c",1.03796607923703
"G10090_10745",-0.309225072928389,5.75814592836725,-3.59549498633661,0.00136962172239097,0.00233674969827577,-2.0721914957376,"56367","Scoc",FALSE,"Not_strict","Scoc",0.813691085815844
"G10090_599",0.3162676725143,3.46582605010243,3.59440010090602,0.00137342581456372,0.00234296064277285,-1.9619500557843,"19671","Rce1",FALSE,"Not_strict","Rce1",0.831858303719708
"G10090_20737",0.379659555220437,3.19987620969258,3.59401568184021,0.00137476389368517,0.00234496377622509,-1.91313127729698,"70611","Fbxo33",FALSE,"Not_strict","Fbxo33",0.998452944004822
"G10090_20313",-0.188828110907977,4.73472278704211,-3.59386216794515,0.00137529859776716,0.00234559626178593,-2.11451684914053,"244631","Pskh1",FALSE,"Not_strict","Pskh1",0.496570108925856
"G10090_4552",-0.23087146276824,4.59850793533351,-3.59243613259514,0.00138027533505973,0.00235380366063391,-2.11210982256257,"225348","Wdr36",FALSE,"Not_strict","Wdr36",0.606783250584026
"G10090_28270",-0.402954200008584,3.09050920912318,-3.59224701931623,0.0013809366429383,0.00235465081580961,-1.91559606804809,"94282","Sfxn5",FALSE,"Not_strict","Sfxn5",1.05899324979608
"G10090_4282",-0.316807759721147,4.21038140835497,-3.59199996614442,0.00138180102620956,0.00235579788102088,-2.08219512610093,"27403","Abca7",FALSE,"Not_strict","Abca7",0.832527064582724
"G10090_6288",-0.543595342109673,0.676035090433102,-3.59196066136226,0.00138193859347148,0.00235579788102088,-1.44203671978799,"209645","Bend7",FALSE,"Not_strict","Bend7",1.42849352833323
"G10090_28002",-0.392438480730167,5.08425356963746,-3.5899595562364,0.0013889601882659,0.00236726094256472,-2.12895400658763,"104082","Wdr7",FALSE,"Not_strict","Wdr7",1.03044685844015
"G10090_30961",-0.363982057815473,5.5933523418959,-3.58995000362646,0.00138899379042107,0.00236726094256472,-2.101124837595,"77938","Fam53b",FALSE,"Not_strict","Fam53b",0.955727295923409
"G10090_7684",-0.254618214662115,5.71382268704457,-3.5898165408143,0.00138946334075347,0.00236777921761406,-2.08995295396777,"208606","Rsrc2",FALSE,"Not_strict","Rsrc2",0.668540554855813
"G10090_12146",-0.237520805487851,4.1016459686016,-3.5878202657776,0.00139650518091492,0.00237949584999088,-2.08021717565779,"56535","Pex3",FALSE,"Not_strict","Pex3",0.62313940748287
"G10090_8980",-0.460183702641041,5.30618976307245,-3.58715312786222,0.00139886626198074,0.00238323512800075,-2.12798806665877,"54607","Socs6",FALSE,"Not_strict","Socs6",1.20698505123599
"G10090_22539",-1.80926972408455,8.6089527844236,-3.58662433678585,0.00140074048539201,0.00238614415979586,-1.69798755834816,"11702","Amd1",TRUE,"Down","Amd1",4.74445400751495
"G10090_31332",-1.08559945020713,1.93970927995314,-3.58602259401034,0.00140287625784813,0.00238949799167633,-1.69185451843468,"245683","Klhl34",TRUE,"Down","Klhl34",2.84610883783184
"G10090_30582",-0.959171101960412,11.4104408612491,-3.58581816106094,0.00140360257730095,0.00239045061094298,-1.35969085255891,"78321","Ankrd23",FALSE,"Not_strict","Ankrd23",2.51448644285783
"G10090_914",-0.682566181678186,3.75311931849398,-3.58570199488867,0.00140401546176044,0.00239086926145331,-2.0435392879794,"12159","Bmp4",FALSE,"Not_strict","Bmp4",1.78930913863256
"G10090_10650",-0.140350335004928,4.94543026682509,-3.58544097182163,0.00140494363747617,0.0023921651869032,-2.13840427469968,"13831","Epc1",FALSE,"Not_strict","Epc1",0.367887537995106
"G10090_9055",-0.211839067653165,5.47743450930292,-3.58521551341769,0.00140574583043414,0.00239322108450063,-2.12046128126888,"107723","Slc12a6",FALSE,"Not_strict","Slc12a6",0.555233835637508
"G10090_13489",-0.71951265643236,8.99930533345021,-3.58517269359882,0.00140589823613981,0.00239322108450063,-1.65758713282674,"228003","Klhl41",FALSE,"Not_strict","Klhl41",1.88585503347641
"G10090_8060",1.04259930503094,-1.67532858013642,3.58480642313075,0.00140720253729423,0.00239515645946927,-1.1162866873547,"380694","Ccnjl",TRUE,"Up","Ccnjl",2.7323046668641
"G10090_22530",-0.870351853912169,0.498624195930927,-3.58414030447678,0.00140957763606165,0.00239891372929936,-1.42905513394825,"109222","Rarres1",FALSE,"Not_strict","Rarres1",2.28030912402334
"G10090_9699",-0.25699412744668,2.53293047515184,-3.58236283969366,0.00141593449697252,0.00240944572962826,-1.82474026748144,"67200","Ccdc77",FALSE,"Not_strict","Ccdc77",0.672831917954097
"G10090_16564",-0.254954603273983,2.29469199677207,-3.58052765121453,0.00142252715949659,0.00242037643318936,-1.77987039015953,"69934","Trmt10b",FALSE,"Not_strict","Trmt10b",0.666991093364754
"G10090_12484",-0.302785552995579,4.61825439450214,-3.58035657752104,0.00142314324276041,0.0024211368220571,-2.14388399119185,"67704","Arln",FALSE,"Not_strict","Arln",0.792081152954525
"G10090_17985",0.87942618995284,-1.56746503739328,3.57960351127875,0.00142585833873608,0.00242546757228717,-1.14196927154959,"20431","Pmel",FALSE,"Not_strict","Pmel",2.29987935345692
"G10090_515",-0.348047843073687,6.51877024032581,-3.57905005267169,0.00142785699447313,0.00242857873162644,-2.01938379058145,"76303","Osbp",FALSE,"Not_strict","Osbp",0.910022531591388
"G10090_6895",-0.587651606580452,1.36127664002601,-3.57864064214776,0.0014293372214997,0.0024308074838838,-1.5996006219543,"241289","Ppp1r26",FALSE,"Not_strict","Ppp1r26",1.53626788061626
"G10090_20343",-0.413902300019452,4.56553697624661,-3.57846555110453,0.00142997072171235,0.00243159588859618,-2.14639278993212,"328099","Prps1l3",FALSE,"Not_strict","Prps1l3",1.08198556187634
"G10090_27141",0.56988364171228,-0.522276189483603,3.57705334960326,0.00143509026336186,0.00244001149566017,-1.27640452732255,"108900","Fam72a",FALSE,"Not_strict","Fam72a",1.48888263410031
"G10090_3698",0.408858853436394,7.4530800342242,3.57662872669559,0.00143663311004002,0.00244234455188675,-1.89106107965353,"21807","Tsc22d1",FALSE,"Not_strict","Tsc22d1",1.06801826286279
"G10090_5171",-0.518819938621326,3.10485976360338,-3.57615032257207,0.00143837330759052,0.00244501251988691,-1.95838954830421,"328967","Arhgef37",FALSE,"Not_strict","Arhgef37",1.35501184598016
"G10090_7009",-0.169385926850361,6.26759312557886,-3.57532281332653,0.00144138823495468,0.0024498464406694,-2.06114283260595,"22601","Yap1",FALSE,"Not_strict","Yap1",0.442243133548757
"G10090_17890",0.259989187282131,4.49970794546832,3.57293695858117,0.00145011536718194,0.00246438677351154,-2.14330358996085,"666704","Samd1",FALSE,"Not_strict","Samd1",0.678127491279616
"G10090_7423",0.229085164211731,3.31503746206445,3.57159164204656,0.00145505906573751,0.00247249469125736,-1.99451300901623,"319953","Ttll1",FALSE,"Not_strict","Ttll1",0.597194012348067
"G10090_24748",1.00729715457087,2.24883550015385,3.57146407991542,0.00145552867712904,0.00247299903815668,-1.75626177090427,"12768","Ccr1",TRUE,"Up","Ccr1",2.62579810033943
"G10090_30322",0.337063576517155,1.48026624949448,3.57115336093322,0.0014566731871092,0.00247464980777776,-1.63019259580306,"56009","Alyref2",FALSE,"Not_strict","Alyref2",0.878551577631524
"G10090_6032",-0.245824431652074,5.34854538072774,-3.56969314602868,0.00146206355021645,0.00248351234031425,-2.16713660988987,"27215","Azi2",FALSE,"Not_strict","Azi2",0.640356340811785
"G10090_14771",0.630345353239894,6.68253331308511,3.56933359090186,0.00146339382648201,0.00248547698205365,-2.01306254661854,"18214","Ddr2",FALSE,"Not_strict","Ddr2",1.64179136401658
"G10090_3728",0.40308685496678,3.61310956683223,3.56920241613183,0.00146387943875525,0.00248600672220558,-2.04543802200223,"21873","Tjp2",FALSE,"Not_strict","Tjp2",1.04983878720656
"G10090_24168",0.242933754948351,4.8294833069068,3.56846577409002,0.00146660942825304,0.00249011920831661,-2.16880526169696,"244373","Erlin2",FALSE,"Not_strict","Erlin2",0.632546018844483
"G10090_13986",-0.340676510962977,4.21813028591625,-3.5684550879232,0.00146664906763334,0.00249011920831661,-2.14106843360686,"18393","Orc2",FALSE,"Not_strict","Orc2",0.887046638575504
"G10090_12208",-0.311660894870822,4.74765350794691,-3.56833994239928,0.00146707625598279,0.00249054902720875,-2.17936892300938,"67249","Tbc1d19",FALSE,"Not_strict","Tbc1d19",0.811473000556406
"G10090_3681",0.273037971375164,4.53917294022505,3.56735799332888,0.00147072420955989,0.00249644575530917,-2.15883760656218,"17920","Myo6",FALSE,"Not_strict","Myo6",0.710629884727673
"G10090_11176",0.551264917190822,1.33734238959964,3.56642194970312,0.00147420986249015,0.00250206562406269,-1.60943755155204,"100503659","Cbarp",FALSE,"Not_strict","Cbarp",1.43422665381519
"G10090_32638",-0.306182819407888,3.09219749872182,-3.56530860120753,0.00147836626161807,0.00250882243211385,-1.98093424925324,"117197","Bloc1s4",FALSE,"Not_strict","Bloc1s4",0.796237630570965
"G10090_28209",-0.250735991208157,6.60340150036336,-3.56445415970043,0.00148156385039326,0.00251395070701659,-2.04357372797137,"12177","Bnip3l",FALSE,"Not_strict","Bnip3l",0.651824125099463
"G10090_19890",0.698758838729105,0.629612792687324,3.56433496234884,0.00148201046032608,0.00251441039688518,-1.4817884537786,"15002","H2-Ob",FALSE,"Not_strict","H2-Ob",1.81646820739503
"G10090_28017",-1.27335468341843,6.73303179902501,-3.56427972649103,0.00148221746317099,0.00251446350348981,-2.02464815197767,"13107","Cyp2f2",TRUE,"Down","Cyp2f2",3.31015510572467
"G10090_30314",-0.430153235775955,1.97367217406794,-3.56321353584924,0.00148621866913024,0.00252095239705142,-1.75753625112813,"75570","Nhej1",FALSE,"Not_strict","Nhej1",1.1177253759058
"G10090_16422",-0.543251372655302,5.13047735147073,-3.563029604693,0.0014869099918578,0.00252182613101173,-2.19463138363026,"15437","Hoxd8",FALSE,"Not_strict","Hoxd8",1.41152181644794
"G10090_10389",-0.309590742823797,4.96171179341116,-3.5614653304897,0.00149280215833279,0.00253151933735046,-2.19975682007839,"68195","Rnaset2b",FALSE,"Not_strict","Rnaset2b",0.803889127905152
"G10090_7083",0.335183056525685,2.18023187413958,3.56105545890667,0.00149434978765931,0.00253384357952516,-1.79307590784086,"230784","Sesn2",FALSE,"Not_strict","Sesn2",0.870209021615693
"G10090_15606",-0.281603037778512,5.2290026474347,-3.55941716768243,0.00150055143844439,0.00254405776988244,-2.19860084687064,"381668","Fbrsl1",FALSE,"Not_strict","Fbrsl1",0.730611486978611
"G10090_19937",0.58309215463619,3.01513615545292,3.55788549322479,0.00150637220191379,0.00255362385472497,-1.95966157855161,"11601","Angpt2",FALSE,"Not_strict","Angpt2",1.51186645426757
"G10090_10686",0.262186498873596,7.87161367878889,3.55758568984364,0.00150751410775521,0.00255525694611926,-1.88126530428809,"229279","Hnrnpa3",FALSE,"Not_strict","Hnrnpa3",0.679735651217683
"G10090_20308",-0.521071180052519,5.87973038493988,-3.55751193602374,0.00150779515430624,0.00255543065529092,-2.15394911980737,"22194","Ube2e1",FALSE,"Not_strict","Ube2e1",1.35089574056235
"G10090_14435",0.834920642266641,-0.348237702826269,3.55696731655431,0.0015098720657113,0.0025586476178087,-1.34371257106777,"118454","Gjc2",FALSE,"Not_strict","Gjc2",2.16410555639
"G10090_10467",-0.365703006524934,5.72064930526554,-3.55610440574836,0.00151316849850536,0.00256393018968864,-2.17299343668434,"228850","Ralgapb",FALSE,"Not_strict","Ralgapb",0.947570794273646
"G10090_12763",1.16104910282238,-0.294582211670679,3.5557094540605,0.00151467960660171,0.00256618679413721,-1.34700997681444,"219257","Pcdh20",TRUE,"Up","Pcdh20",3.00794353475504
"G10090_32557",0.390047046422437,8.66288241301589,3.55552632233874,0.00151538077856791,0.00256707082411048,-1.77099577364408,"268373","Ppia",FALSE,"Not_strict","Ppia",1.01044111487347
"G10090_2237",-0.189379570930735,5.90882430726907,-3.55514675863915,0.0015168350545241,0.0025692302598289,-2.15446698043423,"110960","Tars1",FALSE,"Not_strict","Tars1",0.490530391108252
"G10090_8615",0.611109797391864,5.47590018236732,3.55480931180068,0.00151812910516642,0.00257111782532977,-2.17554890785011,"56312","Nupr1",FALSE,"Not_strict","Nupr1",1.58269983250282
"G10090_2280",1.34336614225123,-0.842150804632908,3.55472432239732,0.00151845519463203,0.0025713657898922,-1.27275507778241,"108078","Olr1",TRUE,"Up","Olr1",3.47909818224933
"G10090_4741",0.514022613536826,3.74142496359795,3.55454728033161,0.00151913469343854,0.00257221209155216,-2.09705819814574,"76820","Cyria",FALSE,"Not_strict","Cyria",1.33116087954332
"G10090_28245",-1.75520498371385,-1.9377334646372,-3.55414694116619,0.00152067231454057,0.00257451100122915,-1.16932192774637,"234404","Nxnl1",TRUE,"Down","Nxnl1",4.54476147570656
"G10090_29519",0.334911381051781,1.50247673686852,3.55347982770864,0.00152323793404469,0.00257854957110404,-1.67769521642083,"68876","Atp23",FALSE,"Not_strict","Atp23",0.866959811383393
"G10090_24342",0.624462508530287,0.168235849839424,3.55334709878796,0.00152374889309393,0.00257910945110197,-1.43404228722922,"216177","AU041133",FALSE,"Not_strict","AU041133",1.61644007900545
"G10090_5959",-0.267106365864187,6.2357351213925,-3.55325385951784,0.00152410793101375,0.00257941208617997,-2.12025618554073,"216001","Micu1",FALSE,"Not_strict","Micu1",0.691399290804222
"G10090_24282",0.402136050349062,6.08464970706914,3.5519206584509,0.00152925074238815,0.00258780978766901,-2.13223265442071,"77446","Heg1",FALSE,"Not_strict","Heg1",1.04035316630222
"G10090_14630",-0.291321334249077,4.3559246555233,-3.55155206917508,0.00153067555595856,0.0025899146229987,-2.19536366816911,"104457","Bacc1",FALSE,"Not_strict","Bacc1",0.753565134691268
"G10090_20283",-0.805295861184979,2.13190572957366,-3.55067696989954,0.00153406351501712,0.00259534022501596,-1.82013110563138,"105245342","Gm40814",FALSE,"Not_strict","Gm40814",2.08233862973586
"G10090_9610",-0.142318180459234,5.58015548808624,-3.55028056899028,0.00153560059215021,0.00259763357851793,-2.19764331798106,"74164","Nfx1",FALSE,"Not_strict","Nfx1",0.367952570471693
"G10090_26066",-0.522211790635824,8.26622528331701,-3.5496889532716,0.00153789742455487,0.00260121144578711,-1.84843430373264,"14387","Gaa",FALSE,"Not_strict","Gaa",1.34982574899636
"G10090_15237",-0.325483777145353,4.41661673393034,-3.5490218499194,0.00154049134158649,0.00260529089924892,-2.20704915878993,"11797","Birc2",FALSE,"Not_strict","Birc2",0.84109687741694
"G10090_18380",0.690944841818038,0.0467513198065276,3.54862166940645,0.001542049421651,0.00260761778013086,-1.4258638404078,"21936","Tnfrsf18",FALSE,"Not_strict","Tnfrsf18",1.78523292657442
"G10090_10668",-1.04880360189308,4.12402108009818,-3.54855592553718,0.001542305538588,0.00260774274134367,-2.17786835343889,"16420","Itgb6",TRUE,"Down","Itgb6",2.70983084155431
"G10090_14356",-1.40488883903249,1.72810260592993,-3.54779391438016,0.00154527711689502,0.00261245845480032,-1.73649291924573,"74513","Neto2",TRUE,"Down","Neto2",3.62875847995427
"G10090_31854",0.284578788821321,3.4745504295283,3.54656229716938,0.00155009180298764,0.00262028865964517,-2.08203544984723,"226351","Tmem185b",FALSE,"Not_strict","Tmem185b",0.734683075675667
"G10090_11185",-0.36998722302192,5.30946401453432,-3.54623017607139,0.00155139264582599,0.00262217788525048,-2.22787853417849,"65962","Nherf2",FALSE,"Not_strict","Nherf2",0.95506202267523
"G10090_30018",-0.368546223481104,2.81449361414524,-3.54601872451807,0.00155222140800918,0.00262326884388515,-1.9728443372029,"237775","Zfp867",FALSE,"Not_strict","Zfp867",0.951275737814249
"G10090_7913",0.316017708100292,5.05844976815309,3.54592961451228,0.00155257079460775,0.00262354949127778,-2.22308083670213,"18797","Plcb3",FALSE,"Not_strict","Plcb3",0.815676700013234
"G10090_29060",-0.422202980732149,1.58547035121837,-3.54554088180292,0.00155409585273997,0.00262554537604641,-1.72298774005971,"100073351","Yy2",FALSE,"Not_strict","Yy2",1.08961320772822
"G10090_911",-0.42512613353258,7.7157853422268,-3.54553502239505,0.00155411885126749,0.00262554537604641,-1.93920694290805,"224727","Bag6",FALSE,"Not_strict","Bag6",1.0971572233911
"G10090_30958",0.22974503413772,5.17968902074373,3.54418492624175,0.00155942691646198,0.00263420191235687,-2.22799757888123,"218203","Mylip",FALSE,"Not_strict","Mylip",0.592593069602109
"G10090_16119",-0.196218001515876,6.46206659914736,-3.54411580528158,0.00155969914894891,0.00263435082268475,-2.11217037097449,"59041","Stk25",FALSE,"Not_strict","Stk25",0.506110269406204
"G10090_8136",-0.576792698737624,4.16228841224549,-3.54383242830086,0.00156081571194736,0.00263592561407585,-2.1963152499124,"21888","Tle4",FALSE,"Not_strict","Tle4",1.48758692847036
"G10090_23838",0.766127735503085,2.03181752012558,3.54377052273796,0.00156105973616996,0.00263602665301809,-1.79118224073928,"13848","Ephb6",FALSE,"Not_strict","Ephb6",1.9758818916806
"G10090_13354",-2.76398723120618,6.34746519750067,-3.54193578969503,0.00156830894290682,0.0026479553187753,-2.09207935726926,"17882","Myh2",TRUE,"Down","Myh2",7.1230420498755
"G10090_20125",-0.339373942584981,3.99838630070784,-3.54178758016383,0.00156889596360353,0.0026486339666309,-2.18207311609028,"53951","Gpatch11",FALSE,"Not_strict","Gpatch11",0.874559202740634
"G10090_18793",1.30207127165795,1.52242507592949,3.54135463941276,0.0015706119601621,0.00265121818375559,-1.67554476817868,"231507","Plac8",TRUE,"Up","Plac8",3.35485763369122
"G10090_3012",0.507828518391569,3.75042584594748,3.54122516092176,0.00157112551424442,0.00265177228851891,-2.13142252557895,"171463","Il17rd",FALSE,"Not_strict","Il17rd",1.30840178010291
"G10090_31486",-0.302203321211532,4.80819712400625,-3.54087757641297,0.00157250495793371,0.00265378755341855,-2.24849111915907,"67179","Ccdc25",FALSE,"Not_strict","Ccdc25",0.778516204489672
"G10090_17420",0.424540397856579,6.59527450501217,3.53966966446107,0.00157730793350336,0.00266157927560035,-2.10009815197983,"21356","Tapbp",FALSE,"Not_strict","Tapbp",1.09313234090099
"G10090_4286",-0.560476715048576,2.94908373955777,-3.5396169090723,0.00157751802841758,0.00266161996046734,-2.01687041422677,"546143","Pierce2",FALSE,"Not_strict","Pierce2",1.44314568653636
"G10090_13338",0.806029000279645,3.59541636333882,3.53931608645255,0.00157871655638641,0.00266332814316232,-2.09671923820121,"104111","Adcy3",FALSE,"Not_strict","Adcy3",2.07518237272504
"G10090_24736",0.377725435789528,3.04994004634904,3.53817382205439,0.0015832756199881,0.00267070454946365,-2.02150584905421,"170742","Sertad3",FALSE,"Not_strict","Sertad3",0.972028873683692
"G10090_6896",0.921140480418289,3.84275487655871,3.53713583215987,0.00158742962634469,0.00267739603802226,-2.13541587069735,"74442","Sgms2",FALSE,"Not_strict","Sgms2",2.36943803631324
"G10090_10365",1.89823651412795,-0.952320874234628,3.5368234906862,0.00158868168619225,0.00267919203524598,-1.2881079894412,"215378","Brinp3",TRUE,"Up","Brinp3",4.88225701855109
"G10090_10838",-0.471073342116325,6.15024670625761,-3.53673451334129,0.00158903853914003,0.00267947808809154,-2.1727161719249,"74838","Naa15",FALSE,"Not_strict","Naa15",1.21157698339013
"G10090_14866",0.235143841991303,4.58104299605373,3.53477182313486,0.00159693001327115,0.00269246765079211,-2.24227208350151,"77582","Mboat7",FALSE,"Not_strict","Mboat7",0.604284286161306
"G10090_6155",-0.481375536436321,7.03697991400464,-3.53467865969101,0.00159730554770989,0.00269278356617696,-2.05975054819739,"207304","Hectd1",FALSE,"Not_strict","Hectd1",1.23703815641634
"G10090_27623",-0.93181338897376,0.731822909623999,-3.53280932203268,0.0016048589157516,0.00270519857989648,-1.59388898741672,"66255","Hsbp1l1",FALSE,"Not_strict","Hsbp1l1",2.39271121153169
"G10090_1143",0.662004908376263,-0.614488157683567,3.53114585004651,0.00161160971417779,0.00271625799312193,-1.37248972713752,"26448","Mok",FALSE,"Not_strict","Mok",1.69872378156517
"G10090_17759",0.660516881010074,1.85586804262569,3.5306282597837,0.00161371586857299,0.00271948749354075,-1.79231787046769,"99899","Ifi44",FALSE,"Not_strict","Ifi44",1.69456460141645
"G10090_8696",-0.627861305014347,5.67526964952322,-3.53014681120179,0.00161567736479773,0.00272247247940896,-2.24133700988361,"20496","Slc12a2",FALSE,"Not_strict","Slc12a2",1.61048716536179
"G10090_6629",-0.226598965772884,4.21371164997401,-3.52999506285588,0.00161629609256464,0.0027230435902766,-2.23396945243567,"29858","Pmm1",FALSE,"Not_strict","Pmm1",0.581213976365718
"G10090_32503",0.351931996997115,2.51837099543675,3.52997035694106,0.00161639684853607,0.0027230435902766,-1.93736831764658,"13361","Dhfr",FALSE,"Not_strict","Dhfr",0.902686359080896
"G10090_3788",-1.41192007026079,-1.88506554204805,-3.52917111949063,0.00161965961264236,0.0027282190108904,-1.23558016758765,"545192","Baiap3",TRUE,"Down","Baiap3",3.62033357650948
"G10090_9404",-0.214590933407183,3.35914315980215,-3.52890507438332,0.00162074712406639,0.00272972956249431,-2.11862816858203,"27275","Nufip1",FALSE,"Not_strict","Nufip1",0.550185483221435
"G10090_4593",-0.360469802533329,4.62650532781619,-3.5285270469163,0.00162229360929183,0.00273201269034777,-2.27225726148179,"230594","Tut4",FALSE,"Not_strict","Tut4",0.924070570475123
"G10090_1394",-0.300405994847681,7.45251224890952,-3.52818857980659,0.00162367947580592,0.00273402482389205,-2.01883606057302,"19047","Ppp1cc",FALSE,"Not_strict","Ppp1cc",0.769999908954594
"G10090_19226",-1.18483565696011,0.917237227322078,-3.52807169224083,0.00162415834436529,0.00273450941955432,-1.63560992716729,"213603","Slc44a3",TRUE,"Down","Slc44a3",3.03687665185781
"G10090_8047",-0.219084080468071,4.31890546229776,-3.52687257146987,0.00162907889389684,0.00274243063353017,-2.25174659296965,"27388","Ptdss2",FALSE,"Not_strict","Ptdss2",0.561263695090084
"G10090_17205",0.386070698642093,6.03141155730883,3.52683181269347,0.00162924640110918,0.00274243063353017,-2.20009262754944,"67248","Rpl39",FALSE,"Not_strict","Rpl39",0.989060758878146
"G10090_8543",0.700593699600612,1.76567298351836,3.52608325267794,0.00163232576045514,0.00274729083357326,-1.7843143393408,"234311","Ddx60",FALSE,"Not_strict","Ddx60",1.79428727531266
"G10090_31873",-0.757343824222913,2.56365135580098,-3.52545620324206,0.00163490962492543,0.00275131604448587,-1.97141529625535,"320302","Glt28d2",FALSE,"Not_strict","Glt28d2",1.93914820404609
"G10090_21612",0.701414524264391,-0.89738170746825,3.52515366473493,0.00163615771149123,0.00275309265245749,-1.34857091468399,"68616","Gdpd3",FALSE,"Not_strict","Gdpd3",1.79574685640438
"G10090_4584",0.265919500733375,2.13995595047168,3.5242552674592,0.00163986941665334,0.00275901378106349,-1.87652786298559,"208194","Exog",FALSE,"Not_strict","Exog",0.680553453209257
"G10090_2387",0.247615753767628,5.4096723395989,3.52351707803644,0.00164292536631068,0.00276383036526063,-2.26795493259994,"432508","Cpsf6",FALSE,"Not_strict","Cpsf6",0.633522087165273
"G10090_31794",-0.279349977912133,2.28423288608616,-3.52316409719554,0.00164438859338563,0.00276596675598751,-1.91795991979777,"382137","Fdxacb1",FALSE,"Not_strict","Fdxacb1",0.714619996325644
"G10090_32675",0.22044918640952,4.76467407599394,3.52311309105542,0.0016446001363601,0.00276599747931008,-2.27899662720889,"13185","Vps26c",FALSE,"Not_strict","Vps26c",0.563941693815021
"G10090_6505",1.38927419575606,-1.24981665592851,3.52295752929985,0.00164524547728385,0.00276675769981306,-1.29898279124547,"106347","Ildr1",TRUE,"Up","Ildr1",3.5538035049103
"G10090_24732",0.264010306338101,4.3683710354565,3.52290540602116,0.00164546176353399,0.00276679629866466,-2.25646850303039,"56468","Socs5",FALSE,"Not_strict","Socs5",0.675344386738401
"G10090_26189",1.01957472100055,-1.38382426490693,3.52265547561124,0.0016464992381043,0.0027682155306051,-1.29315635741487,"20371","Foxp3",TRUE,"Up","Foxp3",2.60786832246318
"G10090_20690",0.844672329707032,0.199482206599328,3.5220593776869,0.00164897624607778,0.00277205439417586,-1.50955930869054,"75767","Rab11fip1",FALSE,"Not_strict","Rab11fip1",2.15999460512866
"G10090_3420",0.366649415544227,7.65404313124918,3.52062874003403,0.00165493589846786,0.00278174625827737,-2.00075827410932,"13039","Ctsl",FALSE,"Not_strict","Ctsl",0.937039490339476
"G10090_21256",0.467157698562258,0.819030863648497,3.52051218250837,0.00165542236926394,0.00278223717281694,-1.6269704223458,"237940","Aoc2",FALSE,"Not_strict","Aoc2",1.19387094786729
"G10090_2764",0.431391970059315,2.30030682431797,3.51974470972817,0.00165862901568863,0.00278729918312823,-1.91541259018833,"73750","Whrn",FALSE,"Not_strict","Whrn",1.10212728532059
"G10090_31517",-0.444672569890478,5.65589949131907,-3.5186789128433,0.00166309215536561,0.00279447127338701,-2.27098820459548,"234686","Fhod1",FALSE,"Not_strict","Fhod1",1.13556049758112
"G10090_7097",-0.521571220188012,4.50514557226621,-3.51818527840184,0.00166516326522382,0.00279762285614207,-2.29061445298525,"11600","Angpt1",FALSE,"Not_strict","Angpt1",1.3316812893388
"G10090_12366",0.263465103287621,5.00182012115067,3.51787638171883,0.001666460560773,0.00279947377453016,-2.29387505806684,"170759","Atp13a1",FALSE,"Not_strict","Atp13a1",0.672606279069044
"G10090_501",-0.744717963994975,0.810470294201529,-3.51601757889358,0.00167428792208095,0.00281229277616203,-1.6495134156505,"70727","Rasgef1a",FALSE,"Not_strict","Rasgef1a",1.89973044740279
