"timepoint","pathway","rank","running_ES","is_hit","gene_symbol","NES","padj","pval"
"1W","HALLMARK_INFLAMMATORY_RESPONSE",160,0.0511496196700614,FALSE,"Rcn1",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",161,0.0510786674918295,FALSE,"Zfp521",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",162,0.0510077153135976,FALSE,"Chpf",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",163,0.0509367631353658,FALSE,"Trim46",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",164,0.0508658109571339,FALSE,"Tmem86a",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",165,0.050794858778902,FALSE,"Tnn",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",166,0.0507239066006702,FALSE,"Tubb2b",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",167,0.0506529544224383,FALSE,"Snai1",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",168,0.0505820022442064,FALSE,"Apol7a",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",169,0.0505110500659745,FALSE,"Cul7",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
"1W","HALLMARK_INFLAMMATORY_RESPONSE",170,0.0504400978877427,FALSE,"Tspan6",2.48095929385796,2.9133025631538e-13,3.49596307578455e-14
