"pathway","gene_symbol"
"HALLMARK_P53_PATHWAY","Hbegf"
"HALLMARK_P53_PATHWAY","Hdac3"
"HALLMARK_P53_PATHWAY","Hexim1"
"HALLMARK_P53_PATHWAY","Hint1"
"HALLMARK_P53_PATHWAY","Hmox1"
"HALLMARK_P53_PATHWAY","Hras"
"HALLMARK_P53_PATHWAY","Hspa4l"
"HALLMARK_P53_PATHWAY","Ier3"
"HALLMARK_P53_PATHWAY","Ier5"
"HALLMARK_P53_PATHWAY","Ifi30"
"HALLMARK_P53_PATHWAY","Il1a"
"HALLMARK_P53_PATHWAY","Inhbb"
"HALLMARK_P53_PATHWAY","Ip6k2"
"HALLMARK_P53_PATHWAY","Irag2"
"HALLMARK_P53_PATHWAY","Irak1"
"HALLMARK_P53_PATHWAY","Iscu"
"HALLMARK_P53_PATHWAY","Itgb4"
"HALLMARK_P53_PATHWAY","Jag2"
"HALLMARK_P53_PATHWAY","Jun"
"HALLMARK_P53_PATHWAY","Kif13b"
"HALLMARK_P53_PATHWAY","Klf4"
"HALLMARK_P53_PATHWAY","Klk8"
"HALLMARK_P53_PATHWAY","Krt17"
"HALLMARK_P53_PATHWAY","Ldhb"
"HALLMARK_P53_PATHWAY","Lif"
"HALLMARK_P53_PATHWAY","Mapkapk3"
"HALLMARK_P53_PATHWAY","Mdm2"
"HALLMARK_P53_PATHWAY","Mknk2"
"HALLMARK_P53_PATHWAY","Mxd1"
"HALLMARK_P53_PATHWAY","Mxd4"
"HALLMARK_P53_PATHWAY","Ndrg1"
"HALLMARK_P53_PATHWAY","Nhlh2"
"HALLMARK_P53_PATHWAY","Ninj1"
"HALLMARK_P53_PATHWAY","Nol8"
"HALLMARK_P53_PATHWAY","Notch1"
"HALLMARK_P53_PATHWAY","Nudt15"
"HALLMARK_P53_PATHWAY","Nupr1"
"HALLMARK_P53_PATHWAY","Osgin1"
"HALLMARK_P53_PATHWAY","Pcna"
"HALLMARK_P53_PATHWAY","Pdgfa"
"HALLMARK_P53_PATHWAY","Perp"
"HALLMARK_P53_PATHWAY","Phlda3"
"HALLMARK_P53_PATHWAY","Pidd1"
"HALLMARK_P53_PATHWAY","Pitpnc1"
"HALLMARK_P53_PATHWAY","Plk2"
"HALLMARK_P53_PATHWAY","Plk3"
"HALLMARK_P53_PATHWAY","Plxnb2"
"HALLMARK_P53_PATHWAY","Pmm1"
"HALLMARK_P53_PATHWAY","Polh"
"HALLMARK_P53_PATHWAY","Pom121"
"HALLMARK_P53_PATHWAY","Ppm1d"
"HALLMARK_P53_PATHWAY","Ppp1r15a"
"HALLMARK_P53_PATHWAY","Prkab1"
"HALLMARK_P53_PATHWAY","Prmt2"
"HALLMARK_P53_PATHWAY","Procr"
"HALLMARK_P53_PATHWAY","Ptpn14"
"HALLMARK_P53_PATHWAY","Ptpre"
"HALLMARK_P53_PATHWAY","Rab40c"
"HALLMARK_P53_PATHWAY","Rack1"
"HALLMARK_P53_PATHWAY","Rad51c"
"HALLMARK_P53_PATHWAY","Rad9a"
"HALLMARK_P53_PATHWAY","Ralgds"
"HALLMARK_P53_PATHWAY","Rap2b"
"HALLMARK_P53_PATHWAY","Rb1"
"HALLMARK_P53_PATHWAY","Rchy1"
"HALLMARK_P53_PATHWAY","Retsat"
"HALLMARK_P53_PATHWAY","Rgs16"
"HALLMARK_P53_PATHWAY","Rhbdf2"
"HALLMARK_P53_PATHWAY","Rnf19b"
"HALLMARK_P53_PATHWAY","Rpl18"
"HALLMARK_P53_PATHWAY","Rpl36"
"HALLMARK_P53_PATHWAY","Rps12"
"HALLMARK_P53_PATHWAY","Rps27l"
"HALLMARK_P53_PATHWAY","Rrad"
"HALLMARK_P53_PATHWAY","Rrp8"
"HALLMARK_P53_PATHWAY","Rxra"
"HALLMARK_P53_PATHWAY","S100a10"
"HALLMARK_P53_PATHWAY","S100a4"
"HALLMARK_P53_PATHWAY","Sat1"
"HALLMARK_P53_PATHWAY","Sdc1"
"HALLMARK_P53_PATHWAY","Sec61a1"
"HALLMARK_P53_PATHWAY","Serpinb5"
"HALLMARK_P53_PATHWAY","Sertad3"
"HALLMARK_P53_PATHWAY","Sesn1"
"HALLMARK_P53_PATHWAY","Sfn"
"HALLMARK_P53_PATHWAY","Slc19a2"
"HALLMARK_P53_PATHWAY","Slc35d1"
"HALLMARK_P53_PATHWAY","Slc3a2"
"HALLMARK_P53_PATHWAY","Slc7a11"
"HALLMARK_P53_PATHWAY","Socs1"
"HALLMARK_P53_PATHWAY","Sp1"
"HALLMARK_P53_PATHWAY","Sphk1"
"HALLMARK_P53_PATHWAY","St14"
"HALLMARK_P53_PATHWAY","Steap3"
"HALLMARK_P53_PATHWAY","Stom"
"HALLMARK_P53_PATHWAY","Tap1"
"HALLMARK_P53_PATHWAY","Tax1bp3"
"HALLMARK_P53_PATHWAY","Tchh"
"HALLMARK_P53_PATHWAY","Tcn2"
"HALLMARK_P53_PATHWAY","Tgfa"
"HALLMARK_P53_PATHWAY","Tgfb1"
"HALLMARK_P53_PATHWAY","Tm4sf1"
"HALLMARK_P53_PATHWAY","Tm7sf3"
"HALLMARK_P53_PATHWAY","Tnfsf9"
"HALLMARK_P53_PATHWAY","Tnni1"
"HALLMARK_P53_PATHWAY","Tob1"
"HALLMARK_P53_PATHWAY","Trp53"
"HALLMARK_P53_PATHWAY","Trp63"
"HALLMARK_P53_PATHWAY","Tpd52l1"
"HALLMARK_P53_PATHWAY","Tprkb"
"HALLMARK_P53_PATHWAY","Traf4"
"HALLMARK_P53_PATHWAY","Trafd1"
"HALLMARK_P53_PATHWAY","Triap1"
"HALLMARK_P53_PATHWAY","Trib3"
"HALLMARK_P53_PATHWAY","Tsc22d1"
"HALLMARK_P53_PATHWAY","Tspyl2"
"HALLMARK_P53_PATHWAY","Txnip"
"HALLMARK_P53_PATHWAY","Upp1"
"HALLMARK_P53_PATHWAY","Vamp8"
"HALLMARK_P53_PATHWAY","Vdr"
"HALLMARK_P53_PATHWAY","Vwa5a"
"HALLMARK_P53_PATHWAY","Wrap73"
"HALLMARK_P53_PATHWAY","Wwp1"
"HALLMARK_P53_PATHWAY","Xpc"
"HALLMARK_P53_PATHWAY","Zbtb16"
"HALLMARK_P53_PATHWAY","Zfp36l1"
"HALLMARK_P53_PATHWAY","Zmat3"
"HALLMARK_P53_PATHWAY","Zfp365"
"HALLMARK_PANCREAS_BETA_CELLS","Abcc8"
"HALLMARK_PANCREAS_BETA_CELLS","Akt3"
"HALLMARK_PANCREAS_BETA_CELLS","Chga"
"HALLMARK_PANCREAS_BETA_CELLS","Dcx"
"HALLMARK_PANCREAS_BETA_CELLS","Dpp4"
"HALLMARK_PANCREAS_BETA_CELLS","Elp4"
"HALLMARK_PANCREAS_BETA_CELLS","Foxa2"
"HALLMARK_PANCREAS_BETA_CELLS","Foxo1"
"HALLMARK_PANCREAS_BETA_CELLS","G6pc2"
"HALLMARK_PANCREAS_BETA_CELLS","Gcg"
"HALLMARK_PANCREAS_BETA_CELLS","Gck"
"HALLMARK_PANCREAS_BETA_CELLS","Hnf1a"
"HALLMARK_PANCREAS_BETA_CELLS","Iapp"
"HALLMARK_PANCREAS_BETA_CELLS","Ins2"
"HALLMARK_PANCREAS_BETA_CELLS","Insm1"
"HALLMARK_PANCREAS_BETA_CELLS","Isl1"
"HALLMARK_PANCREAS_BETA_CELLS","Lmo2"
"HALLMARK_PANCREAS_BETA_CELLS","Mafb"
"HALLMARK_PANCREAS_BETA_CELLS","Neurod1"
"HALLMARK_PANCREAS_BETA_CELLS","Neurog3"
"HALLMARK_PANCREAS_BETA_CELLS","Nkx2-2"
"HALLMARK_PANCREAS_BETA_CELLS","Nkx6-1"
"HALLMARK_PANCREAS_BETA_CELLS","Pak3"
"HALLMARK_PANCREAS_BETA_CELLS","Pax4"
"HALLMARK_PANCREAS_BETA_CELLS","Pax6"
"HALLMARK_PANCREAS_BETA_CELLS","Pcsk1"
"HALLMARK_PANCREAS_BETA_CELLS","Pcsk2"
"HALLMARK_PANCREAS_BETA_CELLS","Pdx1"
"HALLMARK_PANCREAS_BETA_CELLS","Pklr"
"HALLMARK_PANCREAS_BETA_CELLS","Scgn"
"HALLMARK_PANCREAS_BETA_CELLS","Sec11a"
"HALLMARK_PANCREAS_BETA_CELLS","Slc2a2"
"HALLMARK_PANCREAS_BETA_CELLS","Spcs1"
"HALLMARK_PANCREAS_BETA_CELLS","Srp14"
"HALLMARK_PANCREAS_BETA_CELLS","Srp9"
"HALLMARK_PANCREAS_BETA_CELLS","Srprb"
"HALLMARK_PANCREAS_BETA_CELLS","Sst"
"HALLMARK_PANCREAS_BETA_CELLS","Stxbp1"
"HALLMARK_PANCREAS_BETA_CELLS","Syt13"
"HALLMARK_PANCREAS_BETA_CELLS","Vdr"
"HALLMARK_PEROXISOME","Abcb1a"
"HALLMARK_PEROXISOME","Abcb4"
"HALLMARK_PEROXISOME","Abcb9"
"HALLMARK_PEROXISOME","Abcc5"
"HALLMARK_PEROXISOME","Abcc8"
"HALLMARK_PEROXISOME","Abcd1"
"HALLMARK_PEROXISOME","Abcd2"
"HALLMARK_PEROXISOME","Abcd3"
"HALLMARK_PEROXISOME","Acaa1a"
"HALLMARK_PEROXISOME","Acot8"
"HALLMARK_PEROXISOME","Acox1"
"HALLMARK_PEROXISOME","Acsl1"
"HALLMARK_PEROXISOME","Acsl4"
"HALLMARK_PEROXISOME","Acsl5"
"HALLMARK_PEROXISOME","Alb"
"HALLMARK_PEROXISOME","Aldh1a7"
"HALLMARK_PEROXISOME","Aldh9a1"
"HALLMARK_PEROXISOME","Atxn1"
"HALLMARK_PEROXISOME","Bcl10"
"HALLMARK_PEROXISOME","Cacna1b"
"HALLMARK_PEROXISOME","Cadm1"
"HALLMARK_PEROXISOME","Cat"
"HALLMARK_PEROXISOME","Cdk7"
"HALLMARK_PEROXISOME","Cel"
"HALLMARK_PEROXISOME","Cln6"
"HALLMARK_PEROXISOME","Cln8"
"HALLMARK_PEROXISOME","Cnbp"
"HALLMARK_PEROXISOME","Crabp1"
"HALLMARK_PEROXISOME","Crabp2"
"HALLMARK_PEROXISOME","Crat"
"HALLMARK_PEROXISOME","Ctbp1"
"HALLMARK_PEROXISOME","Ctps"
"HALLMARK_PEROXISOME","Dhcr24"
"HALLMARK_PEROXISOME","Dhrs3"
"HALLMARK_PEROXISOME","Dio1"
"HALLMARK_PEROXISOME","Dlg4"
"HALLMARK_PEROXISOME","Ech1"
"HALLMARK_PEROXISOME","Eci2"
"HALLMARK_PEROXISOME","Ehhadh"
"HALLMARK_PEROXISOME","Elovl5"
"HALLMARK_PEROXISOME","Ephx2"
"HALLMARK_PEROXISOME","Ercc1"
"HALLMARK_PEROXISOME","Ercc3"
"HALLMARK_PEROXISOME","Esr2"
"HALLMARK_PEROXISOME","Fabp6"
"HALLMARK_PEROXISOME","Fads1"
"HALLMARK_PEROXISOME","Fdps"
"HALLMARK_PEROXISOME","Fis1"
"HALLMARK_PEROXISOME","Gnpat"
"HALLMARK_PEROXISOME","Gstk1"
"HALLMARK_PEROXISOME","Hao2"
"HALLMARK_PEROXISOME","Hmgcl"
"HALLMARK_PEROXISOME","Hras"
"HALLMARK_PEROXISOME","Hsd11b2"
"HALLMARK_PEROXISOME","Hsd17b11"
"HALLMARK_PEROXISOME","Hsd17b4"
"HALLMARK_PEROXISOME","Hsd3b7"
"HALLMARK_PEROXISOME","Ide"
"HALLMARK_PEROXISOME","Idh1"
"HALLMARK_PEROXISOME","Idh2"
"HALLMARK_PEROXISOME","Idi1"
"HALLMARK_PEROXISOME","Isoc1"
"HALLMARK_PEROXISOME","Itgb1bp1"
"HALLMARK_PEROXISOME","Lonp2"
"HALLMARK_PEROXISOME","Mlycd"
"HALLMARK_PEROXISOME","Msh2"
"HALLMARK_PEROXISOME","Mvp"
"HALLMARK_PEROXISOME","Nr1i2"
"HALLMARK_PEROXISOME","Nudt19"
"HALLMARK_PEROXISOME","Pabpc1"
"HALLMARK_PEROXISOME","Pex11a"
"HALLMARK_PEROXISOME","Pex11b"
"HALLMARK_PEROXISOME","Pex13"
"HALLMARK_PEROXISOME","Pex14"
"HALLMARK_PEROXISOME","Pex2"
"HALLMARK_PEROXISOME","Pex5"
"HALLMARK_PEROXISOME","Pex6"
"HALLMARK_PEROXISOME","Prdx1"
"HALLMARK_PEROXISOME","Prdx5"
"HALLMARK_PEROXISOME","Rdh11"
"HALLMARK_PEROXISOME","Retsat"
"HALLMARK_PEROXISOME","Rxrg"
"HALLMARK_PEROXISOME","Scgb1a1"
"HALLMARK_PEROXISOME","Scp2"
"HALLMARK_PEROXISOME","Sema3c"
"HALLMARK_PEROXISOME","Serpina6"
"HALLMARK_PEROXISOME","Siah1a"
"HALLMARK_PEROXISOME","Slc23a2"
"HALLMARK_PEROXISOME","Slc25a17"
"HALLMARK_PEROXISOME","Slc25a19"
"HALLMARK_PEROXISOME","Slc25a4"
"HALLMARK_PEROXISOME","Slc27a2"
"HALLMARK_PEROXISOME","Slc35b2"
"HALLMARK_PEROXISOME","Smarcc1"
"HALLMARK_PEROXISOME","Sod1"
"HALLMARK_PEROXISOME","Sult2b1"
"HALLMARK_PEROXISOME","Top2a"
"HALLMARK_PEROXISOME","Tspo"
"HALLMARK_PEROXISOME","Ttr"
"HALLMARK_PEROXISOME","Ugt2b1"
"HALLMARK_PEROXISOME","Vps4b"
"HALLMARK_PEROXISOME","Ywhah"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Acaca"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Actr2"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Actr3"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Adcy2"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Akt1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Akt1s1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Ap2m1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Arf1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Arhgdia"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Arpc3"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Atf1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Cab39"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Cab39l"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Calr"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Camk4"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Cdk1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Cdk2"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Cdk4"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Cdkn1a"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Cdkn1b"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Cfl1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Cltc"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Csnk2b"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Cxcr4"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Dapp1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Ddit3"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Dusp3"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","E2f1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Ecsit"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Egfr"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Eif4e"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Fasl"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Fgf17"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Fgf22"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Fgf6"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Gna14"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Gngt1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Grb2"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Grk2"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Gsk3b"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Hras"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Hsp90b1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Il2rg"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Il4"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Irak4"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Itpr2"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Lck"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Map2k3"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Map2k6"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Map3k7"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Mapk1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Mapk10"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Mapk8"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Mapk9"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Mapkap1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Mknk1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Mknk2"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Myd88"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Nck1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Nfkbib"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Ngf"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Nod1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Pak4"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Pdk1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Pfn1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Pik3r3"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Pikfyve"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Pin1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Pitx2"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Pla2g12a"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Plcb1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Plcg1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Ppp1ca"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Ppp2r1b"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Prkaa2"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Prkag1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Prkar2a"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Prkcb"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Pten"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Ptpn11"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Rac1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Raf1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Ralb"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Ripk1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Rit1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Rps6ka1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Rps6ka3"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Rptor"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Sfn"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Sla"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Slc2a1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Smad2"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Sqstm1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Stat2"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Tbk1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Them4"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Tiam1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Tnfrsf1a"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Traf2"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Trib3"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Tsc2"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Ube2d3"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Ube2n"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Vav3"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","Ywhab"
"HALLMARK_PROTEIN_SECRETION","Abca1"
"HALLMARK_PROTEIN_SECRETION","Adam10"
"HALLMARK_PROTEIN_SECRETION","Anp32e"
"HALLMARK_PROTEIN_SECRETION","Ap1g1"
"HALLMARK_PROTEIN_SECRETION","Ap2b1"
"HALLMARK_PROTEIN_SECRETION","Ap2m1"
"HALLMARK_PROTEIN_SECRETION","Ap2s1"
"HALLMARK_PROTEIN_SECRETION","Ap3b1"
"HALLMARK_PROTEIN_SECRETION","Ap3s1"
"HALLMARK_PROTEIN_SECRETION","Arcn1"
"HALLMARK_PROTEIN_SECRETION","Arf1"
"HALLMARK_PROTEIN_SECRETION","Arfgap3"
"HALLMARK_PROTEIN_SECRETION","Arfgef1"
"HALLMARK_PROTEIN_SECRETION","Arfgef2"
"HALLMARK_PROTEIN_SECRETION","Arfip1"
"HALLMARK_PROTEIN_SECRETION","Atp1a1"
"HALLMARK_PROTEIN_SECRETION","Atp6v1b1"
"HALLMARK_PROTEIN_SECRETION","Atp6v1h"
"HALLMARK_PROTEIN_SECRETION","Atp7a"
"HALLMARK_PROTEIN_SECRETION","Bet1"
"HALLMARK_PROTEIN_SECRETION","Bnip3"
"HALLMARK_PROTEIN_SECRETION","Cav2"
"HALLMARK_PROTEIN_SECRETION","Cd63"
"HALLMARK_PROTEIN_SECRETION","Clcn3"
"HALLMARK_PROTEIN_SECRETION","Cln5"
"HALLMARK_PROTEIN_SECRETION","Clta"
"HALLMARK_PROTEIN_SECRETION","Cltc"
"HALLMARK_PROTEIN_SECRETION","Cog2"
"HALLMARK_PROTEIN_SECRETION","Copb1"
"HALLMARK_PROTEIN_SECRETION","Copb2"
"HALLMARK_PROTEIN_SECRETION","Cope"
"HALLMARK_PROTEIN_SECRETION","Ctsc"
"HALLMARK_PROTEIN_SECRETION","Dnm1l"
"HALLMARK_PROTEIN_SECRETION","Dop1a"
"HALLMARK_PROTEIN_SECRETION","Dst"
"HALLMARK_PROTEIN_SECRETION","Egfr"
"HALLMARK_PROTEIN_SECRETION","Ergic3"
"HALLMARK_PROTEIN_SECRETION","Galc"
"HALLMARK_PROTEIN_SECRETION","Gbf1"
"HALLMARK_PROTEIN_SECRETION","Gla"
"HALLMARK_PROTEIN_SECRETION","Gnas"
"HALLMARK_PROTEIN_SECRETION","Golga4"
"HALLMARK_PROTEIN_SECRETION","Gosr2"
"HALLMARK_PROTEIN_SECRETION","Ica1"
"HALLMARK_PROTEIN_SECRETION","Igf2r"
"HALLMARK_PROTEIN_SECRETION","Kif1b"
"HALLMARK_PROTEIN_SECRETION","Krt18"
"HALLMARK_PROTEIN_SECRETION","Lamp2"
"HALLMARK_PROTEIN_SECRETION","Lman1"
"HALLMARK_PROTEIN_SECRETION","M6pr"
"HALLMARK_PROTEIN_SECRETION","Mapk1"
"HALLMARK_PROTEIN_SECRETION","Mon2"
"HALLMARK_PROTEIN_SECRETION","Napa"
"HALLMARK_PROTEIN_SECRETION","Napg"
"HALLMARK_PROTEIN_SECRETION","Ocrl"
"HALLMARK_PROTEIN_SECRETION","Pam"
"HALLMARK_PROTEIN_SECRETION","Ppt1"
"HALLMARK_PROTEIN_SECRETION","Rab14"
"HALLMARK_PROTEIN_SECRETION","Rab22a"
"HALLMARK_PROTEIN_SECRETION","Rab2a"
"HALLMARK_PROTEIN_SECRETION","Rab5a"
"HALLMARK_PROTEIN_SECRETION","Rab9"
"HALLMARK_PROTEIN_SECRETION","Rer1"
"HALLMARK_PROTEIN_SECRETION","Rps6ka3"
"HALLMARK_PROTEIN_SECRETION","Scamp1"
"HALLMARK_PROTEIN_SECRETION","Scamp3"
"HALLMARK_PROTEIN_SECRETION","Scrn1"
"HALLMARK_PROTEIN_SECRETION","Sec22b"
"HALLMARK_PROTEIN_SECRETION","Sec24d"
"HALLMARK_PROTEIN_SECRETION","Sec31a"
"HALLMARK_PROTEIN_SECRETION","Sgms1"
"HALLMARK_PROTEIN_SECRETION","Sh3gl2"
"HALLMARK_PROTEIN_SECRETION","Snap23"
"HALLMARK_PROTEIN_SECRETION","Snx2"
"HALLMARK_PROTEIN_SECRETION","Sod1"
"HALLMARK_PROTEIN_SECRETION","Sspn"
"HALLMARK_PROTEIN_SECRETION","Stam"
"HALLMARK_PROTEIN_SECRETION","Stx12"
"HALLMARK_PROTEIN_SECRETION","Stx16"
"HALLMARK_PROTEIN_SECRETION","Stx7"
"HALLMARK_PROTEIN_SECRETION","Tmed10"
"HALLMARK_PROTEIN_SECRETION","Tmed2"
"HALLMARK_PROTEIN_SECRETION","Tmx1"
"HALLMARK_PROTEIN_SECRETION","Tom1l1"
"HALLMARK_PROTEIN_SECRETION","Tpd52"
"HALLMARK_PROTEIN_SECRETION","Tsg101"
"HALLMARK_PROTEIN_SECRETION","Tspan8"
"HALLMARK_PROTEIN_SECRETION","Uso1"
"HALLMARK_PROTEIN_SECRETION","Vamp3"
"HALLMARK_PROTEIN_SECRETION","Vamp4"
"HALLMARK_PROTEIN_SECRETION","Vamp7"
"HALLMARK_PROTEIN_SECRETION","Vps45"
"HALLMARK_PROTEIN_SECRETION","Vps4b"
"HALLMARK_PROTEIN_SECRETION","Yipf6"
"HALLMARK_PROTEIN_SECRETION","Ykt6"
"HALLMARK_PROTEIN_SECRETION","Zw10"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","Abcc1"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","Atox1"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","Cat"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","Cdkn2d"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","Egln2"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","Ercc2"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","Fes"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","Ftl1"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","G6pdx"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","Gclc"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","Gclm"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","Glrx"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","Glrx2"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","Gpx3"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","Gpx4"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","Gsr"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","Hhex"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","Hmox2"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","Ipcef1"
