"pathway","gene_symbol"
"HALLMARK_DNA_REPAIR","Surf1"
"HALLMARK_DNA_REPAIR","Taf10"
"HALLMARK_DNA_REPAIR","Taf12"
"HALLMARK_DNA_REPAIR","Taf13"
"HALLMARK_DNA_REPAIR","Taf1c"
"HALLMARK_DNA_REPAIR","Taf6"
"HALLMARK_DNA_REPAIR","Taf9"
"HALLMARK_DNA_REPAIR","Tarbp2"
"HALLMARK_DNA_REPAIR","Tk2"
"HALLMARK_DNA_REPAIR","Tmed2"
"HALLMARK_DNA_REPAIR","Trp53"
"HALLMARK_DNA_REPAIR","Tsg101"
"HALLMARK_DNA_REPAIR","Tyms"
"HALLMARK_DNA_REPAIR","Umps"
"HALLMARK_DNA_REPAIR","Upf3b"
"HALLMARK_DNA_REPAIR","Usp11"
"HALLMARK_DNA_REPAIR","Vps28"
"HALLMARK_DNA_REPAIR","Vps37b"
"HALLMARK_DNA_REPAIR","Vps37d"
"HALLMARK_DNA_REPAIR","Xpc"
"HALLMARK_DNA_REPAIR","Zfp707"
"HALLMARK_DNA_REPAIR","Zwint"
"HALLMARK_E2F_TARGETS","Ak2"
"HALLMARK_E2F_TARGETS","Anp32e"
"HALLMARK_E2F_TARGETS","Asf1a"
"HALLMARK_E2F_TARGETS","Asf1b"
"HALLMARK_E2F_TARGETS","Atad2"
"HALLMARK_E2F_TARGETS","Aurka"
"HALLMARK_E2F_TARGETS","Aurkb"
"HALLMARK_E2F_TARGETS","Bard1"
"HALLMARK_E2F_TARGETS","Birc5"
"HALLMARK_E2F_TARGETS","Brca1"
"HALLMARK_E2F_TARGETS","Brca2"
"HALLMARK_E2F_TARGETS","Brms1l"
"HALLMARK_E2F_TARGETS","Bub1b"
"HALLMARK_E2F_TARGETS","Cbx5"
"HALLMARK_E2F_TARGETS","Ccnb2"
"HALLMARK_E2F_TARGETS","Ccne1"
"HALLMARK_E2F_TARGETS","Ccp110"
"HALLMARK_E2F_TARGETS","Cdc20"
"HALLMARK_E2F_TARGETS","Cdc25a"
"HALLMARK_E2F_TARGETS","Cdc25b"
"HALLMARK_E2F_TARGETS","Cdca3"
"HALLMARK_E2F_TARGETS","Cdca8"
"HALLMARK_E2F_TARGETS","Cdk1"
"HALLMARK_E2F_TARGETS","Cdk4"
"HALLMARK_E2F_TARGETS","Cdkn1a"
"HALLMARK_E2F_TARGETS","Cdkn1b"
"HALLMARK_E2F_TARGETS","Cdkn2a"
"HALLMARK_E2F_TARGETS","Cdkn2c"
"HALLMARK_E2F_TARGETS","Cdkn3"
"HALLMARK_E2F_TARGETS","Cenpe"
"HALLMARK_E2F_TARGETS","Cenpm"
"HALLMARK_E2F_TARGETS","Chek1"
"HALLMARK_E2F_TARGETS","Chek2"
"HALLMARK_E2F_TARGETS","Cit"
"HALLMARK_E2F_TARGETS","Cks1b"
"HALLMARK_E2F_TARGETS","Cks2"
"HALLMARK_E2F_TARGETS","Cnot9"
"HALLMARK_E2F_TARGETS","Cse1l"
"HALLMARK_E2F_TARGETS","Ctcf"
"HALLMARK_E2F_TARGETS","Ctps"
"HALLMARK_E2F_TARGETS","Dck"
"HALLMARK_E2F_TARGETS","Dclre1b"
"HALLMARK_E2F_TARGETS","Dctpp1"
"HALLMARK_E2F_TARGETS","Ddx39a"
"HALLMARK_E2F_TARGETS","Dek"
"HALLMARK_E2F_TARGETS","Depdc1a"
"HALLMARK_E2F_TARGETS","Diaph3"
"HALLMARK_E2F_TARGETS","Dlgap5"
"HALLMARK_E2F_TARGETS","Dnmt1"
"HALLMARK_E2F_TARGETS","Donson"
"HALLMARK_E2F_TARGETS","Dscc1"
"HALLMARK_E2F_TARGETS","Dut"
"HALLMARK_E2F_TARGETS","E2f8"
"HALLMARK_E2F_TARGETS","Eed"
"HALLMARK_E2F_TARGETS","Eif2s1"
"HALLMARK_E2F_TARGETS","Espl1"
"HALLMARK_E2F_TARGETS","Exosc8"
"HALLMARK_E2F_TARGETS","Ezh2"
"HALLMARK_E2F_TARGETS","Gins1"
"HALLMARK_E2F_TARGETS","Gins3"
"HALLMARK_E2F_TARGETS","Gins4"
"HALLMARK_E2F_TARGETS","Gspt1"
"HALLMARK_E2F_TARGETS","H2ax"
"HALLMARK_E2F_TARGETS","H2az1"
"HALLMARK_E2F_TARGETS","Hells"
"HALLMARK_E2F_TARGETS","Hmga1"
"HALLMARK_E2F_TARGETS","Hmgb2"
"HALLMARK_E2F_TARGETS","Hmgb3"
"HALLMARK_E2F_TARGETS","Hmmr"
"HALLMARK_E2F_TARGETS","Hnrnpd"
"HALLMARK_E2F_TARGETS","Hus1"
"HALLMARK_E2F_TARGETS","Ilf3"
"HALLMARK_E2F_TARGETS","Ing3"
"HALLMARK_E2F_TARGETS","Ipo7"
"HALLMARK_E2F_TARGETS","Jpt1"
"HALLMARK_E2F_TARGETS","Kif18b"
"HALLMARK_E2F_TARGETS","Kif22"
"HALLMARK_E2F_TARGETS","Kif2c"
"HALLMARK_E2F_TARGETS","Kif4"
"HALLMARK_E2F_TARGETS","Kpna2"
"HALLMARK_E2F_TARGETS","Lbr"
"HALLMARK_E2F_TARGETS","Lig1"
"HALLMARK_E2F_TARGETS","Lmnb1"
"HALLMARK_E2F_TARGETS","Luc7l3"
"HALLMARK_E2F_TARGETS","Lyar"
"HALLMARK_E2F_TARGETS","Mad2l1"
"HALLMARK_E2F_TARGETS","Mcm2"
"HALLMARK_E2F_TARGETS","Mcm3"
"HALLMARK_E2F_TARGETS","Mcm4"
"HALLMARK_E2F_TARGETS","Mcm5"
"HALLMARK_E2F_TARGETS","Mcm6"
"HALLMARK_E2F_TARGETS","Mcm7"
"HALLMARK_E2F_TARGETS","Melk"
"HALLMARK_E2F_TARGETS","Mki67"
"HALLMARK_E2F_TARGETS","Mlh1"
"HALLMARK_E2F_TARGETS","Mms22l"
"HALLMARK_E2F_TARGETS","Mre11a"
"HALLMARK_E2F_TARGETS","Msh2"
"HALLMARK_E2F_TARGETS","Mthfd2"
"HALLMARK_E2F_TARGETS","Mxd3"
"HALLMARK_E2F_TARGETS","Mybl2"
"HALLMARK_E2F_TARGETS","Myc"
"HALLMARK_E2F_TARGETS","Naa38"
"HALLMARK_E2F_TARGETS","Nap1l1"
"HALLMARK_E2F_TARGETS","Nasp"
"HALLMARK_E2F_TARGETS","Nbn"
"HALLMARK_E2F_TARGETS","Ncapd2"
"HALLMARK_E2F_TARGETS","Nme1"
"HALLMARK_E2F_TARGETS","Nolc1"
"HALLMARK_E2F_TARGETS","Nop56"
"HALLMARK_E2F_TARGETS","Nudt21"
"HALLMARK_E2F_TARGETS","Nup107"
"HALLMARK_E2F_TARGETS","Nup153"
"HALLMARK_E2F_TARGETS","Nup205"
"HALLMARK_E2F_TARGETS","Orc2"
"HALLMARK_E2F_TARGETS","Orc6"
"HALLMARK_E2F_TARGETS","Pa2g4"
"HALLMARK_E2F_TARGETS","Paics"
"HALLMARK_E2F_TARGETS","Pan2"
"HALLMARK_E2F_TARGETS","Pcna"
"HALLMARK_E2F_TARGETS","Pds5b"
"HALLMARK_E2F_TARGETS","Phf5a"
"HALLMARK_E2F_TARGETS","Plk1"
"HALLMARK_E2F_TARGETS","Plk4"
"HALLMARK_E2F_TARGETS","Pms2"
"HALLMARK_E2F_TARGETS","Pnn"
"HALLMARK_E2F_TARGETS","Pola2"
"HALLMARK_E2F_TARGETS","Pold1"
"HALLMARK_E2F_TARGETS","Pold2"
"HALLMARK_E2F_TARGETS","Pold3"
"HALLMARK_E2F_TARGETS","Pole"
"HALLMARK_E2F_TARGETS","Pole4"
"HALLMARK_E2F_TARGETS","Pop7"
"HALLMARK_E2F_TARGETS","Ppm1d"
"HALLMARK_E2F_TARGETS","Ppp1r8"
"HALLMARK_E2F_TARGETS","Prdx4"
"HALLMARK_E2F_TARGETS","Prim2"
"HALLMARK_E2F_TARGETS","Prkdc"
"HALLMARK_E2F_TARGETS","Prps1"
"HALLMARK_E2F_TARGETS","Psip1"
"HALLMARK_E2F_TARGETS","Psmc3ip"
"HALLMARK_E2F_TARGETS","Pttg1"
"HALLMARK_E2F_TARGETS","Racgap1"
"HALLMARK_E2F_TARGETS","Rad1"
"HALLMARK_E2F_TARGETS","Rad21"
"HALLMARK_E2F_TARGETS","Rad50"
"HALLMARK_E2F_TARGETS","Rad51ap1"
"HALLMARK_E2F_TARGETS","Rad51c"
"HALLMARK_E2F_TARGETS","Ran"
"HALLMARK_E2F_TARGETS","Ranbp1"
"HALLMARK_E2F_TARGETS","Rbbp7"
"HALLMARK_E2F_TARGETS","Rfc1"
"HALLMARK_E2F_TARGETS","Rfc2"
"HALLMARK_E2F_TARGETS","Rfc3"
"HALLMARK_E2F_TARGETS","Rnaseh2a"
"HALLMARK_E2F_TARGETS","Rpa1"
"HALLMARK_E2F_TARGETS","Rpa2"
"HALLMARK_E2F_TARGETS","Rpa3"
"HALLMARK_E2F_TARGETS","Rrm2"
"HALLMARK_E2F_TARGETS","Shmt1"
"HALLMARK_E2F_TARGETS","Slbp"
"HALLMARK_E2F_TARGETS","Smc1a"
"HALLMARK_E2F_TARGETS","Smc3"
"HALLMARK_E2F_TARGETS","Smc4"
"HALLMARK_E2F_TARGETS","Smc6"
"HALLMARK_E2F_TARGETS","Snrpb"
"HALLMARK_E2F_TARGETS","Spag5"
"HALLMARK_E2F_TARGETS","Spc24"
"HALLMARK_E2F_TARGETS","Spc25"
"HALLMARK_E2F_TARGETS","Srsf1"
"HALLMARK_E2F_TARGETS","Srsf2"
"HALLMARK_E2F_TARGETS","Ssrp1"
"HALLMARK_E2F_TARGETS","Stag1"
"HALLMARK_E2F_TARGETS","Stmn1"
"HALLMARK_E2F_TARGETS","Suv39h1"
"HALLMARK_E2F_TARGETS","Syncrip"
"HALLMARK_E2F_TARGETS","Tacc3"
"HALLMARK_E2F_TARGETS","Tbrg4"
"HALLMARK_E2F_TARGETS","Tcf19"
"HALLMARK_E2F_TARGETS","Tfrc"
"HALLMARK_E2F_TARGETS","Timeless"
"HALLMARK_E2F_TARGETS","Tipin"
"HALLMARK_E2F_TARGETS","Tk1"
"HALLMARK_E2F_TARGETS","Tmpo"
"HALLMARK_E2F_TARGETS","Top2a"
"HALLMARK_E2F_TARGETS","Trp53"
"HALLMARK_E2F_TARGETS","Tra2b"
"HALLMARK_E2F_TARGETS","Trip13"
"HALLMARK_E2F_TARGETS","Tubb5"
"HALLMARK_E2F_TARGETS","Tubg1"
"HALLMARK_E2F_TARGETS","Ube2s"
"HALLMARK_E2F_TARGETS","Ube2t"
"HALLMARK_E2F_TARGETS","Ubr7"
"HALLMARK_E2F_TARGETS","Ung"
"HALLMARK_E2F_TARGETS","Usp1"
"HALLMARK_E2F_TARGETS","Wdr90"
"HALLMARK_E2F_TARGETS","Wee1"
"HALLMARK_E2F_TARGETS","Xpo1"
"HALLMARK_E2F_TARGETS","Xrcc6"
"HALLMARK_E2F_TARGETS","Zw10"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Abi3bp"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Acta2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Adam12"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Anpep"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Aplp1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Areg"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Basp1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Bdnf"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Bgn"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Bmp1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Cadm1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Cald1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Calu"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Cap2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Capg"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Ccn1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Ccn2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Cd44"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Cd59b"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Cdh11"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Cdh2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Cdh6"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Col11a1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Col12a1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Col16a1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Col1a1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Col1a2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Col3a1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Col4a1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Col4a2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Col5a1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Col5a2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Col5a3"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Col6a2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Col6a3"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Col7a1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Col8a2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Colgalt1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Comp"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Copa"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Crlf1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Cthrc1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Cxcl1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Cxcl2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Cxcl3"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Cxcl12"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Cxcl5"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Dab2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Dcn"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Dkk1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Dpysl3"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Dst"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Ecm1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Ecm2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Edil3"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Efemp2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Eln"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Emp3"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Eno2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Fap"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Fas"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Fbln1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Fbln2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Fbln5"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Fbn1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Fbn2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Fermt2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Fgf2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Flna"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Fmod"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Fn1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Foxc2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Fstl1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Fstl3"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Fuca1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Fzd8"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Gadd45a"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Gadd45b"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Gas1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Gem"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Gja1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Glipr1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Gpc1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Gpx7"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Grem1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Htra1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Id2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Igfbp2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Igfbp3"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Igfbp4"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Il15"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Il6"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Inhba"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Itga2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Itga5"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Itgav"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Itgb1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Itgb3"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Itgb5"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Jun"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Lama1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Lama2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Lama3"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Lamc1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Lamc2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Lgals1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Lox"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Loxl1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Loxl2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Lrp1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Lrrc15"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Lum"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Magee1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Matn2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Matn3"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Mcm7"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Mest"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Mfap5"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Mgp"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Mmp1b"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Mmp14"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Mmp2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Mmp3"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Msx1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Myl9"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Mylk"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Nid2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Nnmt"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Notch2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Nt5e"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Ntm"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Oxtr"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","P3h1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Pcolce"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Pcolce2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Pdgfrb"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Pdlim4"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Pfn2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Plaur"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Plod1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Plod2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Plod3"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Pmepa1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Pmp22"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Postn"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Ppib"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Prrx1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Gm10334"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Gm5771"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Prss1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Prss2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Prss3"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Try10"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Try4"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Try5"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Pthlh"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Ptx3"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Pvr"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Qsox1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Rgs4"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Rhob"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Sat1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Scg2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Sdc1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Sdc4"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Serpine1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Serpine2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Serpinh1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Sfrp1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Sfrp4"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Sgcb"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Sgcd"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Sgcg"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Slc6a8"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Slit2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Slit3"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Snai2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Sntb1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Sparc"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Spock1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Spp1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Tagln"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Tfpi2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Tgfb1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Tgfbi"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Tgfbr3"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Tgm2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Thbs1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Thbs2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Thy1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Timp1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Timp3"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Tnc"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Tnfaip3"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Tnfrsf11b"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Tnfrsf12a"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Tpm1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Tpm2"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Tpm4"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Vcam1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Vcan"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Vegfa"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Vegfc"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Vim"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Wipf1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Wnt5a"
"HALLMARK_ESTROGEN_RESPONSE_EARLY","Abat"
"HALLMARK_ESTROGEN_RESPONSE_EARLY","Abca3"
"HALLMARK_ESTROGEN_RESPONSE_EARLY","Abhd2"
