"Entrez ID","Gene symbol","Gene name","Cancer Cell","Type of senescence","Senescence Effect","Reference","CellAge_symbol"
22984,"PDCD11","programmed cell death 11","Yes","Replicative","Inhibits",25732822,"PDCD11"
27250,"PDCD4","programmed cell death 4","Yes","Replicative","Inhibits",30687637,"PDCD4"
5155,"PDGFB","platelet derived growth factor subunit B","No","Oncogene-induced","Induces",23934686,"PDGFB"
149420,"PDIK1L","PDLIM1 interacting kinase 1 like","No","Unclear","Induces",26583757,"PDIK1L"
5170,"PDPK1","3-phosphoinositide dependent protein kinase 1","No","Unclear","Induces",26583757,"PDPK1"
23037,"PDZD2","PDZ domain containing 2","Yes","Unclear","Induces",18639375,"PDZD2"
8682,"PEA15","proliferation and apoptosis adaptor protein 15","Yes","Replicative","Induces",18267069,"PEA15"
5037,"PEBP1","phosphatidylethanolamine binding protein 1","Yes","Stress-induced","Induces",23814485,"PEBP1"
27043,"PELP1","proline, glutamate and leucine rich protein 1","Yes","Oncogene-induced","Inhibits",24967003,"PELP1"
23481,"PES1","pescadillo ribosomal biogenesis factor 1","Yes","Replicative","Inhibits",25732822,"PES1"
5824,"PEX19","peroxisomal biogenesis factor 19","Yes","Stress-induced","Induces",17389721,"PEX19"
5241,"PGR","progesterone receptor","Yes","Stress-induced","Induces",23574718,"PGR"
5245,"PHB","prohibitin","Yes","Unclear","Induces",16705168,"PHB"
11331,"PHB2","prohibitin 2","No","Unclear","Inhibits",29307834,"PHB2"
26227,"PHGDH","phosphoglycerate dehydrogenase","Yes","Unclear","Inhibits",30250195,"PHGDH"
5298,"PI4KB","phosphatidylinositol 4-kinase beta","No","Oncogene-induced","Induces",29420297,"PI4KB"
5286,"PIK3C2A","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha","Yes","Unclear","Unclear",23324396,"PIK3C2A"
5290,"PIK3CA","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha","No","Oncogene-induced","Unclear",21909130,"PIK3CA"
23533,"PIK3R5","phosphoinositide-3-kinase regulatory subunit 5","No","Unclear","Induces",26583757,"PIK3R5"
5292,"PIM1","Pim-1 proto-oncogene, serine/threonine kinase","No","Replicative","Induces",25040935,"PIM1"
5300,"PIN1","peptidylprolyl cis/trans isomerase, NIMA-interacting 1","No","Replicative","Induces",28986099,"PIN1"
65018,"PINK1","PTEN induced kinase 1","No","Stress-induced","Inhibits",29890141,"PINK1"
54984,"PINX1","PIN2 (TERF1) interacting telomerase inhibitor 1","Yes","Replicative","Induces",24839934,"PINX1"
8544,"PIR","pirin","Yes","Oncogene-induced","Inhibits",21514450,"PIR"
5307,"PITX1","paired like homeodomain 1","Yes","Replicative","Induces",31404068,"PITX1"
5320,"PLA2G2A","phospholipase A2 group IIA","No","Replicative","Induces",19197340,"PLA2G2A"
22925,"PLA2R1","phospholipase A2 receptor 1","No","Replicative","Induces",19197340,"PLA2R1"
5338,"PLD2","phospholipase D2","Yes","Unclear","Inhibits",25064843,"PLD2"
5347,"PLK1","polo like kinase 1","No","Replicative","Inhibits",23525475,"PLK1"
5371,"PML","PML nuclear body scaffold","No","Oncogene-induced","Induces",10910364,"PML"
10654,"PMVK","phosphomevalonate kinase","No","Unclear","Induces",26583757,"PMVK"
87178,"PNPT1","polyribonucleotide nucleotidyltransferase 1","Yes","Replicative","Induces",12721301,"PNPT1"
5444,"PON1","paraoxonase 1","No","Unclear","Inhibits",22897574,"PON1"
25913,"POT1","protection of telomeres 1","No","Replicative","Inhibits",15657433,"POT1"
5453,"POU3F1","POU class 3 homeobox 1","Yes","Stress-induced","Induces",31212703,"POU3F1"
5460,"POU5F1","POU class 5 homeobox 1","No","Oncogene-induced","Induces",22746537,"POU5F1"
5468,"PPARG","peroxisome proliferator activated receptor gamma","No","Replicative","Induces",18544633,"PPARG"
10891,"PPARGC1A","PPARG coactivator 1 alpha","Yes","Stress-induced","Inhibits",26244551,"PPARGC1A"
5479,"PPIB","peptidylprolyl isomerase B","Yes","Oncogene-induced","Inhibits",24272483,"PPIB"
5495,"PPM1B","protein phosphatase, Mg2+/Mn2+ dependent 1B","No","Unclear","Inhibits",24674756,"PPM1B"
8493,"PPM1D","protein phosphatase, Mg2+/Mn2+ dependent 1D","No","Unclear","Inhibits",19544416,"PPM1D"
23368,"PPP1R13B","protein phosphatase 1 regulatory subunit 13B","Yes","Stress-induced","Inhibits",22068052,"PPP1R13B"
5518,"PPP2R1A","protein phosphatase 2 scaffold subunit Aalpha","Yes","Oncogene-induced","Induces",30021885,"PPP2R1A"
5525,"PPP2R5A","protein phosphatase 2 regulatory subunit B'alpha","Yes","Oncogene-induced","Induces",21822300,"PPP2R5A"
5563,"PRKAA2","protein kinase AMP-activated catalytic subunit alpha 2","No","Stress-induced","Inhibits",26890602,"PRKAA2"
5580,"PRKCD","protein kinase C delta","No","Replicative","Induces",19279193,"PRKCD"
5583,"PRKCH","protein kinase C eta","Yes","Stress-induced","Induces",25412309,"PRKCH"
5587,"PRKD1","protein kinase D1","No","Oncogene-induced","Induces",24828530,"PRKD1"
25865,"PRKD2","protein kinase D2","Yes","Oncogene-induced","Inhibits",24463355,"PRKD2"
5591,"PRKDC","protein kinase, DNA-activated, catalytic subunit","Yes","Stress-induced","Inhibits",22009179,"PRKDC"
5071,"PRKN","parkin RBR E3 ubiquitin protein ligase","No","Stress-induced","Inhibits",25714760,"PRKN"
3276,"PRMT1","protein arginine methyltransferase 1","Yes","Unclear","Inhibits",30741995,"PRMT1"
55170,"PRMT6","protein arginine methyltransferase 6","Yes","Unclear","Inhibits",22987071,"PRMT6"
5625,"PRODH","proline dehydrogenase 1","Yes","Unclear","Induces",27545311,"PRODH"
5629,"PROX1","prospero homeobox 1","Yes","Replicative","Induces",23291986,"PROX1"
27339,"PRPF19","pre-mRNA processing factor 19","No","Replicative","Inhibits",16388800,"PRPF19"
5683,"PSMA2","proteasome 20S subunit alpha 2","Yes","Oncogene-induced","Inhibits",28806777,"PSMA2"
5686,"PSMA5","proteasome 20S subunit alpha 5","Yes","Oncogene-induced","Inhibits",28806777,"PSMA5"
5689,"PSMB1","proteasome 20S subunit beta 1","Yes","Oncogene-induced","Inhibits",28806777,"PSMB1"
5693,"PSMB5","proteasome 20S subunit beta 5","No","Replicative","Inhibits",24393841,"PSMB5"
10213,"PSMD14","proteasome 26S subunit, non-ATPase 14","Yes","Unclear","Inhibits",19732767,"PSMD14"
5728,"PTEN","phosphatase and tensin homolog","Yes","Unclear","Inhibits",30337688,"PTEN"
5743,"PTGS2","prostaglandin-endoperoxide synthase 2","No","Replicative","Induces",28803844,"PTGS2"
5747,"PTK2","protein tyrosine kinase 2","Yes","Unclear","Inhibits",30761269,"PTK2"
5770,"PTPN1","protein tyrosine phosphatase non-receptor type 1","No","Oncogene-induced","Unclear",25175024,"PTPN1"
5777,"PTPN6","protein tyrosine phosphatase non-receptor type 6","Yes","Unclear","Inhibits",26215037,"PTPN6"
9232,"PTTG1","PTTG1 regulator of sister chromatid separation, securin","No","Unclear","Induces",20452981,"PTTG1"
5814,"PURB","purine rich element binding protein B","Yes","Stress-induced","Induces",24379680,"PURB"
5836,"PYGL","glycogen phosphorylase L","Yes","Unclear","Inhibits",23177934,"PYGL"
29127,"RACGAP1","Rac GTPase activating protein 1","Yes","Oncogene-induced","Inhibits",27216196,"RACGAP1"
10399,"RACK1","receptor for activated C kinase 1","Yes","Unclear","Inhibits",29048616,"RACK1"
5885,"RAD21","RAD21 cohesin complex component","No","Unclear","Inhibits",26529363,"RAD21"
5887,"RAD23B","RAD23 homolog B, nucleotide excision repair protein","No","Unclear","Inhibits",24823364,"RAD23B"
5889,"RAD51C","RAD51 paralog C","No","Stress-induced","Inhibits",26820992,"RAD51C"
5894,"RAF1","Raf-1 proto-oncogene, serine/threonine kinase","No","Oncogene-induced","Induces",9765202,"RAF1"
5901,"RAN","RAN, member RAS oncogene family","No","Unclear","Inhibits",23160023,"RAN"
10048,"RANBP9","RAN binding protein 9","Yes","Stress-induced","Inhibits",26943034,"RANBP9"
5909,"RAP1GAP","RAP1 GTPase activating protein","No","Oncogene-induced","Induces",18267069,"RAP1GAP"
11069,"RAPGEF4","Rap guanine nucleotide exchange factor 4","No","Unclear","Inhibits",24169561,"RAPGEF4"
5915,"RARB","retinoic acid receptor beta","No","Oncogene-induced","Induces",7737367,"RARB"
11186,"RASSF1","Ras association domain family member 1","Yes","Replicative","Induces",19223555,"RASSF1"
83937,"RASSF4","Ras association domain family member 4","Yes","Oncogene-induced","Inhibits",24334454,"RASSF4"
83593,"RASSF5","Ras association domain family member 5","Yes","Oncogene-induced","Induces",25778922,"RASSF5"
5925,"RB1","RB transcriptional corepressor 1","No","Stress-induced","Induces",24231354,"RB1"
5928,"RBBP4","RB binding protein 4, chromatin remodeling factor","No","Unclear","Inhibits",26491019,"RBBP4"
5933,"RBL1","RB transcriptional corepressor like 1","Yes","Stress-induced","Induces",18418057,"RBL1"
5934,"RBL2","RB transcriptional corepressor like 2","Yes","Replicative","Induces",19648966,"RBL2"
55544,"RBM38","RNA binding motif protein 38","Yes","Unclear","Induces",30176896,"RBM38"
9584,"RBM39","RNA binding motif protein 39","No","Oncogene-induced","Inhibits",24876127,"RBM39"
5947,"RBP1","retinol binding protein 1","Yes","Oncogene-induced","Induces",16479010,"RBP1"
5948,"RBP2","retinol binding protein 2","Yes","Unclear","Inhibits",19850045,"RBP2"
3516,"RBPJ","recombination signal binding protein for immunoglobulin kappa J region","No","Oncogene-induced","Induces",24931169,"RBPJ"
9978,"RBX1","ring-box 1","Yes","Unclear","Inhibits",19509229,"RBX1"
1104,"RCC1","regulator of chromosome condensation 1","Yes","Stress-induced","Inhibits",26864624,"RCC1"
8434,"RECK","reversion inducing cysteine rich protein with kazal motifs","No","Unclear","Inhibits",20407016,"RECK"
9401,"RECQL4","RecQ like helicase 4","Yes","Unclear","Inhibits",29229926,"RECQL4"
5970,"RELA","RELA proto-oncogene, NF-kB subunit","Yes","Stress-induced","Induces",21552325,"RELA"
5971,"RELB","RELB proto-oncogene, NF-kB subunit","Yes","Stress-induced","Induces",21552325,"RELB"
387,"RHOA","ras homolog family member A","No","Oncogene-induced","Inhibits",19147561,"RHOA"
10535,"RNASEH2A","ribonuclease H2 subunit A","Yes","Stress-induced","Inhibits",30532030,"RNASEH2A"
79621,"RNASEH2B","ribonuclease H2 subunit B","Yes","Stress-induced","Inhibits",30532030,"RNASEH2B"
6041,"RNASEL","ribonuclease L","No","Replicative","Induces",17130839,"RNASEL"
140823,"ROMO1","reactive oxygen species modulator 1","No","Replicative","Induces",18836179,"ROMO1"
6135,"RPL11","ribosomal protein L11","Yes","Replicative","Induces",20221446,"RPL11"
6208,"RPS14","ribosomal protein S14","Yes","Oncogene-induced","Induces",29941930,"RPS14"
6198,"RPS6KB1","ribosomal protein S6 kinase B1","No","Unclear","Induces",22928666,"RPS6KB1"
6203,"RPS9","ribosomal protein S9","Yes","Unclear","Inhibits",20221446,"RPS9"
57521,"RPTOR","regulatory associated protein of MTOR complex 1","No","Unclear","Induces",28888905,"RPTOR"
6236,"RRAD","RRAD, Ras related glycolysis inhibitor and calcium channel regulator","Yes","Replicative","Inhibits",20460530,"RRAD"
22800,"RRAS2","RAS related 2","No","Unclear","Inhibits",29440281,"RRAS2"
6240,"RRM1","ribonucleotide reductase catalytic subunit M1","Yes","Oncogene-induced","Inhibits",28806777,"RRM1"
6241,"RRM2","ribonucleotide reductase regulatory subunit M2","Yes","Oncogene-induced","Inhibits",23249808,"RRM2"
50484,"RRM2B","ribonucleotide reductase regulatory TP53 inducible subunit M2B","No","Unclear","Inhibits",23139867,"RRM2B"
23378,"RRP8","ribosomal RNA processing 8","Yes","Stress-induced","Induces",26505814,"RRP8"
57142,"RTN4","reticulon 4","Yes","Unclear","Induces",30480803,"RTN4"
861,"RUNX1","RUNX family transcription factor 1","No","Unclear","Induces",19448675,"RUNX1"
10856,"RUVBL2","RuvB like AAA ATPase 2","Yes","Replicative","Inhibits",22341977,"RUVBL2"
6277,"S100A6","S100 calcium binding protein A6","No","Unclear","Inhibits",23095053,"S100A6"
6299,"SALL1","spalt like transcription factor 1","Yes","Oncogene-induced","Induces",29625565,"SALL1"
25939,"SAMHD1","SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1","Yes","Replicative","Inhibits",24445253,"SAMHD1"
112483,"SAT2","spermidine/spermine N1-acetyltransferase family member 2","No","Unclear","Inhibits",26611489,"SAT2"
6382,"SDC1","syndecan 1","Yes","Unclear","Inhibits",25462564,"SDC1"
8991,"SELENBP1","selenium binding protein 1","Yes","Stress-induced","Induces",20332323,"SELENBP1"
280636,"SELENOH","selenoprotein H","No","Stress-induced","Inhibits",25336634,"SELENOH"
29843,"SENP1","SUMO specific peptidase 1","No","Unclear","Inhibits",18616636,"SENP1"
57337,"SENP7","SUMO specific peptidase 7","No","Unclear","Inhibits",18616636,"SENP7"
5055,"SERPINB2","serpin family B member 2","No","Unclear","Induces",28794016,"SERPINB2"
5054,"SERPINE1","serpin family E member 1","No","Replicative","Induces",16862142,"SERPINE1"
9739,"SETD1A","SET domain containing 1A, histone lysine methyltransferase","Yes","Unclear","Inhibits",31253781,"SETD1A"
2810,"SFN","stratifin","Yes","Oncogene-induced","Induces",19642975,"SFN"
6422,"SFRP1","secreted frizzled related protein 1","No","Stress-induced","Induces",22927647,"SFRP1"
6446,"SGK1","serum/glucocorticoid regulated kinase 1","No","Replicative","Inhibits",26230157,"SGK1"
6477,"SIAH1","siah E3 ubiquitin protein ligase 1","No","Replicative","Induces",21057505,"SIAH1"
150094,"SIK1","salt inducible kinase 1","No","Unclear","Induces",26583757,"SIK1"
23309,"SIN3B","SIN3 transcription regulator family member B","No","Unclear","Induces",19654306,"SIN3B"
23411,"SIRT1","sirtuin 1","No","Unclear","Inhibits",18320031,"SIRT1"
22933,"SIRT2","sirtuin 2","No","Unclear","Inhibits",25924011,"SIRT2"
23410,"SIRT3","sirtuin 3","No","Stress-induced","Inhibits",23494737,"SIRT3"
51548,"SIRT6","sirtuin 6","No","Replicative","Inhibits",25819580,"SIRT6"
51547,"SIRT7","sirtuin 7","Yes","Stress-induced","Inhibits",24885964,"SIRT7"
6495,"SIX1","SIX homeobox 1","No","Oncogene-induced","Inhibits",26500063,"SIX1"
4990,"SIX6","SIX homeobox 6","No","Unclear","Unclear",26365380,"SIX6"
6502,"SKP2","S-phase kinase associated protein 2","Yes","Oncogene-induced","Inhibits",20237562,"SKP2"
64849,"SLC13A3","solute carrier family 13 member 3","No","Stress-induced","Induces",25384549,"SLC13A3"
9194,"SLC16A7","solute carrier family 16 member 7","Yes","Unclear","Inhibits",22964484,"SLC16A7"
292,"SLC25A5","solute carrier family 25 member 5","Yes","Stress-induced","Inhibits",25220407,"SLC25A5"
1318,"SLC31A2","solute carrier family 31 member 2","No","Oncogene-induced","Induces",27737960,"SLC31A2"
55065,"SLC52A1","solute carrier family 52 member 1","Yes","Stress-induced","Inhibits",27545311,"SLC52A1"
6524,"SLC5A2","solute carrier family 5 member 2","No","Stress-induced","Induces",24996978,"SLC5A2"
4086,"SMAD1","SMAD family member 1","Yes","Oncogene-induced","Induces",21050181,"SMAD1"
4087,"SMAD2","SMAD family member 2","Yes","Unclear","Inhibits",30971692,"SMAD2"
4088,"SMAD3","SMAD family member 3","No","Stress-induced","Induces",27892764,"SMAD3"
4090,"SMAD5","SMAD family member 5","Yes","Oncogene-induced","Induces",21050181,"SMAD5"
4091,"SMAD6","SMAD family member 6","Yes","Replicative","Inhibits",19269967,"SMAD6"
6595,"SMARCA2","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2","Yes","Unclear","Inhibits",23872584,"SMARCA2"
6597,"SMARCA4","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4","No","Replicative","Inhibits",20697355,"SMARCA4"
6598,"SMARCB1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1","Yes","Unclear","Induces",14604992,"SMARCB1"
6602,"SMARCD1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1","Yes","Unclear","Inhibits",28868154,"SMARCD1"
8243,"SMC1A","structural maintenance of chromosomes 1A","No","Unclear","Inhibits",27731420,"SMC1A"
10592,"SMC2","structural maintenance of chromosomes 2","No","Unclear","Inhibits",25474630,"SMC2"
23049,"SMG1","SMG1 nonsense mediated mRNA decay associated PI3K related kinase","Yes","Unclear","Inhibits",23324396,"SMG1"
64750,"SMURF2","SMAD specific E3 ubiquitin protein ligase 2","No","Replicative","Induces",15574587,"SMURF2"
6615,"SNAI1","snail family transcriptional repressor 1","Yes","Unclear","Inhibits",20397042,"SNAI1"
8651,"SOCS1","suppressor of cytokine signaling 1","No","Replicative","Induces",20005840,"SOCS1"
6647,"SOD1","superoxide dismutase 1","No","Unclear","Inhibits",12871978,"SOD1"
6648,"SOD2","superoxide dismutase 2","No","Unclear","Induces",12592389,"SOD2"
8470,"SORBS2","sorbin and SH3 domain containing 2","No","Unclear","Induces",24165198,"SORBS2"
6656,"SOX1","SRY-box transcription factor 1","Yes","Oncogene-induced","Induces",22767186,"SOX1"
6657,"SOX2","SRY-box transcription factor 2","Yes","Unclear","Induces",23451179,"SOX2"
6659,"SOX4","SRY-box transcription factor 4","Yes","Stress-induced","Inhibits",27446439,"SOX4"
6660,"SOX5","SRY-box transcription factor 5","Yes","Oncogene-induced","Induces",19219070,"SOX5"
6667,"SP1","Sp1 transcription factor","No","Unclear","Induces",17225865,"SP1"
9043,"SPAG9","sperm associated antigen 9","Yes","Unclear","Inhibits",27449044,"SPAG9"
6678,"SPARC","secreted protein acidic and cysteine rich","Yes","Stress-induced","Induces",20164124,"SPARC"
8877,"SPHK1","sphingosine kinase 1","No","Replicative","Inhibits",30885289,"SPHK1"
6688,"SPI1","Spi-1 proto-oncogene","No","Oncogene-induced","Induces",28912174,"SPI1"
10927,"SPIN1","spindlin 1","Yes","Unclear","Induces",18201843,"SPIN1"
8405,"SPOP","speckle type BTB/POZ protein","No","Oncogene-induced","Induces",26527005,"SPOP"
6714,"SRC","SRC proto-oncogene, non-receptor tyrosine kinase","Yes","Stress-induced","Inhibits",16204065,"SRC"
6720,"SREBF1","sterol regulatory element binding transcription factor 1","Yes","Stress-induced","Induces",24396695,"SREBF1"
6722,"SRF","serum response factor","Yes","Unclear","Inhibits",20096952,"SRF"
6426,"SRSF1","serine and arginine rich splicing factor 1","Yes","Oncogene-induced","Induces",23478443,"SRSF1"
6427,"SRSF2","serine and arginine rich splicing factor 2","No","Stress-induced","Inhibits",30026406,"SRSF2"
6428,"SRSF3","serine and arginine rich splicing factor 3","No","Replicative","Inhibits",22777358,"SRSF3"
6757,"SSX2","SSX family member 2","Yes","Oncogene-induced","Induces",25363656,"SSX2"
10735,"STAG2","stromal antigen 2","No","Replicative","Induces",28819029,"STAG2"
6772,"STAT1","signal transducer and activator of transcription 1","No","Unclear","Induces",22217266,"STAT1"
6774,"STAT3","signal transducer and activator of transcription 3","No","Oncogene-induced","Induces",22374671,"STAT3"
6776,"STAT5A","signal transducer and activator of transcription 5A","No","Oncogene-induced","Induces",17913706,"STAT5A"
6777,"STAT5B","signal transducer and activator of transcription 5B","No","Unclear","Induces",20536843,"STAT5B"
6778,"STAT6","signal transducer and activator of transcription 6","Yes","Unclear","Induces",23935100,"STAT6"
6786,"STIM1","stromal interaction molecule 1","Yes","Unclear","Unclear",26257076,"STIM1"
282974,"STK32C","serine/threonine kinase 32C","No","Unclear","Induces",26583757,"STK32C"
6789,"STK4","serine/threonine kinase 4","No","Unclear","Induces",26611489,"STK4"
83931,"STK40","serine/threonine kinase 40","No","Unclear","Induces",26583757,"STK40"
79991,"STN1","STN1 subunit of CST complex","No","Replicative","Inhibits",22964711,"STN1"
10273,"STUB1","STIP1 homology and U-box containing protein 1","Yes","Stress-induced","Inhibits",28232384,"STUB1"
6613,"SUMO2","small ubiquitin like modifier 2","No","Unclear","Induces",17012228,"SUMO2"
6612,"SUMO3","small ubiquitin like modifier 3","No","Unclear","Induces",17012228,"SUMO3"
6829,"SUPT5H","SPT5 homolog, DSIF elongation factor subunit","Yes","Oncogene-induced","Inhibits",19210550,"SUPT5H"
6839,"SUV39H1","SUV39H1 histone lysine methyltransferase","No","Unclear","Inhibits",26160351,"SUV39H1"
23512,"SUZ12","SUZ12 polycomb repressive complex 2 subunit","No","Replicative","Inhibits",23455154,"SUZ12"
6850,"SYK","spleen associated tyrosine kinase","Yes","Unclear","Induces",19293188,"SYK"
6857,"SYT1","synaptotagmin 1","Yes","Unclear","Inhibits",30647108,"SYT1"
9066,"SYT7","synaptotagmin 7","Yes","Unclear","Inhibits",30647108,"SYT7"
10460,"TACC3","transforming acidic coiled-coil containing protein 3","Yes","Stress-induced","Inhibits",20729911,"TACC3"
6876,"TAGLN","transgelin","Yes","Stress-induced","Induces",20705054,"TAGLN"
29110,"TBK1","TANK binding kinase 1","Yes","Unclear","Inhibits",24487029,"TBK1"
9519,"TBPL1","TATA-box binding protein like 1","Yes","Stress-induced","Induces",28082682,"TBPL1"
6909,"TBX2","T-box transcription factor 2","Yes","Replicative","Inhibits",15781639,"TBX2"
6926,"TBX3","T-box transcription factor 3","No","Oncogene-induced","Inhibits",24876127,"TBX3"
7003,"TEAD1","TEA domain transcription factor 1","Yes","Oncogene-induced","Inhibits",28759040,"TEAD1"
7004,"TEAD4","TEA domain transcription factor 4","Yes","Oncogene-induced","Inhibits",28759040,"TEAD4"
7014,"TERF2","telomeric repeat binding factor 2","Yes","Replicative","Inhibits",16539655,"TERF2"
7015,"TERT","telomerase reverse transcriptase","No","Replicative","Inhibits",9454332,"TERT"
7027,"TFDP1","transcription factor Dp-1","Yes","Unclear","Inhibits",22012588,"TFDP1"
10342,"TFG","trafficking from ER to golgi regulator","Yes","Unclear","Inhibits",21809350,"TFG"
7041,"TGFB1I1","transforming growth factor beta 1 induced transcript 1","No","Unclear","Induces",9032249,"TGFB1I1"
7042,"TGFB2","transforming growth factor beta 2","Yes","Oncogene-induced","Inhibits",30971692,"TGFB2"
7045,"TGFBI","transforming growth factor beta induced","Yes","Replicative","Induces",22695319,"TGFBI"
7046,"TGFBR1","transforming growth factor beta receptor 1","Yes","Unclear","Inhibits",30971692,"TGFBR1"
7048,"TGFBR2","transforming growth factor beta receptor 2","Yes","Unclear","Unclear",28273461,"TGFBR2"
7068,"THRB","thyroid hormone receptor beta","Yes","Stress-induced","Unclear",17965546,"THRB"
57103,"TIGAR","TP53 induced glycolysis regulatory phosphatase","Yes","Stress-induced","Induces",19710698,"TIGAR"
8914,"TIMELESS","timeless circadian regulator","No","Oncogene-induced","Inhibits",30100061,"TIMELESS"
81793,"TLR10","toll like receptor 10","No","Oncogene-induced","Induces",31183403,"TLR10"
7097,"TLR2","toll like receptor 2","No","Oncogene-induced","Induces",31183403,"TLR2"
7098,"TLR3","toll like receptor 3","No","Unclear","Induces",24165198,"TLR3"
7099,"TLR4","toll like receptor 4","No","Unclear","Inhibits",30790400,"TLR4"
51311,"TLR8","toll like receptor 8","Yes","Stress-induced","Inhibits",25231413,"TLR8"
56674,"TMEM9B","TMEM9 domain family member B","Yes","Unclear","Induces",21740549,"TMEM9B"
8741,"TNFSF13","TNF superfamily member 13","Yes","Unclear","Inhibits",19466596,"TNFSF13"
9966,"TNFSF15","TNF superfamily member 15","No","Replicative","Induces",20675618,"TNFSF15"
10043,"TOM1","target of myb1 membrane trafficking protein","No","Unclear","Induces",15265694,"TOM1"
7150,"TOP1","DNA topoisomerase I","No","Oncogene-induced","Induces",19435923,"TOP1"
7156,"TOP3A","DNA topoisomerase III alpha","Yes","Replicative","Induces",24526736,"TOP3A"
11073,"TOPBP1","DNA topoisomerase II binding protein 1","Yes","Replicative","Inhibits",21149450,"TOPBP1"
7157,"TP53","tumor protein p53","Yes","Replicative","Induces",9275177,"TP53"
7158,"TP53BP1","tumor protein p53 binding protein 1","No","Unclear","Induces",27371829,"TP53BP1"
7159,"TP53BP2","tumor protein p53 binding protein 2","No","Oncogene-induced","Induces",23248303,"TP53BP2"
9540,"TP53I3","tumor protein p53 inducible protein 3","Yes","Replicative","Inhibits",28259183,"TP53I3"
94241,"TP53INP1","tumor protein p53 inducible nuclear protein 1","No","Stress-induced","Induces",21093163,"TP53INP1"
8626,"TP63","tumor protein p63","No","Oncogene-induced","Induces",19898465,"TP63"
1200,"TPP1","tripeptidyl peptidase 1","No","Stress-induced","Inhibits",27559927,"TPP1"
7175,"TPR","translocated promoter region, nuclear basket protein","Yes","Unclear","Inhibits",21811608,"TPR"
22974,"TPX2","TPX2 microtubule nucleation factor","Yes","Unclear","Inhibits",28638452,"TPX2"
6434,"TRA2B","transformer 2 beta homolog","Yes","Unclear","Inhibits",27043659,"TRA2B"
1787,"TRDMT1","tRNA aspartic acid methyltransferase 1","No","Replicative","Inhibits",28843151,"TRDMT1"
10155,"TRIM28","tripartite motif containing 28","No","Oncogene-induced","Induces",25160591,"TRIM28"
54822,"TRPM7","transient receptor potential cation channel subfamily M member 7","Yes","Replicative","Inhibits",22166235,"TRPM7"
79054,"TRPM8","transient receptor potential cation channel subfamily M member 8","Yes","Replicative","Inhibits",22555807,"TRPM8"
8295,"TRRAP","transformation/transcription domain associated protein","Yes","Oncogene-induced","Inhibits",28806777,"TRRAP"
8848,"TSC22D1","TSC22 domain family member 1","No","Oncogene-induced","Inhibits",21448135,"TSC22D1"
7272,"TTK","TTK protein kinase","Yes","Unclear","Inhibits",27618777,"TTK"
7291,"TWIST1","twist family bHLH transcription factor 1","Yes","Oncogene-induced","Inhibits",22654667,"TWIST1"
117581,"TWIST2","twist family bHLH transcription factor 2","Yes","Oncogene-induced","Inhibits",24974259,"TWIST2"
7295,"TXN","thioredoxin","No","Unclear","Inhibits",20074557,"TXN"
10628,"TXNIP","thioredoxin interacting protein","No","Replicative","Induces",20656682,"TXNIP"
7297,"TYK2","tyrosine kinase 2","No","Unclear","Induces",26583757,"TYK2"
7298,"TYMS","thymidylate synthetase","Yes","Oncogene-induced","Inhibits",23249808,"TYMS"
11065,"UBE2C","ubiquitin conjugating enzyme E2 C","Yes","Unclear","Inhibits",29904125,"UBE2C"
7329,"UBE2I","ubiquitin conjugating enzyme E2 I","Yes","Oncogene-induced","Inhibits",29773808,"UBE2I"
7334,"UBE2N","ubiquitin conjugating enzyme E2 N","Yes","Unclear","Inhibits",30224375,"UBE2N"
7335,"UBE2V1","ubiquitin conjugating enzyme E2 V1","Yes","Unclear","Inhibits",30224375,"UBE2V1"
7336,"UBE2V2","ubiquitin conjugating enzyme E2 V2","Yes","Unclear","Inhibits",30224375,"UBE2V2"
7337,"UBE3A","ubiquitin protein ligase E3A","Yes","Oncogene-induced","Inhibits",22689861,"UBE3A"
80019,"UBTD1","ubiquitin domain containing 1","Yes","Replicative","Induces",25382750,"UBTD1"
29128,"UHRF1","ubiquitin like with PHD and ring finger domains 1","No","Oncogene-induced","Inhibits",28394343,"UHRF1"
25989,"ULK3","unc-51 like kinase 3","No","Unclear","Induces",19279323,"ULK3"
7398,"USP1","ubiquitin specific peptidase 1","No","Oncogene-induced","Inhibits",27160904,"USP1"
57646,"USP28","ubiquitin specific peptidase 28","No","Unclear","Induces",27371829,"USP28"
55813,"UTP6","UTP6 small subunit processome component","Yes","Replicative","Inhibits",25732822,"UTP6"
1462,"VCAN","versican","No","Stress-induced","Induces",30622695,"VCAN"
7421,"VDR","vitamin D receptor","No","Oncogene-induced","Inhibits",27041576,"VDR"
7422,"VEGFA","vascular endothelial growth factor A","No","Replicative","Inhibits",9160882,"VEGFA"
27287,"VENTX","VENT homeobox","Yes","Unclear","Induces",21325273,"VENTX"
