"gene_id","ENTREZID","SYMBOL","logFC","FDR","timepoint","strict_DEG","direction","fdr_source_column"
"G10090_3674","21897","Tlr1",2.93300654141713,2.70724939785103e-11,"1W",TRUE,"Up","FDR"
"G10090_1799","14026","Evl",1.62059359712714,3.07989894577689e-11,"1W",TRUE,"Up","FDR"
"G10090_28430","70021","Nt5dc2",3.96484156995703,3.12812585441073e-11,"1W",TRUE,"Up","FDR"
"G10090_10108","15107","Hadh",-1.37994671509738,3.45679148181702e-11,"1W",TRUE,"Down","FDR"
"G10090_12799","78339","Ttyh3",1.97459134247291,3.9062853785594e-11,"1W",TRUE,"Up","FDR"
"G10090_31609","213436","Rtl3",2.02717530001467,4.05209322312782e-11,"1W",TRUE,"Up","FDR"
"G10090_23208","21857","Timp1",3.58142773232339,4.42482147081811e-11,"1W",TRUE,"Up","FDR"
"G10090_30550","93747","Echs1",-1.3438153699902,5.04953302846436e-11,"1W",TRUE,"Down","FDR"
"G10090_922","19125","Prodh",-1.77369343078908,5.11512961290624e-11,"1W",TRUE,"Down","FDR"
"G10090_8657","74511","Lrrc17",2.9326948610503,5.13038461327797e-11,"1W",TRUE,"Up","FDR"
"G10090_3741","26561","Mmp23",2.48020096614291,5.18684455624478e-11,"1W",TRUE,"Up","FDR"
"G10090_8783","72599","Pdia5",2.0827375191169,5.18684455624478e-11,"1W",TRUE,"Up","FDR"
"G10090_18820","383435","Ms4a14",2.97741809545019,5.38690409158797e-11,"1W",TRUE,"Up","FDR"
"G10090_6445","80891","Fcrl2",2.17331538523794,5.38690409158797e-11,"1W",TRUE,"Up","FDR"
"G10090_8619","19141","Lgmn",1.59961225281325,5.42689302692082e-11,"1W",TRUE,"Up","FDR"
"G10090_2861","72244","1600014C10Rik",-0.988729144472263,5.42689302692082e-11,"1W",FALSE,"Down","FDR"
"G10090_19126","22403","Ccn5",2.84831106531839,5.78733388927448e-11,"1W",TRUE,"Up","FDR"
"G10090_12417","13008","Csrp2",2.59510810008103,6.81883415279447e-11,"1W",TRUE,"Up","FDR"
"G10090_17143","53418","B4galt2",1.65684361727996,7.0037341663716e-11,"1W",TRUE,"Up","FDR"
"G10090_14112","217707","Coq6",-1.06689997803166,7.43374288469186e-11,"1W",TRUE,"Down","FDR"
"G10090_2628","110842","Etfa",-1.16852251711084,7.51704628901106e-11,"1W",TRUE,"Down","FDR"
"G10090_10600","17357","Marcksl1",2.5276422811049,8.06808549420564e-11,"1W",TRUE,"Up","FDR"
"G10090_1651","58859","Efemp2",2.09699816085256,8.06808549420564e-11,"1W",TRUE,"Up","FDR"
"G10090_9256","244281","Myo16",4.2334326586106,8.06808549420564e-11,"1W",TRUE,"Up","FDR"
"G10090_10384","226841","Vash2",2.69591261045172,8.06808549420564e-11,"1W",TRUE,"Up","FDR"
"G10090_17402","72039","Mccc1",-1.35199417307607,8.18316587897286e-11,"1W",TRUE,"Down","FDR"
"G10090_14929","545260","Arsi",2.28796807836823,8.2598024053185e-11,"1W",TRUE,"Up","FDR"
"G10090_33113","105785","Kdelr3",2.40532110510862,8.31505645580612e-11,"1W",TRUE,"Up","FDR"
"G10090_10005","12896","Cpt2",-1.18348297117176,8.31505645580612e-11,"1W",TRUE,"Down","FDR"
"G10090_26526","216197","Ckap4",2.37196801979401,8.41028695765544e-11,"1W",TRUE,"Up","FDR"
"G10090_5280","14081","Acsl1",-1.53381571498251,8.41028695765544e-11,"1W",TRUE,"Down","FDR"
"G10090_31451","81840","Sorcs2",3.03549106071771,8.41321205093056e-11,"1W",TRUE,"Up","FDR"
"G10090_2822","80884","Maged2",1.45180380598263,8.41321205093056e-11,"1W",TRUE,"Up","FDR"
"G10090_15395","50706","Postn",4.97092728617747,8.41321205093056e-11,"1W",TRUE,"Up","FDR"
"G10090_12266","11364","Acadm",-1.69983922449781,8.41321205093056e-11,"1W",TRUE,"Down","FDR"
"G10090_22533","56357","Ivd",-1.59311996188837,8.41321205093056e-11,"1W",TRUE,"Down","FDR"
"G10090_16467","100129","Gpr153",2.3719707845313,8.63687477629183e-11,"1W",TRUE,"Up","FDR"
"G10090_24559","73230","Bmper",1.85992596439469,9.20138474033808e-11,"1W",TRUE,"Up","FDR"
"G10090_24389","227095","Hibch",-1.49311563001828,1.13560779994124e-10,"1W",TRUE,"Down","FDR"
"G10090_23861","12825","Col3a1",3.29434855580595,1.15336837807323e-10,"1W",TRUE,"Up","FDR"
"G10090_17412","11640","Akap1",-1.35675690663502,1.19786597333246e-10,"1W",TRUE,"Down","FDR"
"G10090_3735","17476","Mpeg1",2.73663193206916,1.19786597333246e-10,"1W",TRUE,"Up","FDR"
"G10090_932","66904","Pccb",-0.911016016766606,1.24633385247852e-10,"1W",FALSE,"Down","FDR"
"G10090_30231","320982","Arl4c",2.81228395134172,1.28831780923337e-10,"1W",TRUE,"Up","FDR"
"G10090_13518","11489","Adam12",3.97758920559781,1.29031680864504e-10,"1W",TRUE,"Up","FDR"
"G10090_14937","12036","Bcat2",-1.20595791856152,1.35320310605554e-10,"1W",TRUE,"Down","FDR"
"G10090_587","214951","Rhbdl1",-1.70372414739441,1.35320310605554e-10,"1W",TRUE,"Down","FDR"
"G10090_23782","83433","Trem2",2.88858877890269,1.37341474235159e-10,"1W",TRUE,"Up","FDR"
"G10090_24302","269209","Stk36",1.75917149912587,1.390878883487e-10,"1W",TRUE,"Up","FDR"
"G10090_16358","56620","Clec4n",4.22669596059578,1.43119078390734e-10,"1W",TRUE,"Up","FDR"
"G10090_14746","12831","Col5a1",2.97638608671909,1.45718862155126e-10,"1W",TRUE,"Up","FDR"
"G10090_31856","74488","Lrrc15",5.28112209479834,1.46536334768678e-10,"1W",TRUE,"Up","FDR"
"G10090_3548","217830","Dglucy",-1.27302620570385,1.51525918110363e-10,"1W",TRUE,"Down","FDR"
"G10090_24063","11655","Alas1",-1.30420377894177,1.68198546353332e-10,"1W",TRUE,"Down","FDR"
"G10090_24166","68738","Acss1",-1.52569949341774,1.68198546353332e-10,"1W",TRUE,"Down","FDR"
"G10090_17727","80294","Pofut2",1.14557562159324,1.68198546353332e-10,"1W",TRUE,"Up","FDR"
"G10090_9136","72148","Tdrp",-1.7992722140435,1.92809042822764e-10,"1W",TRUE,"Down","FDR"
"G10090_3970","213053","Slc39a14",1.74965073217488,1.94627478961857e-10,"1W",TRUE,"Up","FDR"
"G10090_3551","18639","Pfkfb1",-2.05221784991714,1.94627478961857e-10,"1W",TRUE,"Down","FDR"
"G10090_15680","68498","Tspan11",2.33616867083875,1.96700948854014e-10,"1W",TRUE,"Up","FDR"
"G10090_29031","67856","Echdc3",-1.42374645343187,2.00058209048194e-10,"1W",TRUE,"Down","FDR"
"G10090_19511","14368","Fzd6",1.33326549279209,2.01144584786093e-10,"1W",TRUE,"Up","FDR"
"G10090_29954","14119","Fbn2",5.63493204449206,2.01144584786093e-10,"1W",TRUE,"Up","FDR"
"G10090_395","213556","Plekhh2",1.70339413835555,2.0374148436581e-10,"1W",TRUE,"Up","FDR"
"G10090_30497","12837","Col8a1",2.86615077660645,2.0374148436581e-10,"1W",TRUE,"Up","FDR"
"G10090_15121","240913","Adamts4",2.9667487262483,2.0374148436581e-10,"1W",TRUE,"Up","FDR"
"G10090_22751","320736","Vstm4",1.9284763760331,2.10655674256007e-10,"1W",TRUE,"Up","FDR"
"G10090_19902","12512","Cd63",0.865763543111006,2.10655674256007e-10,"1W",FALSE,"Up","FDR"
"G10090_9881","11606","Agt",-1.18510968635719,2.1508622109929e-10,"1W",TRUE,"Down","FDR"
"G10090_11913","66120","Fkbp11",2.86831877556443,2.1508622109929e-10,"1W",TRUE,"Up","FDR"
"G10090_14132","14270","Srgap2",0.837953774514147,2.16456405731879e-10,"1W",FALSE,"Up","FDR"
"G10090_17598","14726","Pdpn",2.04719509757756,2.19676847622454e-10,"1W",TRUE,"Up","FDR"
"G10090_11657","66873","Tril",1.48442317921165,2.23137571372875e-10,"1W",TRUE,"Up","FDR"
"G10090_30436","330695","Ctxn1",2.38259612686855,2.2471902363951e-10,"1W",TRUE,"Up","FDR"
"G10090_4496","333088","Kcp",1.53477023866928,2.29335213731049e-10,"1W",TRUE,"Up","FDR"
"G10090_10316","66659","Acp6",-1.13011076597638,2.29335213731049e-10,"1W",TRUE,"Down","FDR"
"G10090_2733","72479","Hsdl2",-1.29671847617203,2.29335213731049e-10,"1W",TRUE,"Down","FDR"
"G10090_31209","20969","Sdc1",2.36871920070603,2.36125290003132e-10,"1W",TRUE,"Up","FDR"
"G10090_16413","12567","Cdk4",0.883826895431562,2.38406269217006e-10,"1W",FALSE,"Up","FDR"
"G10090_2132","13823","Epb41l3",2.07733321296232,2.46724033420443e-10,"1W",TRUE,"Up","FDR"
"G10090_10641","52666","Arhgef25",1.40421333630041,2.46947141481318e-10,"1W",TRUE,"Up","FDR"
"G10090_14458","53619","Blcap",-0.960201470897058,2.46947141481318e-10,"1W",FALSE,"Down","FDR"
"G10090_14584","51798","Ech1",-1.05519164085472,2.60581630819431e-10,"1W",TRUE,"Down","FDR"
"G10090_32047","17118","Marcks",1.65725508254017,2.63627921410455e-10,"1W",TRUE,"Up","FDR"
"G10090_29768","66447","Mgst3",-1.63940196079057,2.66073479485254e-10,"1W",TRUE,"Down","FDR"
"G10090_23167","76187","Adhfe1",-2.06010442726456,2.66857977144708e-10,"1W",TRUE,"Down","FDR"
"G10090_16608","20652","Soat1",2.0241251406954,2.67395689672207e-10,"1W",TRUE,"Up","FDR"
"G10090_8595","23880","Fyb1",2.16066647417202,2.6918197438466e-10,"1W",TRUE,"Up","FDR"
"G10090_4300","22339","Vegfa",-1.50722625691813,2.71844973550399e-10,"1W",TRUE,"Down","FDR"
"G10090_7181","64378","Gpr88",3.81649119600323,2.82738095839916e-10,"1W",TRUE,"Up","FDR"
"G10090_19502","228859","Fitm2",-1.50224010806415,2.93243325525024e-10,"1W",TRUE,"Down","FDR"
"G10090_1558","20411","Sorbs1",-1.42399654741634,2.93243325525024e-10,"1W",TRUE,"Down","FDR"
"G10090_2913","234356","Csgalnact1",2.22311336473832,2.93243325525024e-10,"1W",TRUE,"Up","FDR"
"G10090_17113","26934","Racgap1",2.10037105190806,2.93243325525024e-10,"1W",TRUE,"Up","FDR"
"G10090_26636","76263","Gstk1",-1.42961887499471,2.95516039291364e-10,"1W",TRUE,"Down","FDR"
"G10090_3932","67951","Tubb6",1.17005782106598,2.99290682561362e-10,"1W",TRUE,"Up","FDR"
"G10090_12608","59010","Sqor",-1.01669861868454,2.99633837069146e-10,"1W",TRUE,"Down","FDR"
"G10090_26918","74147","Ehhadh",-1.182028623068,3.01084422613715e-10,"1W",TRUE,"Down","FDR"
"G10090_41","18552","Pcsk5",2.01340296334022,3.01084422613715e-10,"1W",TRUE,"Up","FDR"
"G10090_12588","237988","Cdr2l",2.03231063910693,3.06342259768057e-10,"1W",TRUE,"Up","FDR"
"G10090_7035","11430","Acox1",-0.999581650101457,3.23323656477217e-10,"1W",FALSE,"Down","FDR"
"G10090_2365","21899","Tlr6",1.15844299940105,3.28454432329271e-10,"1W",TRUE,"Up","FDR"
"G10090_341","100952","Emilin1",2.54307873456044,3.30554557512637e-10,"1W",TRUE,"Up","FDR"
"G10090_19472","22381","Tceal9",1.28559542837456,3.46353252406489e-10,"1W",TRUE,"Up","FDR"
"G10090_13991","12497","Entpd6",-0.996700345737095,3.51684067037323e-10,"1W",FALSE,"Down","FDR"
"G10090_21698","13845","Ephb3",2.39425298642502,3.97594166011965e-10,"1W",TRUE,"Up","FDR"
"G10090_23416","70083","Metrn",-1.68560580086557,4.01567079791976e-10,"1W",TRUE,"Down","FDR"
"G10090_2911","319179","H2bc6",-1.8637338230638,4.09198337338291e-10,"1W",TRUE,"Down","FDR"
"G10090_26319","76293","Mfap4",3.34059958951343,4.09198337338291e-10,"1W",TRUE,"Up","FDR"
"G10090_23398","140497","Cd300c2",2.93587727337172,4.09198337338291e-10,"1W",TRUE,"Up","FDR"
"G10090_5286","16002","Igf2",1.83718591261922,4.11484110075366e-10,"1W",TRUE,"Up","FDR"
"G10090_8582","14595","B4galt1",0.78876312462925,4.20560830125124e-10,"1W",FALSE,"Up","FDR"
"G10090_24600","76467","Msrb2",-1.02904451800993,4.20560830125124e-10,"1W",TRUE,"Down","FDR"
"G10090_3298","70564","Prxl2a",-2.01608961491753,4.20560830125124e-10,"1W",TRUE,"Down","FDR"
"G10090_6317","242509","Bnc2",1.94547678188525,4.20560830125124e-10,"1W",TRUE,"Up","FDR"
"G10090_27730","103711","Pnpo",-0.89110838608143,4.20560830125124e-10,"1W",FALSE,"Down","FDR"
"G10090_15794","17474","Clec4d",4.72323118573936,4.20560830125124e-10,"1W",TRUE,"Up","FDR"
"G10090_28186","14129","Fcgr1",2.1870994255021,4.24151598010633e-10,"1W",TRUE,"Up","FDR"
"G10090_17165","14042","Ext1",1.28482208590514,4.24441071743519e-10,"1W",TRUE,"Up","FDR"
"G10090_13732","270084","Lpcat2",2.04087117731194,4.24441071743519e-10,"1W",TRUE,"Up","FDR"
"G10090_6802","12395","Runx1t1",1.19859219617813,4.28312936810068e-10,"1W",TRUE,"Up","FDR"
"G10090_11510","54637","Praf2",1.60706554457458,4.28515649000822e-10,"1W",TRUE,"Up","FDR"
"G10090_5125","242939","Cpz",3.04316132808411,4.62521663279436e-10,"1W",TRUE,"Up","FDR"
"G10090_29840","14235","Foxm1",2.86077516295816,4.87250385805307e-10,"1W",TRUE,"Up","FDR"
"G10090_33947","12832","Col5a2",3.08165598679724,4.88571724155355e-10,"1W",TRUE,"Up","FDR"
"G10090_3393","74528","Mgme1",-1.06432733143945,4.98509720668416e-10,"1W",TRUE,"Down","FDR"
"G10090_26207","16164","Il13ra1",2.07236277398885,5.10331696807295e-10,"1W",TRUE,"Up","FDR"
"G10090_14272","108760","Galnt16",1.76346063644787,5.10331696807295e-10,"1W",TRUE,"Up","FDR"
"G10090_11694","68119","Cmtm3",2.01933182182188,5.10331696807295e-10,"1W",TRUE,"Up","FDR"
"G10090_14122","56401","P3h1",1.63425877377084,5.10331696807295e-10,"1W",TRUE,"Up","FDR"
"G10090_22882","327900","Ubtd2",0.946273944334976,5.22748033892694e-10,"1W",FALSE,"Up","FDR"
"G10090_6344","68241","Mcrip2",-1.9313786928762,5.30304582549961e-10,"1W",TRUE,"Down","FDR"
"G10090_19874","12509","Cd59a",-0.9417000070316,5.30304582549961e-10,"1W",FALSE,"Down","FDR"
"G10090_26499","229211","Acad9",-0.686802131557142,5.30304582549961e-10,"1W",FALSE,"Down","FDR"
"G10090_324","12728","Clcn5",1.59627314601629,5.47630080050947e-10,"1W",TRUE,"Up","FDR"
"G10090_31160","16948","Lox",2.74815740423327,5.56403259535463e-10,"1W",TRUE,"Up","FDR"
"G10090_4819","68792","Srpx2",2.46749905506701,5.56403259535463e-10,"1W",TRUE,"Up","FDR"
"G10090_7970","78889","Wsb1",1.11513471366087,5.60164271308053e-10,"1W",TRUE,"Up","FDR"
"G10090_28812","227697","Dolk",-0.74193532414265,5.65024046939519e-10,"1W",FALSE,"Down","FDR"
"G10090_10757","13175","Dclk1",2.57328202734848,5.79651147414327e-10,"1W",TRUE,"Up","FDR"
"G10090_14177","53860","Septin9",1.34641327967455,6.2274957930823e-10,"1W",TRUE,"Up","FDR"
"G10090_11381","21789","Tfpi2",2.28406505346789,6.2805862896119e-10,"1W",TRUE,"Up","FDR"
"G10090_15894","72401","Slc43a1",-1.19628948423933,6.34831573379865e-10,"1W",TRUE,"Down","FDR"
"G10090_12598","78560","Adgra2",1.96531144675117,6.35139360076241e-10,"1W",TRUE,"Up","FDR"
"G10090_22885","14860","Gsta4",-1.58655788199638,6.80840882514491e-10,"1W",TRUE,"Down","FDR"
"G10090_16695","11492","Adam19",1.52642824012731,6.85739222238709e-10,"1W",TRUE,"Up","FDR"
"G10090_23485","18631","Pex11a",-1.48234117621304,6.93868586793769e-10,"1W",TRUE,"Down","FDR"
"G10090_3088","11992","Auh",-0.893078720325696,6.97215337199552e-10,"1W",FALSE,"Down","FDR"
"G10090_2904","56358","Copz2",0.887491297232408,7.08265717578669e-10,"1W",FALSE,"Up","FDR"
"G10090_10774","108797","Mex3b",2.38466158681783,7.32538033488519e-10,"1W",TRUE,"Up","FDR"
"G10090_4272","11484","Aspa",-1.41078009304477,7.66359633732712e-10,"1W",TRUE,"Down","FDR"
"G10090_26083","20204","Prrx2",2.52004830336253,7.66359633732712e-10,"1W",TRUE,"Up","FDR"
"G10090_22252","170758","Rac3",1.89345194563432,7.68536987730035e-10,"1W",TRUE,"Up","FDR"
"G10090_15985","22234","Ugcg",1.38326598270384,8.00329815577054e-10,"1W",TRUE,"Up","FDR"
"G10090_26","109711","Actn1",1.85669351027987,8.00848977793701e-10,"1W",TRUE,"Up","FDR"
"G10090_22343","17390","Mmp2",2.97150158649785,8.00848977793701e-10,"1W",TRUE,"Up","FDR"
"G10090_2828","223433","Otulinl",2.04676300030563,8.00848977793701e-10,"1W",TRUE,"Up","FDR"
"G10090_8151","319901","Dsel",1.88823675965716,8.00848977793701e-10,"1W",TRUE,"Up","FDR"
"G10090_31651","269799","Clec4a1",1.96072908942431,8.00848977793701e-10,"1W",TRUE,"Up","FDR"
"G10090_20384","11853","Rhoc",0.999140192960797,8.21980373992565e-10,"1W",FALSE,"Up","FDR"
"G10090_11859","66913","Kdelr2",1.53569616089457,8.27611428900954e-10,"1W",TRUE,"Up","FDR"
"G10090_6869","12297","Cacnb3",2.1978280228122,8.27611428900954e-10,"1W",TRUE,"Up","FDR"
"G10090_2795","22634","Plagl1",2.66577853686837,8.27611428900954e-10,"1W",TRUE,"Up","FDR"
"G10090_98","216820","Dhrs7b",-1.08526433251065,8.27611428900954e-10,"1W",TRUE,"Down","FDR"
"G10090_27452","67305","Gpx7",1.55796949809189,8.33374672006551e-10,"1W",TRUE,"Up","FDR"
"G10090_33388","103266","Tmem263",1.08250177243788,8.38279972740566e-10,"1W",TRUE,"Up","FDR"
"G10090_29177","66887","Lonp2",-0.856145394374796,8.39840058601811e-10,"1W",FALSE,"Down","FDR"
"G10090_3076","110265","Msra",-0.956701711670137,8.39840058601811e-10,"1W",FALSE,"Down","FDR"
"G10090_25255","17158","Man2a1",1.68490032464159,8.56028401813802e-10,"1W",TRUE,"Up","FDR"
"G10090_3120","231633","Tmem119",2.34898956202654,8.56028401813802e-10,"1W",TRUE,"Up","FDR"
"G10090_7615","246782","Atpaf2",-0.953327685031522,8.61464622958289e-10,"1W",FALSE,"Down","FDR"
"G10090_21176","13713","Elk3",1.14313056835666,8.65997534755398e-10,"1W",TRUE,"Up","FDR"
"G10090_19840","244864","Layn",1.66027633789722,8.70593240889801e-10,"1W",TRUE,"Up","FDR"
"G10090_5616","17025","Alad",-1.14611408367199,8.87170981006392e-10,"1W",TRUE,"Down","FDR"
"G10090_15078","11810","Apobec1",1.55620822209672,8.91363396997548e-10,"1W",TRUE,"Up","FDR"
"G10090_29199","78523","Mrpl9",-0.879642309720691,9.06011344932764e-10,"1W",FALSE,"Down","FDR"
"G10090_3355","67416","Armcx2",1.69784358436303,9.25473176160053e-10,"1W",TRUE,"Up","FDR"
"G10090_10516","66277","Klf15",-1.95861752422182,9.38052284058763e-10,"1W",TRUE,"Down","FDR"
"G10090_15652","104732","Tedc1",2.87929196314188,9.51758639001096e-10,"1W",TRUE,"Up","FDR"
"G10090_4342","20502","Slc16a2",2.16115896627143,9.52760427867422e-10,"1W",TRUE,"Up","FDR"
"G10090_13241","214791","Sertad4",2.04601998507983,9.52760427867422e-10,"1W",TRUE,"Up","FDR"
"G10090_10951","21677","Tead2",1.6548007991051,9.61522178472292e-10,"1W",TRUE,"Up","FDR"
"G10090_19270","17279","Melk",3.24193598374996,9.61603006885073e-10,"1W",TRUE,"Up","FDR"
"G10090_10","229517","Slc25a44",-0.845263010148011,9.6211650728923e-10,"1W",FALSE,"Down","FDR"
"G10090_19639","12039","Bckdha",-1.35156966728622,9.76940500985016e-10,"1W",TRUE,"Down","FDR"
"G10090_27074","100504608","Eef1akmt3",3.78835394224036,9.76940500985016e-10,"1W",TRUE,"Up","FDR"
"G10090_25265","106957","Slc39a6",1.56788437595346,9.89880413299567e-10,"1W",TRUE,"Up","FDR"
"G10090_11354","110595","Timp4",-2.41093286747625,9.9715920651632e-10,"1W",TRUE,"Down","FDR"
"G10090_13093","171543","Bmf",1.53439265211316,9.97318974035089e-10,"1W",TRUE,"Up","FDR"
"G10090_32740","21743","Inmt",-3.5885144542367,1.00275409994503e-09,"1W",TRUE,"Down","FDR"
"G10090_10370","171212","Galnt10",1.41865419006616,1.00505413264937e-09,"1W",TRUE,"Up","FDR"
"G10090_9898","233406","Prc1",2.83604824068024,1.01339719982439e-09,"1W",TRUE,"Up","FDR"
"G10090_19610","330790","Hapln4",2.47710986914197,1.01339719982439e-09,"1W",TRUE,"Up","FDR"
"G10090_314","66948","Acad8",-0.719042614653979,1.02392690671782e-09,"1W",FALSE,"Down","FDR"
"G10090_1228","22183","Zrsr2-ps1",-0.847818581353612,1.02392690671782e-09,"1W",FALSE,"Down","FDR"
"G10090_18088","238328","Vash1",1.1763426032339,1.02392690671782e-09,"1W",TRUE,"Up","FDR"
"G10090_5855","80859","Nfkbiz",1.45975169300734,1.02392690671782e-09,"1W",TRUE,"Up","FDR"
"G10090_8208","114128","Laptm4b",-0.676979987888896,1.08356679689139e-09,"1W",FALSE,"Down","FDR"
"G10090_2927","108958","Miga2",-0.983484655400262,1.09642321331601e-09,"1W",FALSE,"Down","FDR"
"G10090_22866","19672","Rcn1",1.90179117718381,1.12935757862492e-09,"1W",TRUE,"Up","FDR"
"G10090_9549","232430","Crebl2",-0.72164708379531,1.12935757862492e-09,"1W",FALSE,"Down","FDR"
"G10090_1146","225207","Zfp521",1.23061113577062,1.12935757862492e-09,"1W",TRUE,"Up","FDR"
"G10090_22745","74241","Chpf",2.09217372474175,1.12935757862492e-09,"1W",TRUE,"Up","FDR"
"G10090_6283","360213","Trim46",2.69353360651249,1.17491167740588e-09,"1W",TRUE,"Up","FDR"
"G10090_29506","12350","Car3",-1.74827991852782,1.19271152876931e-09,"1W",TRUE,"Down","FDR"
"G10090_15123","235320","Zbtb16",-1.4470770405061,1.22938862020923e-09,"1W",TRUE,"Down","FDR"
"G10090_3756","13171","Dbt",-1.31050988178979,1.22938862020923e-09,"1W",TRUE,"Down","FDR"
"G10090_481","68465","Adipor2",-1.03274389473676,1.23064266873626e-09,"1W",TRUE,"Down","FDR"
"G10090_3566","67893","Tmem86a",1.27596270624142,1.23064266873626e-09,"1W",TRUE,"Up","FDR"
"G10090_33886","74185","Gbe1",-1.32630614816626,1.24642760636887e-09,"1W",TRUE,"Down","FDR"
"G10090_12330","104776","Aldh6a1",-1.62478141885718,1.24792779088103e-09,"1W",TRUE,"Down","FDR"
"G10090_14199","329278","Tnn",7.78334193314931,1.25240941905408e-09,"1W",TRUE,"Up","FDR"
"G10090_33784","73710","Tubb2b",2.12366118160993,1.25914056590415e-09,"1W",TRUE,"Up","FDR"
"G10090_1385","68778","Gucd1",-0.956136815358193,1.25914056590415e-09,"1W",FALSE,"Down","FDR"
"G10090_22339","20613","Snai1",2.09804045225347,1.27077763829977e-09,"1W",TRUE,"Up","FDR"
"G10090_9979","52538","Acaa2",-1.1838002904454,1.27814411021383e-09,"1W",TRUE,"Down","FDR"
"G10090_17513","75761","Apol7a",3.88248382183841,1.32219774611351e-09,"1W",TRUE,"Up","FDR"
"G10090_10541","66515","Cul7",1.51877634490786,1.32559843176874e-09,"1W",TRUE,"Up","FDR"
"G10090_11496","56496","Tspan6",2.07602842743245,1.33102680537543e-09,"1W",TRUE,"Up","FDR"
"G10090_24857","69386","H4c8",-2.27762497617903,1.3474592594819e-09,"1W",TRUE,"Down","FDR"
"G10090_15293","229905","Kyat3",-1.51221100908445,1.3474592594819e-09,"1W",TRUE,"Down","FDR"
"G10090_3885","66573","Dzip1",1.3920752707039,1.34764193464433e-09,"1W",TRUE,"Up","FDR"
"G10090_17783","76282","Gpt",-1.75570175467461,1.37041071337715e-09,"1W",TRUE,"Down","FDR"
"G10090_17525","12192","Zfp36l1",1.21417617172295,1.38089777843121e-09,"1W",TRUE,"Up","FDR"
"G10090_26483","13177","Eci1",-1.51614913813553,1.38932555394252e-09,"1W",TRUE,"Down","FDR"
