"st_gene_id","ENTREZID","SYMBOL"
"G10090_9374","21815","Tgif1"
"G10090_18917","21816","Tgm1"
"G10090_20147","218165","Ofcc1"
"G10090_9195","21817","Tgm2"
"G10090_26360","21818","Tgm3"
"G10090_12524","21819","Tg"
"G10090_14634","218194","Phactr1"
"G10090_30958","218203","Mylip"
"G10090_9929","21821","Ift88"
"G10090_24839","218210","Nup153"
"G10090_14542","218214","Kdm1b"
"G10090_15406","218215","Rnf144b"
"G10090_17837","21822","Tgtp1"
"G10090_29773","21823","Th"
"G10090_7729","218232","Ptpdc1"
"G10090_24663","218236","Fam120a"
"G10090_20588","21824","Thbd"
"G10090_13244","21825","Thbs1"
"G10090_26493","21826","Thbs2"
"G10090_24826","218268","Eif4e1b"
"G10090_5060","21827","Thbs3"
"G10090_24249","218271","B4galt7"
"G10090_15666","218275","BC051665"
"G10090_15343","21828","Thbs4"
"G10090_18977","218294","Cdc14b"
"G10090_12293","21830","Spmap2"
"G10090_16105","218304","Prss47"
"G10090_14036","218311","Zfp455"
"G10090_921","218314","Zfp595"
"G10090_889","21832","Thpo"
"G10090_26440","21833","Thra"
"G10090_32564","218333","Ice1"
"G10090_32346","218335","Clptm1l"
"G10090_2792","21834","Thrb"
"G10090_18048","218341","Rfesd"
"G10090_3680","218343","Skic3"
"G10090_32937","21835","Thrsp"
"G10090_11916","21838","Thy1"
"G10090_21732","218397","Rasa1"
"G10090_5886","21841","Tia1"
"G10090_10095","21843","Tial1"
"G10090_5253","21844","Tiam1"
"G10090_27391","218440","Ankrd34b"
"G10090_8943","218441","Zfyve16"
"G10090_32594","218442","Serinc5"
"G10090_10962","218454","Lhfpl2"
"G10090_21001","21846","Tie1"
"G10090_28834","218460","Wdr41"
"G10090_6582","218461","Pde8b"
"G10090_1510","21847","Klf10"
"G10090_887","218476","Gcnt4"
"G10090_19501","21848","Trim24"
"G10090_29373","21849","Trim28"
"G10090_1966","218490","Btf3"
"G10090_2321","218503","Fcho2"
"G10090_4454","218506","Mrps27"
"G10090_17261","218518","Marveld2"
"G10090_555","21853","Timeless"
"G10090_33847","21854","Timm17a"
"G10090_11699","218543","Srek1"
"G10090_10722","218544","Sgtb"
"G10090_8387","21855","Timm17b"
"G10090_33407","21856","Timm44"
"G10090_23208","21857","Timp1"
"G10090_32209","21858","Timp2"
"G10090_2690","218581","Depdc1b"
"G10090_14282","21859","Timp3"
"G10090_13771","218613","Mier3"
"G10090_3984","218624","Il31ra"
"G10090_11696","218629","Dhx29"
"G10090_21981","218630","Ccno"
"G10090_16316","218639","Arl15"
"G10090_4600","21869","Nkx2-1"
"G10090_12773","218693","Paip1"
"G10090_9482","218695","Gm10044"
"G10090_7187","218699","Pxk"
"G10090_30074","21871","Atp6v0a2"
"G10090_15950","21872","Tjp1"
"G10090_3728","21873","Tjp2"
"G10090_10633","218734","Cep15"
"G10090_5288","218756","Slc4a7"
"G10090_20145","218763","Lrrc3b"
"G10090_5843","21877","Tk1"
"G10090_12607","218772","Rarb"
"G10090_5363","218793","Ube2e2"
"G10090_28315","21881","Tkt"
"G10090_5395","218811","Sec24c"
"G10090_14088","218820","Zfp503"
"G10090_22338","218832","Polr3a"
"G10090_23500","21884","Fabp9"
"G10090_1294","21885","Tle1"
"G10090_21643","218850","Tasor"
"G10090_883","21886","Tle2"
"G10090_14888","218865","Chdh"
"G10090_13271","21887","Tle3"
"G10090_20970","218877","Sema3g"
"G10090_8136","21888","Tle4"
"G10090_6906","218885","Oxnad1"
"G10090_11282","218914","Wapl"
"G10090_6904","21892","Tll1"
"G10090_364","21894","Tln1"
"G10090_21829","218952","Fermt2"
"G10090_3674","21897","Tlr1"
"G10090_18427","218973","Wdhd1"
"G10090_28738","218975","Mapk1ip1l"
"G10090_6221","218977","Dlgap5"
"G10090_3888","21898","Tlr4"
"G10090_8373","218989","Tmem260"
"G10090_2365","21899","Tlr6"
"G10090_27891","219022","Ttc5"
"G10090_12287","219024","Pip4p1"
"G10090_33321","219026","Eddm3b"
"G10090_21028","219033","Ang4"
"G10090_7556","219038","Tppp2"
"G10090_3404","21906","Otop1"
"G10090_20883","21907","Nr2e1"
"G10090_19894","219072","Haus4"
"G10090_22407","21908","Tlx1"
"G10090_3820","21909","Tlx2"
"G10090_1553","219094","Khnyn"
"G10090_13029","219103","Cpap"
"G10090_5079","219105","Zmym5"
"G10090_13705","219114","Ska3"
"G10090_17631","21912","Tspan7"
"G10090_7496","219131","Phf11a"
"G10090_23953","219132","Phf11d"
"G10090_11503","219134","Shisa2"
"G10090_18912","219135","Mtmr6"
"G10090_5045","219140","Spata13"
"G10090_8679","219144","Arl11"
"G10090_15948","219148","Fam167a"
"G10090_18227","219149","Xkr6"
"G10090_26675","21915","Dtymk"
"G10090_1472","219150","Hmbox1"
"G10090_18261","219151","Scara3"
"G10090_20439","219158","Ccar2"
"G10090_6785","21916","Tmod1"
"G10090_11555","21917","Tmpo"
"G10090_33473","219170","Fam216b"
"G10090_23148","219181","Akap11"
"G10090_11169","219189","Vwa8"
"G10090_13274","21922","Clec3b"
"G10090_23976","219228","Pcdh17"
"G10090_3055","21923","Tnc"
"G10090_33621","21924","Tnnc1"
"G10090_2977","219249","Tdrd3"
"G10090_31379","21925","Tnnc2"
"G10090_12763","219257","Pcdh20"
"G10090_859","21926","Tnf"
"G10090_19175","21927","Tnfaip1"
"G10090_21031","21928","Tnfaip2"
"G10090_8775","21929","Tnfaip3"
"G10090_32","21930","Tnfaip6"
"G10090_17077","21933","Tnfrsf10b"
"G10090_23620","21934","Tnfrsf11a"
"G10090_24103","21935","Tnfrsf17"
"G10090_18380","21936","Tnfrsf18"
"G10090_26198","21937","Tnfrsf1a"
"G10090_8309","21938","Tnfrsf1b"
"G10090_9494","21939","Cd40"
"G10090_7282","21940","Cd27"
"G10090_32059","21941","Tnfrsf8"
"G10090_4809","21942","Tnfrsf9"
"G10090_23210","21943","Tnfsf11"
"G10090_5141","21944","Tnfsf12"
"G10090_10555","21945","Dedd"
"G10090_31573","21946","Pglyrp1"
"G10090_29464","21947","Cd40lg"
"G10090_18776","21948","Cd70"
"G10090_24217","21949","Tnfsf8"
"G10090_24219","21950","Tnfsf9"
"G10090_31313","21951","Tnks"
"G10090_4102","21952","Tnni1"
"G10090_28306","21953","Tnni2"
"G10090_12109","21954","Tnni3"
"G10090_3994","21955","Tnnt1"
"G10090_11323","21956","Tnnt2"
"G10090_2858","21957","Tnnt3"
"G10090_14786","21958","Tnp1"
"G10090_29986","21959","Tnp2"
"G10090_11771","21960","Tnr"
"G10090_4473","21961","Tns1"
"G10090_21508","21968","Tom1"
"G10090_31567","21969","Top1"
"G10090_15692","21973","Top2a"
"G10090_27618","21974","Top2b"
"G10090_21715","21975","Top3a"
"G10090_1493","21976","Top3b"
"G10090_15541","21981","Ppp1r13b"
"G10090_32013","21982","Tmem165"
"G10090_21595","21983","Tpbg"
"G10090_2116","21985","Tpd52"
"G10090_6537","21987","Tpd52l1"
"G10090_2581","21990","Tph1"
"G10090_30199","21991","Tpi1"
"G10090_8013","22003","Tpm1"
"G10090_17442","22004","Tpm2"
"G10090_7527","22017","Tpmt"
"G10090_19146","22018","Tpo"
"G10090_22508","22019","Tpp2"
"G10090_9877","22021","Tpst1"
"G10090_7604","22022","Tpst2"
"G10090_8287","22024","Crisp2"
"G10090_5942","22025","Nr2c1"
"G10090_10537","22026","Nr2c2"
"G10090_15304","22027","Hsp90b1"
"G10090_2880","22029","Traf1"
"G10090_7095","22030","Traf2"
"G10090_8667","22031","Traf3"
"G10090_2845","22032","Traf4"
"G10090_394","22033","Traf5"
"G10090_26296","22034","Traf6"
"G10090_7949","22035","Tnfsf10"
"G10090_6132","22036","Traip"
"G10090_27406","22037","Trap1a"
"G10090_25896","22038","Plscr1"
"G10090_6303","22040","Trex1"
"G10090_6262","22041","Trf"
"G10090_15857","22042","Tfrc"
"G10090_23407","22044","Trh"
"G10090_15016","22045","Trhr"
"G10090_257","22051","Trip6"
"G10090_31967","22057","Tob1"
"G10090_12077","22059","Trp53"
"G10090_3939","22061","Trp63"
"G10090_6184","22062","Trp73"
"G10090_4109","22063","Trpc1"
"G10090_29662","22064","Trpc2"
"G10090_8649","22065","Trpc3"
"G10090_6485","22066","Trpc4"
"G10090_32336","22067","Trpc5"
"G10090_13652","22068","Trpc6"
"G10090_33679","22070","Tpt1"
"G10090_32976","22072","Prss2"
"G10090_33510","22083","Ctr9"
"G10090_11177","22084","Tsc2"
"G10090_9859","22088","Tsg101"
"G10090_29830","22092","Rsph1"
"G10090_479","22094","Tshb"
"G10090_8478","22095","Tshr"
"G10090_33520","22099","Tsn"
"G10090_24683","22110","Tspyl1"
"G10090_20564","22113","Phlda2"
"G10090_7951","22114","Tssk1"
"G10090_2359","22115","Tssk2"
"G10090_4515","22116","Tsks"
"G10090_25327","22117","Tst"
"G10090_30834","22121","Rpl13a"
"G10090_6594","22122","Gfus"
"G10090_31190","22123","Psmd3"
"G10090_15198","22127","Tsx"
"G10090_7108","22129","Ttc3"
"G10090_13954","22130","Ttf1"
"G10090_10031","22134","Tgoln1"
"G10090_16565","22137","Ttk"
"G10090_1405","22138","Ttn"
"G10090_29205","22139","Ttr"
"G10090_17570","22141","Tub"
"G10090_21011","22142","Tuba1a"
"G10090_765","22143","Tuba1b"
"G10090_15055","22144","Tuba3a"
"G10090_9742","22145","Tuba4a"
"G10090_20544","22146","Tuba1c"
"G10090_34009","22147","Tuba3b"
"G10090_9960","22151","Tubb2a"
"G10090_31492","22152","Tubb3"
"G10090_6033","22153","Tubb4a"
"G10090_7081","22154","Tubb5"
"G10090_3530","22156","Tuft1"
"G10090_24156","22157","Tulp1"
"G10090_22490","22158","Tulp3"
"G10090_26970","22160","Twist1"
"G10090_12308","22163","Tnfrsf4"
"G10090_33199","22164","Tnfsf4"
"G10090_19605","22165","Txk"
"G10090_6787","22166","Txn1"
"G10090_16391","22169","Cmpk2"
"G10090_4664","22171","Tyms"
"G10090_6495","22173","Tyr"
"G10090_2642","22174","Tyro3"
"G10090_8347","22177","Tyrobp"
"G10090_2153","22178","Tyrp1"
"G10090_1228","22183","Zrsr2-ps1"
"G10090_5343","22184","Zrsr2"
"G10090_18545","22185","U2af2"
"G10090_25992","22186","Uba52"
"G10090_1495","22187","Ubb"
"G10090_19150","22190","Ubc"
"G10090_25340","22192","Ube2m"
"G10090_18023","22193","Ube2e3"
"G10090_20308","22194","Ube2e1"
"G10090_26133","22195","Ube2l3"
"G10090_6764","22196","Ube2i"
"G10090_3250","22200","Uba3"
"G10090_9730","22201","Uba1"
"G10090_1798","22202","Uba1y"
"G10090_25519","22209","Ube2a"
"G10090_9237","22210","Ube2b"
"G10090_22378","22213","Ube2g2"
"G10090_12605","22214","Ube2h"
"G10090_5887","22215","Ube3a"
"G10090_8111","22217","Usp12"
"G10090_28281","22218","Sumo1"
"G10090_759","22221","Ubp1"
"G10090_10520","22222","Ubr1"
"G10090_6661","22223","Uchl1"
"G10090_24008","22224","Usp10"
"G10090_14813","22225","Usp5"
"G10090_31429","22226","Ucn"
"G10090_3433","22227","Ucp1"
"G10090_7188","22228","Ucp2"
"G10090_18265","22229","Ucp3"
"G10090_10653","22230","Ufd1"
"G10090_10276","22232","Slc35a2"
"G10090_15985","22234","Ugcg"
"G10090_25776","22235","Ugdh"
"G10090_33651","22236","Ugt1a2"
"G10090_4275","22238","Ugt2b5"
"G10090_17533","22239","Ugt8a"
"G10090_19252","22240","Dpysl3"
"G10090_998","22241","Ulk1"
"G10090_18164","22242","Umod"
"G10090_30556","22245","Uck1"
"G10090_16635","22247","Umps"
"G10090_11994","22248","Unc119"
"G10090_1531","22249","Unc13b"
"G10090_9116","22253","Unc5c"
"G10090_17527","22255","Uncx"
"G10090_19443","22256","Ung"
"G10090_5669","22258","Usp4"
"G10090_10469","22259","Nr1h3"
"G10090_10390","22260","Nr1h2"
"G10090_18972","22262","Uox"
"G10090_31942","22264","Prap1"
"G10090_4240","22268","Upk1b"
"G10090_7763","22269","Upk2"
"G10090_20164","22271","Upp1"
"G10090_19911","22272","Uqcrq"
"G10090_25702","22273","Uqcrc1"
"G10090_19387","22275","Urod"
"G10090_12407","22276","Uros"
"G10090_9902","22278","Usf1"
"G10090_6435","22282","Usf2"
"G10090_15736","22283","Ush2a"
"G10090_3829","22284","Usp9x"
"G10090_33221","22286","Utf1"
"G10090_33270","22287","Scgb1a1"
"G10090_9818","22288","Utrn"
"G10090_4346","22289","Kdm6a"
"G10090_6468","22290","Uty"
"G10090_3925","22293","Slc45a2"
"G10090_27351","22294","Uxt"
"G10090_4506","22295","Cdh23"
"G10090_22704","22296","Vmn1r51"
"G10090_12899","22297","Vmn1r45"
"G10090_2902","22301","Vmn2r89"
"G10090_29183","22306","Vmn2r30"
"G10090_20123","22310","Vmn2r42"
"G10090_13148","22317","Vamp1"
"G10090_18322","22318","Vamp2"
"G10090_15969","22319","Vamp3"
"G10090_22969","22320","Vamp8"
"G10090_3155","22321","Vars1"
"G10090_25925","223227","Sox21"
"G10090_11033","22323","Vasp"
"G10090_14868","22324","Vav1"
"G10090_12169","22325","Vav2"
"G10090_27870","223254","Farp1"
"G10090_4577","223255","Stk24"
"G10090_27059","22326","Vax1"
"G10090_16131","223262","Timm8a2"
"G10090_2215","223267","Ggact"
"G10090_23679","22327","Vbp1"
"G10090_15375","223272","Itgbl1"
"G10090_8180","22329","Vcam1"
"G10090_30263","22330","Vcl"
"G10090_4449","22333","Vdac1"
"G10090_31801","223332","Ranbp3l"
"G10090_9023","223337","Ugt3a1"
"G10090_7689","22334","Vdac2"
"G10090_21044","22335","Vdac3"
"G10090_9264","22337","Vdr"
"G10090_4300","22339","Vegfa"
"G10090_19645","22340","Vegfb"
"G10090_17818","22341","Vegfc"
"G10090_28649","22342","Lin7b"
"G10090_7345","22343","Lin7c"
"G10090_2828","223433","Otulinl"
"G10090_9154","223435","Trio"
"G10090_13365","22344","Vezf1"
"G10090_31056","223453","Dap"
"G10090_17522","223455","Marchf6"
"G10090_29496","22346","Vhl"
"G10090_12833","223473","Nipal2"
"G10090_19135","22348","Slc32a1"
"G10090_21389","22349","Vil1"
"G10090_12485","223499","Dcaf13"
"G10090_19706","22350","Ezr"
"G10090_9555","22351","Vill"
"G10090_25864","223513","Abra"
"G10090_22507","22352","Vim"
"G10090_10883","223527","Eny2"
"G10090_4645","22353","Vip"
"G10090_10888","22354","Vipr1"
"G10090_8578","22355","Vipr2"
"G10090_10446","22359","Vldlr"
"G10090_30066","223593","Washc5"
"G10090_10429","22360","Nrsn1"
"G10090_1431","223601","Cyrib"
"G10090_6612","223604","Kcnk9"
"G10090_19372","22361","Vnn1"
"G10090_13783","22362","Vpreb1a"
"G10090_27323","223626","Them6"
"G10090_12748","22363","Vpreb1b"
"G10090_10563","22364","Vpreb3"
"G10090_15252","223642","Zc3h3"
"G10090_6141","223645","Mroh6"
"G10090_28196","223646","Naprt"
"G10090_19653","223648","Ccdc166"
"G10090_14907","223649","Nrbp2"
"G10090_29139","22365","Vps45"
"G10090_15645","223650","Eppk1"
"G10090_6693","223658","Mroh1"
"G10090_5966","223664","Lrrc14"
"G10090_15706","223665","C030006K11Rik"
"G10090_14536","223666","Arhgap39"
"G10090_3766","223669","Zfp7"
"G10090_7772","22367","Vrk1"
"G10090_2999","223672","Apol9a"
"G10090_13661","22368","Trpv2"
"G10090_18554","223690","Ankrd54"
"G10090_13516","223691","Eif3l"
"G10090_1793","223693","Tmem184b"
"G10090_13765","223696","Tomm22"
"G10090_11582","223697","Sun2"
"G10090_32863","22370","Vtn"
"G10090_8463","223701","Mrtfa"
"G10090_16211","22371","Vwf"
"G10090_19843","223722","Mcat"
"G10090_6450","223723","Ttll12"
"G10090_13068","223726","Mpped1"
"G10090_22146","22373","Wap"
"G10090_27428","223732","Rtl6"
"G10090_25246","223739","5031439G07Rik"
"G10090_16837","22375","Wars1"
"G10090_2189","223752","Gramd4"
"G10090_3227","223753","Cerk"
"G10090_15386","223754","Tbc1d22a"
"G10090_32749","22376","Was"
"G10090_22509","22377","Wbp1"
"G10090_12230","223770","Brd1"
"G10090_11180","223773","Zbed4"
"G10090_30507","223774","Alg12"
"G10090_20940","223775","Pim3"
"G10090_4647","223776","Selenoo"
"G10090_11338","22378","Wbp2"
"G10090_16678","223780","Adm2"
"G10090_17345","22379","Fmnl3"
"G10090_20445","22380","Wbp4"
"G10090_12761","223809","Smgc"
"G10090_19472","22381","Tceal9"
"G10090_23057","223825","Mroh2b"
"G10090_15655","223827","Gxylt1"
"G10090_3168","223828","Pphln1"
"G10090_370","223838","Adamts20"
"G10090_24462","22384","Eif4h"
"G10090_9402","223843","Dbx2"
"G10090_18465","22385","Baz1b"
"G10090_14978","223864","Rapgef3"
"G10090_444","223870","Senp1"
"G10090_8140","22388","Wdr1"
"G10090_33475","223881","Rnd1"
"G10090_1951","22390","Wee1"
"G10090_14537","223915","Krt73"
"G10090_5192","223917","Krt79"
"G10090_24902","223918","Spryd3"
"G10090_20059","223920","Soat2"
"G10090_28592","223921","Aaas"
"G10090_8049","223922","Atf7"
"G10090_23755","223927","Gtsf2"
"G10090_18717","22393","Wfs1"
"G10090_20831","223970","Rmi2"
"G10090_17480","223978","Cpped1"
"G10090_13521","223989","Marf1"
"G10090_8736","224008","Spidr"
"G10090_26061","22401","Zmat3"
"G10090_6749","224014","Fgd4"
"G10090_17324","224019","Tmem191"
"G10090_27776","22402","Ccn4"
"G10090_25970","224020","Pi4ka"
"G10090_277","224022","Slc7a4"
"G10090_12190","224023","Klhl22"
"G10090_1142","224024","Scarf2"
"G10090_19126","22403","Ccn5"
"G10090_7288","22404","Wiz"
"G10090_16839","224044","Cyp2ab1"
"G10090_27980","224045","Eif2b5"
"G10090_29082","224055","Rtp2"
"G10090_13011","224065","Uts2b"
"G10090_5517","224079","Atp13a4"
"G10090_16015","22408","Wnt1"
"G10090_22994","224088","Atp13a3"
"G10090_33423","22409","Wnt10a"
"G10090_14985","224090","Tmem44"
"G10090_3508","224092","Lsg1"
"G10090_13424","224093","Fam43a"
"G10090_14276","22410","Wnt10b"
"G10090_2695","224105","Pak2"
"G10090_4302","224109","Nrros"
"G10090_1647","22411","Wnt11"
"G10090_17015","224111","Ubxn7"
"G10090_23218","224116","Muc20"
"G10090_30724","22412","Wnt9b"
"G10090_17933","224129","Adcy5"
"G10090_10638","22413","Wnt2"
"G10090_8066","224132","Slc49a4"
"G10090_13864","224139","Golgb1"
"G10090_6908","22414","Wnt2b"
"G10090_17405","224143","Poglut1"
"G10090_14361","22415","Wnt3"
"G10090_14849","22416","Wnt3a"
"G10090_19884","22417","Wnt4"
"G10090_5748","224170","Dzip3"
"G10090_26288","224171","Cip2a"
"G10090_7701","22418","Wnt5a"
"G10090_1923","22419","Wnt5b"
"G10090_17593","22420","Wnt6"
"G10090_21970","22421","Wnt7a"
"G10090_3748","22422","Wnt7b"
"G10090_2268","224224","Impg2"
"G10090_26824","22423","Wnt8b"
"G10090_22002","224247","Ftdc2"
"G10090_518","224250","Cldnd1"
"G10090_11376","22427","Wrn"
"G10090_28804","224273","Crybg3"
"G10090_17443","22428","Dctn6"
"G10090_18920","224291","Csnk2a2ip"
"G10090_29658","22431","Wt1"
"G10090_27505","224318","Speer2"
"G10090_23176","22433","Xbp1"
"G10090_27271","224344","Rbm11"
"G10090_22251","22436","Xdh"
"G10090_10357","22437","Xirp1"
"G10090_26032","22439","Xk"
"G10090_8438","224405","Cyyr1"
"G10090_7817","22441","Xlr"
"G10090_2135","224419","Map3k7cl"
"G10090_5934","224432","Scaf4"
"G10090_2969","224440","Setd4"
"G10090_17288","22445","Xlr3a"
"G10090_6588","224454","Zdhhc14"
"G10090_25733","22446","Xlr3c"
"G10090_20786","224481","Tfb1m"
"G10090_18190","224530","Acat3"
"G10090_16772","224585","Zfp160"
"G10090_12977","224598","Zfp758"
"G10090_5610","224613","Flywch1"
"G10090_5379","224617","Tbc1d24"
"G10090_17998","224619","Traf7"
"G10090_32912","224624","Rab40c"
"G10090_16486","224630","Bnip1"
"G10090_20048","224640","Lemd2"
"G10090_12431","224647","Ilrun"
"G10090_24628","224648","Bltp3a"
"G10090_291","224650","Anks1"
"G10090_19023","224656","Zfp523"
"G10090_1503","224661","Slc26a8"
"G10090_17070","224671","Btbd9"
"G10090_7267","224674","Slc37a1"
"G10090_342","224691","Zfp472"
"G10090_32101","224694","Zfp81"
"G10090_2523","224697","Adamts10"
"G10090_23053","224703","Marchf2"
"G10090_2091","224705","Vps52"
"G10090_911","224727","Bag6"
"G10090_27754","224742","Abcf1"
"G10090_16465","224753","H2-M10.4"
"G10090_18484","224754","H2-M11"
"G10090_25357","224756","H2-M1"
"G10090_27005","224762","Trim31"
"G10090_8282","224792","Adgrf5"
"G10090_10928","224794","Enpp4"
"G10090_22181","224796","Clic5"
"G10090_9455","224805","Aars2"
"G10090_14017","224807","Tmem63b"
"G10090_23075","224813","Lrrc73"
"G10090_2429","224814","Abcc10"
"G10090_14151","224823","Rrp36"
"G10090_28066","224824","Pex6"
"G10090_12631","224826","Ubr2"
"G10090_14116","224829","Trerf1"
"G10090_24397","224833","AI661453"
"G10090_32007","224836","Usp49"
"G10090_8108","224840","Treml4"
"G10090_17454","224860","Plcl2"
"G10090_19231","224876","Mark1-ps1"
"G10090_14773","224893","Zfp959"
"G10090_6405","224897","Dpp9"
"G10090_1356","224902","Safb2"
"G10090_7664","224903","Safb"
"G10090_3679","224904","Micos13"
"G10090_387","224907","Dus3l"
"G10090_8336","224912","Crb3"
"G10090_31692","224938","Pja2"
"G10090_2606","224997","Dlgap1"
"G10090_6202","225004","Pcare"
"G10090_14943","225010","Lclat1"
"G10090_8617","225020","Fez2"
"G10090_10780","225027","Srsf7"
"G10090_16619","225028","Map4k3"
"G10090_23492","225030","Kcng3"
"G10090_2995","225049","Ttc7"
"G10090_1872","225055","Fbxo11"
"G10090_8365","225058","Gm4832"
"G10090_13178","225115","Svil"
"G10090_5794","225131","Wac"
"G10090_9438","225152","Gjd4"
"G10090_33072","225160","Thoc1"
"G10090_1754","225164","Mib1"
"G10090_1606","225182","Rbbp8"
"G10090_5408","225187","Ankrd29"
"G10090_27553","225192","Hrh4"
"G10090_1146","225207","Zfp521"
"G10090_16261","225215","Rsl24d1"
"G10090_9710","225256","Dsg1b"
"G10090_17751","225266","Klhl14"
"G10090_819","225280","Ino80c"
"G10090_3193","225283","Rprd1a"
"G10090_9343","225288","Fhod3"
"G10090_2885","225289","AW554918"
"G10090_29342","225326","Pik3c3"
"G10090_2114","225339","Ammecr1l"
"G10090_11851","225341","Lims2"
"G10090_4552","225348","Wdr36"
"G10090_12041","225358","Fam13b"
"G10090_18494","225362","Reep2"
"G10090_19550","225363","Etf1"
"G10090_348","225372","Apbb3"
"G10090_12560","225392","Rell2"
"G10090_20230","225432","Rbm27"
"G10090_8290","225467","Pggt1b"
"G10090_23421","225471","Ticam2"
"G10090_8856","225518","Prdm6"
"G10090_17265","225523","Cep120"
"G10090_18185","225579","Slc27a6"
"G10090_7866","225583","Minar2"
"G10090_10381","225594","Gm4841"
"G10090_12132","225600","Pde6a"
"G10090_7835","225608","Sh3tc2"
"G10090_7173","225631","Onecut2"
"G10090_29194","225638","Alpk2"
"G10090_26283","225642","Grp"
"G10090_5065","225644","Cplx4"
"G10090_4677","225651","Mppe1"
"G10090_5694","225655","Prelid3a"
"G10090_20265","225659","Cep76"
"G10090_18085","225724","Mapk4"
"G10090_16899","225742","St8sia5"
"G10090_5152","225743","Ark2c"
"G10090_427","225745","Haus1"
"G10090_21692","225791","Ptgr3"
"G10090_7782","225825","Cd226"
"G10090_29007","225845","Plaat3"
"G10090_32627","225849","Ppp2r5b"
"G10090_14077","225852","Gm550"
"G10090_19188","225861","Snx32"
"G10090_15566","225865","Catsper1"
"G10090_15060","225870","Rin1"
"G10090_15509","225872","Npas4"
"G10090_18367","225875","Lrfn4"
"G10090_5505","225876","Kdm2a"
"G10090_7363","225884","Gstp3"
"G10090_624","225887","Ndufs8"
"G10090_197","225888","Kmt5b"
"G10090_5213","22589","Atrx"
"G10090_24984","225895","Taf6l"
"G10090_30526","225896","Ubxn1"
"G10090_10468","225898","Eml3"
"G10090_7366","22590","Xpa"
"G10090_8284","225908","Myrf"
"G10090_22675","22591","Xpc"
"G10090_3291","225912","Cyb561a3"
"G10090_8329","225913","Tkfc"
"G10090_11483","22592","Ercc5"
"G10090_23796","225929","Patl1"
"G10090_2297","22594","Xrcc1"
"G10090_24983","22596","Xrcc5"
"G10090_7848","22598","Slc6a18"
"G10090_28093","22599","Slc6a20b"
"G10090_7284","225994","Nmrk1"
"G10090_19797","225995","D030056L22Rik"
"G10090_8722","225997","Trpm6"
"G10090_20491","225998","Rorb"
"G10090_7009","22601","Yap1"
"G10090_16070","226016","Abhd17b"
"G10090_1895","226025","Trpm3"
"G10090_674","226026","Smc5"
"G10090_10719","226040","Tmem252"
"G10090_17490","226041","Pgm5"
"G10090_3895","226043","Zng1"
"G10090_9734","226049","Dmrt2"
"G10090_3886","226075","Glis3"
"G10090_12457","22608","Ybx1"
"G10090_24340","226089","Ric1"
"G10090_29599","226090","Ermp1"
"G10090_5745","226098","Hectd2"
"G10090_1734","226101","Myof"
"G10090_3815","226105","Cyp2c70"
"G10090_16093","22612","Yes1"
"G10090_9666","226122","Ubtd1"
"G10090_29017","226123","Morn4"
"G10090_23442","226139","Cox15"
"G10090_24795","226143","Cyp2c23"
"G10090_11348","226144","Erlin1"
"G10090_14468","226151","Slf2"
"G10090_29192","226153","Twnk"
"G10090_6114","226154","Lzts2"
"G10090_3033","226162","Dpcd"
"G10090_5006","226169","Pprc1"
"G10090_21383","226178","Wbp1l"
"G10090_32734","226180","Ina"
"G10090_28258","226182","Taf5"
"G10090_33263","22619","Siae"
"G10090_23743","226243","Habp2"
"G10090_4652","226245","Plekhs1"
"G10090_10465","22625","Map3k19"
"G10090_9874","226250","Afap1l2"
"G10090_123","226251","Ablim1"
"G10090_24276","226252","Fhip2a"
"G10090_19524","226255","Atrnl1"
"G10090_11617","22626","Slc23a3"
"G10090_13800","226265","Eno4"
"G10090_14070","22627","Ywhae"
"G10090_11560","226278","Prlhr"
"G10090_2896","22628","Ywhag"
"G10090_28671","22629","Ywhah"
"G10090_32092","22630","Ywhaq"
"G10090_27424","226304","Npbwr1"
"G10090_623","22631","Ywhaz"
"G10090_20872","22632","Yy1"
"G10090_2795","22634","Plagl1"
"G10090_2308","22635","Zan"
"G10090_31854","226351","Tmem185b"
"G10090_7273","226352","Epb41l5"
"G10090_2578","226356","Cfap221"
"G10090_20551","226359","C1ql2"
"G10090_11581","22637","Zap70"
"G10090_6632","22640","Zfp1"
"G10090_7130","226407","Rab3gap1"
"G10090_3887","226409","Zranb3"
"G10090_4438","226412","R3hdm1"
"G10090_22108","226413","Lct"
"G10090_17855","226414","Dars1"
"G10090_30371","226418","Yod1"
"G10090_14398","226419","Dyrk3"
"G10090_17735","22642","Zbtb17"
"G10090_949","226421","Rab7b"
"G10090_4198","226422","Rab29"
"G10090_9864","22643","Zfp101"
"G10090_5906","226432","Ipo9"
"G10090_11733","226438","Igfn1"
"G10090_16366","226439","Ascl5"
"G10090_16975","22644","Rnf103"
"G10090_23080","226442","Zfp281"
"G10090_14912","22646","Zfp105"
"G10090_26837","226470","Zbtb41"
"G10090_2105","22648","Zfp11"
"G10090_5452","226499","Odr4"
"G10090_11060","226517","Smg7"
"G10090_16841","226518","Nmnat2"
"G10090_12690","226519","Lamc1"
"G10090_32472","22652","Mkrn3"
"G10090_1258","226525","Rasal2"
"G10090_11871","226527","Cryzl2"
"G10090_22079","226539","Dars2"
"G10090_6670","22654","Zfp13"
"G10090_26574","226541","Klhl20"
