"st_gene_id","ENTREZID","SYMBOL"
"G10090_10994","72569","Bbs5"
"G10090_7646","72572","Spats2"
"G10090_12292","72580","Zup1"
"G10090_27","72584","Cul4b"
"G10090_7156","72585","Lypd1"
"G10090_4430","72587","Pan3"
"G10090_28624","72590","Ppme1"
"G10090_8783","72599","Pdia5"
"G10090_6623","72605","Car10"
"G10090_28","72607","Usp13"
"G10090_12359","72611","Zfp655"
"G10090_4859","72612","Hpf1"
"G10090_21316","72614","Pih1d2"
"G10090_7987","72615","Anks3"
"G10090_16596","72621","Pdzd11"
"G10090_17946","72630","Hspa12b"
"G10090_32907","72632","Smim18"
"G10090_2272","72634","Tdrkh"
"G10090_9320","72635","Lins1"
"G10090_12910","72640","Mex3a"
"G10090_210","72649","Tmem209"
"G10090_14063","72650","Mtrfr"
"G10090_6419","72654","Ccdc12"
"G10090_3339","72656","Ints8"
"G10090_15216","72657","Selenoh"
"G10090_21093","72658","2700097O09Rik"
"G10090_23281","72661","Serp2"
"G10090_1314","72662","Dis3"
"G10090_16214","72667","Zfp444"
"G10090_16632","72668","Skida1"
"G10090_7751","72672","Zfp518a"
"G10090_4054","72674","Adipor1"
"G10090_10026","72685","Dnajc6"
"G10090_15892","72690","Fam110d"
"G10090_16621","72691","Calhm2"
"G10090_21768","72692","Hnrnpll"
"G10090_3160","72693","Zcchc12"
"G10090_18978","72699","Lime1"
"G10090_9119","72701","Zfp618"
"G10090_1992","72709","C1qtnf6"
"G10090_33990","72713","Angptl1"
"G10090_8832","72720","Zfp248"
"G10090_15572","72722","Fam98a"
"G10090_3081","72723","Zfp74"
"G10090_22813","72726","Tbcc"
"G10090_2925","72727","B3gat3"
"G10090_19985","72729","Cdc42se2"
"G10090_11225","72736","Tmx1"
"G10090_7054","72739","Zkscan3"
"G10090_37","72745","Tmem161b"
"G10090_19461","72747","Ttc39c"
"G10090_2462","72748","Hdhd3"
"G10090_18806","72749","Tonsl"
"G10090_1999","72750","Fam117b"
"G10090_3104","72754","Arhgef10l"
"G10090_5392","72759","Tmem135"
"G10090_19254","72772","Rint1"
"G10090_7811","72774","Neil1"
"G10090_19778","72775","Fance"
"G10090_3862","72776","Sass6"
"G10090_6391","72778","Dnajc22"
"G10090_26576","72780","Rspo3"
"G10090_16247","72787","Ndc1"
"G10090_6669","72789","Veph1"
"G10090_13233","72792","2810459M11Rik"
"G10090_4990","72795","Ttc19"
"G10090_7881","72805","Zfp839"
"G10090_24439","72807","Zfp429"
"G10090_23786","72821","Scn2b"
"G10090_3080","72823","Pard3b"
"G10090_7901","72825","Mon1a"
"G10090_10403","72826","Fam76b"
"G10090_13634","72828","Ubash3b"
"G10090_7752","72831","Dhx30"
"G10090_6730","72832","Crtac1"
"G10090_13416","72836","Pot1b"
"G10090_5681","72843","Prdm4"
"G10090_11579","72844","Kctd17"
"G10090_31547","72852","Mblac2"
"G10090_32628","72865","Rtl8c"
"G10090_9388","72873","Bbof1"
"G10090_2788","72881","Zdhhc4"
"G10090_1295","72886","Yju2"
"G10090_20573","72891","Xlr4c"
"G10090_605","72895","Setd5"
"G10090_860","72898","Asphd2"
"G10090_13713","72899","Macrod2"
"G10090_11611","72900","Ndufv2"
"G10090_1348","72902","Spock3"
"G10090_11766","72925","Marchf1"
"G10090_3346","72927","Hepacam"
"G10090_32826","72930","Ppp2r2b"
"G10090_21953","72931","Swi5"
"G10090_9664","72935","Ddx41"
"G10090_10671","72938","Ift25"
"G10090_22332","72946","Lrrc47"
"G10090_5984","72947","Phykpl"
"G10090_14495","72948","Tppp"
"G10090_31417","72949","Ccnt2"
"G10090_15027","72958","Zfp493"
"G10090_25735","72960","Top1mt"
"G10090_22990","72961","Slc17a7"
"G10090_21792","72962","Tymp"
"G10090_6322","72972","Ccser2"
"G10090_19827","72973","Fbxo47"
"G10090_19504","72978","Cnih3"
"G10090_7787","72981","Thap12"
"G10090_3387","72982","Tmem138"
"G10090_6181","72993","Appl1"
"G10090_11163","72999","Insig2"
"G10090_32657","73010","Gpr22"
"G10090_1511","73016","Kremen2"
"G10090_20941","73024","Emc7"
"G10090_5917","73032","Ttc9b"
"G10090_17417","73046","Glrx5"
"G10090_26735","73047","Camk2n2"
"G10090_2608","73061","Cldn34c1"
"G10090_7680","73062","Ppp1r16a"
"G10090_8064","73067","Tmem192"
"G10090_23310","73068","Pofut4"
"G10090_9757","73072","Prr36"
"G10090_10213","73075","Ppil6"
"G10090_20958","73078","Pmpcb"
"G10090_7661","73086","Rps6ka5"
"G10090_14405","73090","2900092C05Rik"
"G10090_657","73094","Sgip1"
"G10090_15502","73095","Slc25a42"
"G10090_10561","73102","Slc22a23"
"G10090_22000","73103","3110009E18Rik"
"G10090_9316","73106","Prss57"
"G10090_12975","73112","Abracl"
"G10090_446","73121","Rflna"
"G10090_4591","73122","Tgfbrap1"
"G10090_19960","73124","Golim4"
"G10090_585","73130","Tmed5"
"G10090_22334","73132","Slc25a16"
"G10090_2970","73137","Prrc1"
"G10090_852","73139","Cenpv"
"G10090_30780","73149","Clec4a3"
"G10090_4992","73158","Larp1"
"G10090_26379","73162","Otud3"
"G10090_8806","73166","Tm7sf2"
"G10090_5351","73167","Arhgap8"
"G10090_20647","73172","Exo5"
"G10090_23031","73173","Pcdh18"
"G10090_1243","73174","Tbkbp1"
"G10090_32701","73176","3110040M04Rik"
"G10090_27269","73178","Wasl"
"G10090_7561","73181","Nfatc4"
"G10090_637","73182","Pear1"
"G10090_28241","73187","3110067G11Rik"
"G10090_19484","73191","Fezf1"
"G10090_19924","73192","Xpot"
"G10090_11364","73205","C9orf72"
"G10090_24147","73212","Chlsn"
"G10090_2813","73218","Sppl2b"
"G10090_1501","73225","Fam118a"
"G10090_9578","73229","Zfp983"
"G10090_24559","73230","Bmper"
"G10090_25589","73233","Zfp942"
"G10090_23102","73234","Snorc"
"G10090_311","73242","Atat1"
"G10090_7308","73246","Rassf6"
"G10090_11135","73247","Mrgbp"
"G10090_27204","73251","Setd7"
"G10090_28731","732521",""
"G10090_22513","73254","Ccdc18"
"G10090_10089","73259","Cib4"
"G10090_10746","73261","1700037C18Rik"
"G10090_25075","73274","Gpbp1"
"G10090_17761","73284","Ddit4l"
"G10090_21600","73287","Cabcoco1"
"G10090_22476","73288","Vps50"
"G10090_2824","73293","Ccdc103"
"G10090_1131","73296","Rhobtb3"
"G10090_25435","73300","1700031F05Rik"
"G10090_6680","73301","Ttc29"
"G10090_7300","73314","Lrrc69"
"G10090_23773","73316","Calr3"
"G10090_24900","73318","Ube2d2b"
"G10090_7852","73324","Clhc1"
"G10090_21068","73327","Pradc1"
"G10090_3119","73332","Ccdc30"
"G10090_28383","73333","Slc25a31"
"G10090_7238","73336","Prss44"
"G10090_22357","73338","Itpripl1"
"G10090_24844","73340","Nptxr"
"G10090_1052","73341","Arhgef6"
"G10090_5109","73344","1700034J05Rik"
"G10090_25198","73347","Cldn34b2"
"G10090_29928","73363","1700056E22Rik"
"G10090_368","73368","Col20a1"
"G10090_17355","73373","Phospho2"
"G10090_13299","73376","Cimip4"
"G10090_7856","73379","Dcbld2"
"G10090_28104","73381","Cmtm2a"
"G10090_11513","73382","Prss52"
"G10090_32593","73385","Fam177a"
"G10090_22441","73389","Hbp1"
"G10090_29577","73390","Msl3l2"
"G10090_12909","73398","Nipsnap3a"
"G10090_12286","73407","Spmip8"
"G10090_25122","73410","1700065D16Rik"
"G10090_10086","73419","Armt1"
"G10090_26254","73420","Ccsap"
"G10090_6415","73422","Prox2"
"G10090_1044","73430","Zfp974"
"G10090_3732","73435","Tex35"
"G10090_4179","73442","Hspa12a"
"G10090_5432","73447","Wdr13"
"G10090_12519","73449","Smim33"
"G10090_10067","73451","Zfp763"
"G10090_1054","73453","1700067K01Rik"
"G10090_29847","73456","Izumo1"
"G10090_6282","73458","Aldh3b3"
"G10090_14302","73463","C2cd6"
"G10090_17654","73467","1700066M21Rik"
"G10090_6628","73469","Rnf38"
"G10090_15038","73472","Spata18"
"G10090_15926","73473","Iws1"
"G10090_14123","73490","Mipol1"
"G10090_8018","73495","Samt3"
"G10090_22198","73503","Mbd3l1"
"G10090_8726","73523","Pebp4"
"G10090_32378","73526","Speer4b"
"G10090_16285","73533","1700080G18Rik"
"G10090_16217","73542","Tssk5"
"G10090_30394","73545","Cfap141"
"G10090_21048","73569","Vgll3"
"G10090_11458","73582","Camkmt"
"G10090_2928","73598","1700001O22Rik"
"G10090_11975","73603","Trp53tg5"
"G10090_25490","73608","Marveld3"
"G10090_13633","73610","Zfp433"
"G10090_29976","73626","1810009J06Rik"
"G10090_14824","73634","Chct1"
"G10090_19975","73635","Ptges3l"
"G10090_5449","73647","Capn9"
"G10090_6844","73649","Cybrd1"
"G10090_15843","73656","Ms4a6c"
"G10090_4535","73658","Spns1"
"G10090_14581","73660","Cabp4"
"G10090_29346","73666","Thoc3"
"G10090_4072","73667","Cimip5"
"G10090_18634","73668","Ttc21b"
"G10090_25240","73670","Defb30"
"G10090_16308","73671","Sult6b1"
"G10090_1482","73673","Rec114"
"G10090_14235","73674","Wdr75"
"G10090_7127","73677","Psma8"
"G10090_29219","73679","Tex19.1"
"G10090_23393","73680","Zbtb8a"
"G10090_594","73681","Trmt11"
"G10090_6893","73683","Atg16l2"
"G10090_7039","73689","Bloc1s2"
"G10090_15533","73690","Glipr1"
"G10090_15614","73692","Cplane1"
"G10090_2832","73693","Dppa4"
"G10090_22106","73694","Ndufaf7"
"G10090_6876","73699","Ppp2r1b"
"G10090_33458","73703","Dppa2"
"G10090_25773","73707","Gucy2g"
"G10090_25446","73708","Dppa3"
"G10090_33784","73710","Tubb2b"
"G10090_12370","73711","Mvb12a"
"G10090_16697","73712","Dmkn"
"G10090_5465","73713","Rbm20"
"G10090_30743","73720","Cst6"
"G10090_7933","73721","Spmip6"
"G10090_25382","73722","Lce1a2"
"G10090_18858","73723","Sh3bgrl3"
"G10090_16862","73724","Mcee"
"G10090_15020","73728","Psd"
"G10090_7882","73729","Zfp383"
"G10090_24330","73730","Lce1l"
"G10090_33436","73736","Fcf1"
"G10090_29679","73737","Bbln"
"G10090_13300","73738","Haus7"
"G10090_26142","73739","Cby1"
"G10090_2138","73744","Man2c1"
"G10090_5791","73747","Shld1"
"G10090_23472","73748","Gadl1"
"G10090_2764","73750","Whrn"
"G10090_22422","73754","Thap1"
"G10090_2193","73792","4930401G09Rik"
"G10090_3009","73804","Kif2c"
"G10090_28466","73808","Tex36"
"G10090_16789","73809","Satl1"
"G10090_3201","73813","Fam83e"
"G10090_21993","73822","Mfsd12"
"G10090_22421","73825","Ppp1r21"
"G10090_7113","73826","Poldip3"
"G10090_5376","73827","Tmem198b"
"G10090_4960","73828","Dcaf4"
"G10090_24350","73830","Eif3k"
"G10090_8041","73833","Fam98c"
"G10090_19441","73834","Atp6v1d"
"G10090_11070","73835","Ifitm5"
"G10090_22082","73836","Slc35b2"
"G10090_7730","73844","Ankrd45"
"G10090_8685","73845","Ankrd42"
"G10090_1500","73847","Fam110a"
"G10090_10990","73852","D3Ertd751e"
"G10090_6079","73862","Spmip7"
"G10090_204","73863","Spmip11"
"G10090_7850","73873","Fam161a"
"G10090_7452","73883","4930431P22Rik"
"G10090_6870","73884","Zdbf2"
"G10090_6751","73893","Tmem202"
"G10090_30632","73902","Psmb11"
"G10090_22691","73910","Arhgap18"
"G10090_7510","73914","Irak3"
"G10090_2496","73916","Ift57"
"G10090_7448","73919","Lyrm1"
"G10090_15074","73936","Ccdc175"
"G10090_23060","73940","Hapln2"
"G10090_14484","73942","Fam151b"
"G10090_21336","73945","Otud4"
"G10090_1475","73988","4930438A08Rik"
"G10090_23547","73991","Atl1"
"G10090_1371","73998","Herc3"
"G10090_7563","74002","Psd2"
"G10090_22942","74004","Jakmip3"
"G10090_1163","74006","Dnm1l"
"G10090_11829","74007","Abtb3"
"G10090_2747","74008","Arsg"
"G10090_8564","74011","Slc25a27"
"G10090_22333","74012","Rap2b"
"G10090_12667","74013","Rftn2"
"G10090_1541","74015","Fcho1"
"G10090_8315","74016","Phf19"
"G10090_11580","74018","Als2"
"G10090_144","74019","Traf3ip1"
"G10090_25685","74020","Cpne4"
"G10090_18189","74022","Glyr1"
"G10090_15316","74023","Rd3"
"G10090_7637","74025","Nphp3"
"G10090_14880","74026","Msl1"
"G10090_19309","74030","Rin2"
"G10090_15417","74032","Sdr42e1"
"G10090_7942","74035","Nol9"
"G10090_2040","74039","Nfam1"
"G10090_5961","74041","Ddias"
"G10090_21295","74042","Phf8l"
"G10090_4442","74043","Pex26"
"G10090_15868","74044","Ttf2"
"G10090_497","74048","Vsir"
"G10090_11535","74051","Steap2"
"G10090_6370","74052","Ttc21a"
"G10090_3553","74053","Grip1"
"G10090_16702","74054","Siglecl2"
"G10090_2485","74055","Plce1"
"G10090_6543","74069","Serpina3a"
"G10090_3494","74071","Lmntd1"
"G10090_18727","74075","Syce1"
"G10090_4967","74080","Nmnat3"
"G10090_7819","74081","Cep350"
"G10090_9991","74087","Slc7a13"
"G10090_22194","74088","Them7"
"G10090_14684","74090","Paqr5"
"G10090_7344","74091","Npl"
"G10090_4446","74094","Tjap1"
"G10090_542","74096","Hvcn1"
"G10090_7055","74097","Pop7"
"G10090_20670","74098","Czib"
"G10090_2762","74100","Arpp21"
"G10090_13050","74102","Slc35a5"
"G10090_3391","74103","Nebl"
"G10090_6643","74104","Abcb6"
"G10090_19654","74105","Gga2"
"G10090_13691","74106","Dcaf6"
"G10090_2839","74107","Cep55"
"G10090_705","74108","Parn"
"G10090_23777","74111","Rbm19"
"G10090_17310","74112","Usp16"
"G10090_28368","74114","Crot"
"G10090_25431","74116","Pi16"
"G10090_4594","74117","Actr3"
"G10090_20915","74120","Zfp263"
"G10090_23903","74121","Acoxl"
"G10090_25192","74122","Tmem43"
"G10090_11652","74123","Foxp4"
"G10090_11553","74125","Armc8"
"G10090_11299","74126","Syvn1"
"G10090_13322","74127","Krt80"
"G10090_13566","74129","Dmgdh"
"G10090_27732","74131","Sash3"
"G10090_6260","74132","Rnf6"
"G10090_24244","74133","Smg8"
"G10090_16930","74134","Cyp2s1"
"G10090_26344","74136","Sec14l1"
"G10090_25710","74137","Nuak2"
"G10090_12159","74140","Tm9sf1"
"G10090_20456","74142","Lonp1"
"G10090_346","74143","Opa1"
"G10090_9655","74144","Robo4"
"G10090_16237","74145","F13a1"
"G10090_26918","74147","Ehhadh"
"G10090_6526","74148","Cluh"
"G10090_6552","74149","Zfp946"
"G10090_15108","74150","Slc35f5"
"G10090_10424","74152","Stra6l"
"G10090_15574","74153","Uba7"
"G10090_6873","74154","Unkl"
"G10090_13843","74155","Errfi1"
"G10090_12288","74156","Acot12"
"G10090_28851","74157","Cmtr1"
"G10090_33754","74158","Josd1"
"G10090_5645","74159","Acbd5"
"G10090_9610","74164","Nfx1"
"G10090_24566","74165","Fbxl22"
"G10090_2645","74166","Tmem38a"
"G10090_4862","74167","Nudt9"
"G10090_10685","74168","Zdhhc16"
"G10090_17851","74174","Gtsf1"
"G10090_25032","74175","Crct1"
"G10090_18471","74176","Tgm5"
"G10090_17562","74178","Stk40"
"G10090_31343","74180","Muc5b"
"G10090_4490","74182","Gpcpd1"
"G10090_23751","74183","Perm1"
"G10090_33886","74185","Gbe1"
"G10090_19510","74186","Ccdc3"
"G10090_11770","74187","Katnb1"
"G10090_9709","74189","Phactr3"
"G10090_18774","74190","Exoc3l4"
"G10090_17830","74191","P2ry13"
"G10090_20697","74192","Arpc5l"
"G10090_32910","74194","Rnd3"
"G10090_8431","74195","Elp3"
"G10090_14991","74196","Ttc27"
"G10090_9761","74197","Gtf2e1"
"G10090_14796","74198","Dtx2"
"G10090_8097","74199","Vit"
"G10090_10224","74200","Khdc4"
"G10090_6677","74201","Cep97"
"G10090_3310","74202","Fblim1"
"G10090_2058","74203","Eif4enif1"
"G10090_9749","74204","Xpo6"
"G10090_15622","74205","Acsl3"
"G10090_920","74206","Sipa1l3"
"G10090_30003","74211","1700017B05Rik"
"G10090_29501","74213","Rbm26"
"G10090_6355","74218","1700016H13Rik"
"G10090_33741","74222","Septin14"
"G10090_20713","74229","Paqr8"
"G10090_21086","74230","Liat1"
"G10090_23498","74237","Tubgcp2"
"G10090_9748","74238","Mterf2"
"G10090_6026","74239","Iqce"
"G10090_22745","74241","Chpf"
"G10090_3605","74243","Slx4ip"
"G10090_9185","74244","Atg7"
"G10090_17303","74245","Ctbs"
"G10090_2554","74246","Gale"
"G10090_11940","74249","Lrrc2"
"G10090_18654","74251","Ankrd9"
"G10090_24814","74252","Armc1"
"G10090_6094","74253","Klrg2"
"G10090_16395","74254","Gpn1"
"G10090_20695","74255","Smu1"
"G10090_7580","74256","Cyld"
"G10090_18130","74257","Tspan17"
"G10090_24218","74264","Rnf138rt1"
"G10090_11478","74268","Aven"
"G10090_5905","74270","Usp20"
"G10090_4159","74276","Cldnd2"
"G10090_27193","74277","Chic2"
"G10090_3800","74281","Spatc1"
"G10090_18705","74286","Tbc1d21"
"G10090_17987","74287","Kcmf1"
"G10090_3501","74288","Spem1"
"G10090_23621","74297","Ccdc182"
"G10090_16945","74302","Mtmr3"
"G10090_30816","74306","Prss46"
"G10090_6921","74307","Tex54"
"G10090_3345","74309","Osbp2"
"G10090_151","74315","Rnf145"
"G10090_15690","74316","Isca2"
"G10090_20477","74318","Hopx"
"G10090_31312","74319","Mettl23"
"G10090_4384","74320","Wdr33"
"G10090_24196","74322","Cxxc1"
"G10090_12367","74325","Cltb"
"G10090_14491","74326","Hnrnpr"
"G10090_20658","74330","Dnajc14"
"G10090_2440","74334","Ranbp10"
"G10090_13772","74335","Xrcc3"
"G10090_30515","74337","Palm3"
"G10090_24488","74338","Slc6a19"
"G10090_1582","74340","Ahcyl2"
"G10090_15455","74342","Lrrtm1"
"G10090_8035","74343","Crtc2"
"G10090_23493","74347","Meak7"
"G10090_9414","74349","Fhip1b"
"G10090_24697","74351","Ddx23"
"G10090_16607","74352","Zfp84"
"G10090_13951","74354","Lrguk"
"G10090_20398","74355","Smchd1"
"G10090_21757","74356","Matcap1"
"G10090_4423","74359","4931414P19Rik"
"G10090_2812","74360","Cep57"
"G10090_7611","74361","4931429L15Rik"
"G10090_11359","74362","Spag17"
"G10090_23857","74365","Lonrf3"
"G10090_18312","74369","Mei1"
"G10090_6956","74370","Rptor"
"G10090_3536","74374","Clec16a"
"G10090_26928","74375","Gcc1"
"G10090_25253","74376","Myo18b"
"G10090_5095","74377","Hsf2bp"
"G10090_2438","74383","Ubap2l"
"G10090_8095","74385","Ap5m1"
"G10090_14583","74386","Rmi1"
"G10090_6362","74387","Epcip"
"G10090_23145","74388","Dpp8"
"G10090_10456","74392","Specc1l"
"G10090_24874","74393","Map10"
"G10090_8186","74400","Zfp819"
"G10090_1109","74405","Efhc2"
"G10090_5857","74407","Odad4"
"G10090_27838","74409","Hyal6"
"G10090_27593","74410","Ttll11"
"G10090_11901","74411","Plpp6"
"G10090_6172","74412","Gle1"
"G10090_3011","74413","Tc2n"
"G10090_11640","74414","Polr3c"
"G10090_24507","74419","Tktl2"
"G10090_16368","74424","Tmc5"
"G10090_30342","74426","4933402D24Rik"
"G10090_17649","74427","Eaf1"
"G10090_12023","74430","Cfap20dc"
"G10090_30577","74434","Sohlh2"
"G10090_6258","74435","Lrriq3"
"G10090_18444","74437","Magec2"
"G10090_7116","74438","Clvs1"
"G10090_447","74440","Cmip"
"G10090_6896","74442","Sgms2"
"G10090_19477","74443","P4htm"
"G10090_22","74446","Slc9b1"
"G10090_21216","74448","Arl13a"
"G10090_671","74450","Pank2"
"G10090_25354","74451","Pgs1"
"G10090_10503","74453","Cfap53"
"G10090_5772","74455","Nsun6"
"G10090_29913","74463","Exoc3l2"
"G10090_2600","74464","Zswim5"
"G10090_5684","74466","Mfsd13b"
"G10090_3899","74467","Pus10"
"G10090_12424","74468","Hyal5"
"G10090_20495","74469","Taf7l"
"G10090_16811","74470","Cep72"
"G10090_4396","74471","4933440N22Rik"
"G10090_13393","74472","Stpg3"
"G10090_3978","74477","4933427D14Rik"
"G10090_15930","74478","Snx29"
"G10090_7813","74479","Snx11"
"G10090_6901","74480","Samd4"
"G10090_8729","74481","Batf2"
"G10090_6171","74482","Ifitm7"
"G10090_22848","74484","Rbm31y"
"G10090_12633","74485","Lrrc71"
"G10090_2123","74486","Osbpl10"
"G10090_31856","74488","Lrrc15"
"G10090_8040","74490","Mamstr"
"G10090_9282","74492","Kbtbd13"
"G10090_5563","74493","Tnks2"
"G10090_10899","74498","Gorasp1"
"G10090_6947","74499","Sost"
"G10090_19180","74504","Fam53a"
"G10090_8657","74511","Lrrc17"
"G10090_14356","74513","Neto2"
"G10090_18752","74519","Cyp2j9"
"G10090_3760","74521","Ppp4r4"
"G10090_15929","74522","Morc2a"
"G10090_26115","74525","Fam234b"
"G10090_3393","74528","Mgme1"
"G10090_14459","74533","Gzf1"
"G10090_8593","74548","Gsdmc4"
"G10090_14305","74549","Mau2"
"G10090_18608","74551","Pck2"
"G10090_3029","74552","Nipal3"
"G10090_24101","74556","Themis3"
"G10090_13493","74558","Gvin1"
"G10090_19451","74559","Elovl7"
"G10090_28855","74561","Nkx6-3"
"G10090_14126","74562","Fer1l4"
"G10090_7371","74563","Rasgef1c"
"G10090_9450","74568","Mlkl"
"G10090_12535","74569","Ttc17"
"G10090_8333","74570","Zkscan1"
"G10090_10269","74574","Lvrn"
"G10090_1286","74577","Glb1l"
"G10090_14400","74580","Pyroxd2"
"G10090_20794","74585","Sppl3"
"G10090_30259","74589","Kbtbd12"
"G10090_24380","74591","Abca12"
"G10090_17201","74596","Cds1"
"G10090_28132","74600","Mrpl47"
"G10090_5021","74603","Cd200r3"
"G10090_15325","74610","Abcb8"
"G10090_21353","74614","Ocstamp"
"G10090_16117","74616","Scrn3"
"G10090_1199","74617","Scpep1"
"G10090_32792","74626","Tmem81"
"G10090_17591","74637","Shpk"
"G10090_20613","74644","4930426D05Rik"
"G10090_856","74645","Tent5c"
"G10090_20592","74646","Spsb1"
"G10090_332","74648","S100pbp"
"G10090_10447","74649","Cpa5"
"G10090_19854","74653","Pomk"
"G10090_21761","74665","Drc3"
"G10090_6164","74666","Brme1"
"G10090_16202","74670","Zfp943"
"G10090_20159","74673","Spdye4a"
"G10090_11466","74675","Ptchd3"
"G10090_10139","74682","Wdr35"
"G10090_3816","74685","Lrrc74b"
"G10090_21160","74686","Slc25a54"
"G10090_15159","74691","Tdrd9"
