"gene_id","ENTREZID_1W","SYMBOL_1W","logFC_1W","FDR_1W","direction_1W","ENTREZID_4W","SYMBOL_4W","logFC_4W","FDR_4W","direction_4W","in_1W","in_4W","direction_relation","category","ENTREZID","SYMBOL","plot_class","label_name","combined_score"
"G10090_16887",72267,"Lrrc8e",1.72766140744297,3.58634203046993e-06,"Up",72267,"Lrrc8e",1.75807086334275,0.0132357131720128,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",72267,"Lrrc8e","Persistent_up","Lrrc8e",12.709819360709
"G10090_16895",13799,"En2",-1.80462395127344,1.98373885582085e-05,"Down",13799,"En2",-1.00595222726767,0.00438480637864147,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",13799,"En2","Persistent_down","En2",10.8583573286895
"G10090_16899",225742,"St8sia5",-1.46367902269101,4.64063540750287e-05,"Down",225742,"St8sia5",-1.10178752066148,0.000363673417265382,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",225742,"St8sia5","Persistent_down","St8sia5",10.1321047698642
"G10090_1693",17925,"Myo9b",1.14473181308364,4.03205396743602e-08,"Up",17925,"Myo9b",1.04076559309252,1.33256910167195e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",17925,"Myo9b","Persistent_up","Myo9b",13.5387444190573
"G10090_16944",244810,"AW551984",2.14449815627349,3.02038963152732e-08,"Up",244810,"AW551984",1.26503245009998,4.58134639881138e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",244810,"AW551984","Persistent_up","AW551984",21.6154755858808
"G10090_16947",66681,"Pgm2",1.30164850597118,4.70322197279995e-08,"Up",66681,"Pgm2",1.04729689705657,9.59603535530991e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",66681,"Pgm2","Persistent_up","Pgm2",14.7932051271305
"G10090_16950",66815,"Mcub",1.22366961348794,1.9644988475813e-06,"Up",66815,"Mcub",1.49566957624718,2.1429529111601e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",66815,"Mcub","Persistent_up","Mcub",13.9664367547408
"G10090_16969",19038,"Ppic",2.05185717948293,1.19984285717762e-11,"Up",19038,"Ppic",1.50588124301718,2.76439315656003e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",19038,"Ppic","Persistent_up","Ppic",30.7783676553026
"G10090_16978",380660,"Acss3",-1.79970418049156,0.000177211375191615,"Down",380660,"Acss3",-1.40770736991087,0.000871219963558569,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",380660,"Acss3","Persistent_down","Acss3",11.0590099790884
"G10090_17022",104009,"Qsox1",1.27005945311973,1.48124281411938e-08,"Up",104009,"Qsox1",1.1494912126674,9.59603535530991e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",104009,"Qsox1","Persistent_up","Qsox1",15.7118114715383
"G10090_17023",96875,"Prg4",1.22148400774765,0.00742411271887399,"Up",96875,"Prg4",2.95193641523449,3.91470915171558e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",96875,"Prg4","Persistent_up","Prg4",15.611044455836
"G10090_17057",234725,"Zfp612",-1.27988333425834,8.95267611431169e-06,"Down",234725,"Zfp612",-1.20789919837083,3.50847816212725e-05,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",234725,"Zfp612","Persistent_down","Zfp612",11.8419588455685
"G10090_17086",21426,"Tfec",2.25703814587079,1.54706346652353e-07,"Up",21426,"Tfec",1.12170084466583,0.000341258839831838,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",21426,"Tfec","Persistent_up","Tfec",19.2603826481533
"G10090_17111",241520,"Fam171b",1.5946364814541,3.76809122362883e-08,"Up",241520,"Fam171b",1.05532690853115,1.94009064191511e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",241520,"Fam171b","Persistent_up","Fam171b",16.8112758554019
"G10090_17113",26934,"Racgap1",2.10037105190806,2.93243325525024e-10,"Up",26934,"Racgap1",1.00543283314151,0.000814512188844454,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",26934,"Racgap1","Persistent_up","Racgap1",23.1282430578661
"G10090_17143",53418,"B4galt2",1.65684361727996,7.0037341663716e-11,"Up",53418,"B4galt2",1.15214554717226,3.24668862441869e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",53418,"B4galt2","Persistent_up","B4galt2",23.1483199766902
"G10090_1716",17537,"Meis3",1.2737622239963,1.4322612433023e-06,"Up",17537,"Meis3",1.25726870030162,4.00747049062053e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",17537,"Meis3","Persistent_up","Meis3",12.972211609754
"G10090_17164",17389,"Mmp16",2.90555924583987,1.05819351314168e-08,"Up",17389,"Mmp16",1.88304192450951,5.96287523331547e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",17389,"Mmp16","Persistent_up","Mmp16",33.0111345393992
"G10090_17165",14042,"Ext1",1.28482208590514,4.24441071743519e-10,"Up",14042,"Ext1",1.10557077904725,2.27247783624488e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",14042,"Ext1","Persistent_up","Ext1",18.2808762660819
"G10090_1720",52855,"Lair1",1.99960092494611,3.44994263732149e-08,"Up",52855,"Lair1",1.50045371464263,1.6356732707626e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",52855,"Lair1","Persistent_up","Lair1",22.1030250595922
"G10090_17221",14068,"F7",4.3068809059336,2.32144813164208e-09,"Up",14068,"F7",2.30982308886352,0.00050792432000659,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",14068,"F7","Persistent_up","F7",44.7956692773764
"G10090_17242",12578,"Cdkn2a",2.2541111665221,5.20968138706871e-05,"Up",12578,"Cdkn2a",2.96112346985525,0.00015604593375292,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",12578,"Cdkn2a","Persistent_up","Cdkn2a",20.9270332799391
"G10090_17274",16854,"Lgals3",1.61038993415004,2.60606051242501e-06,"Up",16854,"Lgals3",1.35000868464952,9.15540073024524e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",16854,"Lgals3","Persistent_up","Lgals3",14.4442129982192
"G10090_1730",238871,"Pde4d",-1.26791098387828,3.89768012691192e-05,"Down",238871,"Pde4d",-1.01662389062481,0.000437943849596833,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",238871,"Pde4d","Persistent_down","Pde4d",9.00487951679501
"G10090_17328",105245383,"Zfp996",1.26935955484557,5.33046586655593e-05,"Up",105245383,"Zfp996",1.24761295616476,0.000246349423763521,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",105245383,"Zfp996","Persistent_up","Zfp996",9.92621850267352
"G10090_17329",13733,"Adgre1",2.05008626822141,5.06735254716916e-09,"Up",13733,"Adgre1",1.1600590864557,0.000115365710239617,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",13733,"Adgre1","Persistent_up","Adgre1",21.5741379721403
"G10090_1734",226101,"Myof",1.58932763896902,3.71292214527228e-08,"Up",226101,"Myof",1.33431627230454,1.35082334957681e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",226101,"Myof","Persistent_up","Myof",18.3064775555726
"G10090_17345",22379,"Fmnl3",1.3342825316366,5.60493636409188e-09,"Up",22379,"Fmnl3",1.28785492138303,1.42455007747695e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",22379,"Fmnl3","Persistent_up","Fmnl3",17.2510979925004
"G10090_17366",230815,"Man1c1",1.34511966737428,8.69648279067927e-08,"Up",230815,"Man1c1",1.23403527568972,1.11316183407124e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",230815,"Man1c1","Persistent_up","Man1c1",15.6101495162867
"G10090_17448",11551,"Adra2a",1.33163170659349,6.2915472413273e-05,"Up",11551,"Adra2a",1.72993647013508,9.50418676048225e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",11551,"Adra2a","Persistent_up","Adra2a",12.5524593644187
"G10090_17519",58916,"Myot",-1.57549567898845,3.76278736491584e-05,"Down",58916,"Myot",-1.10474761755559,0.00229534105640204,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",58916,"Myot","Persistent_down","Myot",9.88636312620291
"G10090_17598",14726,"Pdpn",2.04719509757756,2.19676847622454e-10,"Up",14726,"Pdpn",1.67177856676217,3.50122417820682e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",14726,"Pdpn","Persistent_up","Pdpn",28.8931080619682
"G10090_17604",14859,"Gsta3",-2.00539603390903,1.65116364057779e-05,"Down",14859,"Gsta3",-1.81634614192305,2.66739843985497e-05,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",14859,"Gsta3","Persistent_down","Gsta3",17.8980323427065
"G10090_17605",244757,"Glb1l2",-1.57033555733197,0.000143297590400067,"Down",244757,"Glb1l2",-1.04058124477731,0.0011424295079557,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",244757,"Glb1l2","Persistent_down","Glb1l2",9.09756228140809
"G10090_17677",237887,"Slfn10",2.52764615062107,5.14353100989181e-08,"Up",237887,"Slfn10",1.39236416533719,0.000171481861041017,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",237887,"Slfn10","Persistent_up","Slfn10",23.6666918092807
"G10090_17761",73284,"Ddit4l",-1.62848682745319,8.78819633577215e-05,"Down",73284,"Ddit4l",-1.01992312422257,0.00124144703857319,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",73284,"Ddit4l","Persistent_down","Ddit4l",9.56927565925123
"G10090_17781",103968,"Plin1",-1.78419954778865,0.000453297368518912,"Down",103968,"Plin1",-1.03921776713167,0.00194672866190272,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",103968,"Plin1","Persistent_down","Plin1",8.78268155187537
"G10090_17783",76282,"Gpt",-1.75570175467461,1.37041071337715e-09,"Down",76282,"Gpt",-1.1993497050327,1.8748937183061e-05,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",76282,"Gpt","Persistent_down","Gpt",21.2304007544235
"G10090_1780",320118,"Fbxl13",2.71390361882264,1.09144940892846e-08,"Up",320118,"Fbxl13",1.03919967692133,0.0143273326894314,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",320118,"Fbxl13","Persistent_up","Fbxl13",23.5242031930031
"G10090_17808",629378,"Dact3",1.40239015819509,1.26088803257304e-08,"Up",629378,"Dact3",1.08729053016571,2.39533742632881e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",629378,"Dact3","Persistent_up","Dact3",16.1019043311037
"G10090_17815",629242,"Gm6958",1.93684736024556,5.22248335158527e-07,"Up",629242,"Gm6958",1.40895836555953,0.000433831301442744,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",629242,"Gm6958","Persistent_up","Gm6958",16.905388096596
"G10090_17824",18563,"Pcx",-1.69997690917546,1.4615152389506e-08,"Down",18563,"Pcx",-1.08994468117072,0.000105255931323144,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",18563,"Pcx","Persistent_down","Pcx",17.6551845721781
"G10090_17857",14728,"Lilrb4a",2.03773640599412,1.15891094009287e-08,"Up",14728,"Lilrb4a",1.08483592523667,0.000103120010935868,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",14728,"Lilrb4a","Persistent_up","Lilrb4a",20.4962428925602
"G10090_17868",14634,"Gli3",1.54584128539585,1.4443135082852e-08,"Up",14634,"Gli3",1.45668281753125,2.8069905731064e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",14634,"Gli3","Persistent_up","Gli3",20.2070709955573
"G10090_17872",381485,"Trim55",-1.62764811397356,1.17807018652006e-05,"Down",381485,"Trim55",-1.01819510317003,0.00102204102740305,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",381485,"Trim55","Persistent_down","Trim55",11.0673436591118
"G10090_17922",140491,"Ppp1r3a",-1.54425675499867,0.000526140278279434,"Down",140491,"Ppp1r3a",-1.18518749268199,0.00300023787501806,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",140491,"Ppp1r3a","Persistent_down","Ppp1r3a",8.05350460315343
"G10090_17947",66039,"Tmem254",1.51644240748491,2.59779265866058e-06,"Up",66039,"Tmem254",1.31882649976952,3.46376820857393e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",66039,"Tmem254","Persistent_up","Tmem254",14.3524918359937
"G10090_17992",16181,"Il1rn",3.98683853978937,1.03916459595149e-06,"Up",16181,"Il1rn",1.07379412677475,0.0112185772059591,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",16181,"Il1rn","Persistent_up","Il1rn",25.9484788184481
"G10090_18008",20256,"Clec11a",2.35163836082933,5.08075537590376e-08,"Up",20256,"Clec11a",1.33205440635988,3.85540529903153e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",20256,"Clec11a","Persistent_up","Clec11a",23.0326137034574
"G10090_18015",81600,"Chia1",-2.25177675301503,1.04891291258082e-05,"Down",81600,"Chia1",-1.45608188680763,0.000648653270839109,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",81600,"Chia1","Persistent_down","Chia1",15.8541538851845
"G10090_18019",13076,"Cyp1a1",-2.09233060971935,4.40623949841459e-05,"Down",13076,"Cyp1a1",-1.72831666681841,8.24106778218036e-05,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",13076,"Cyp1a1","Persistent_down","Cyp1a1",16.1725234581343
"G10090_18063",14089,"Fap",2.16394205587543,2.52754568860313e-08,"Up",14089,"Fap",2.45646913901673,1.70583664455986e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",14089,"Fap","Persistent_up","Fap",30.6091867845694
"G10090_18088",238328,"Vash1",1.1763426032339,1.02392690671782e-09,"Up",238328,"Vash1",1.02997212980589,1.55550951977518e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",238328,"Vash1","Persistent_up","Vash1",15.5272407622376
"G10090_18091",269642,"Nat8l",-2.0629634351595,0.000139747189871712,"Down",269642,"Nat8l",-1.82909605476249,1.08919320367425e-05,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",269642,"Nat8l","Persistent_down","Nat8l",17.0296280796383
"G10090_18094",18767,"Pkia",-1.4400206518716,0.000203088895716603,"Down",18767,"Pkia",-1.15452820000997,0.00246935310450513,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",18767,"Pkia","Persistent_down","Pkia",8.32734438582019
"G10090_18137",14706,"Gng4",1.13234526440134,0.000370732834687193,"Up",14706,"Gng4",1.62220336301263,6.44831949079156e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",14706,"Gng4","Persistent_up","Gng4",10.682937374621
"G10090_18180",83557,"Lin28a",-1.18862233780356,0.0115237520153769,"Down",83557,"Lin28a",-1.47942536496296,0.000430708377692427,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",83557,"Lin28a","Persistent_down","Lin28a",7.28350735677186
"G10090_18243",12504,"Cd4",3.39920367256321,1.03909489212664e-08,"Up",12504,"Cd4",1.88979970286224,1.93046905995767e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",12504,"Cd4","Persistent_up","Cd4",36.0461678834091
"G10090_18261",219151,"Scara3",1.17460694686033,0.000193066741599239,"Up",219151,"Scara3",2.21274655185024,1.11135108909932e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",219151,"Scara3","Persistent_up","Scara3",15.3251093106804
"G10090_18327",244550,"Podnl1",3.78414204039067,1.33439859087194e-07,"Up",244550,"Podnl1",3.30507673499274,7.96123891069424e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",244550,"Podnl1","Persistent_up","Podnl1",39.5624693395079
"G10090_18367",225875,"Lrfn4",1.00807772187069,0.000121714455626004,"Up",225875,"Lrfn4",1.03482977094724,0.000481381752979904,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",225875,"Lrfn4","Persistent_up","Lrfn4",7.37933785863005
"G10090_18377",12816,"Col12a1",3.17355699489581,2.63898986676161e-07,"Up",12816,"Col12a1",1.38446987105132,0.000125380367259131,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",12816,"Col12a1","Persistent_up","Col12a1",26.2793259806821
"G10090_18392",18725,"Pira2",1.7712320737872,6.9443276535445e-06,"Up",18725,"Pira2",1.3390029347217,0.000390582350162127,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",18725,"Pira2","Persistent_up","Pira2",13.7003768431264
"G10090_18416",26558,"Homer3",1.2604802786981,9.2872307958413e-09,"Up",26558,"Homer3",1.05554339808427,2.87522811721118e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",26558,"Homer3","Persistent_up","Homer3",14.917889457995
"G10090_18418",320924,"Ccbe1",2.02074148298982,3.34007931231371e-09,"Up",320924,"Ccbe1",1.85346830518765,2.01327870171073e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",320924,"Ccbe1","Persistent_up","Ccbe1",27.6858298816454
"G10090_18442",12767,"Cxcr4",1.23864782227872,2.68469105431164e-06,"Up",12767,"Cxcr4",1.15255162095052,9.97955513153244e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",12767,"Cxcr4","Persistent_up","Cxcr4",11.5118688162815
"G10090_18455",68169,"Ndnf",2.47129811678948,9.20564498150274e-08,"Up",68169,"Ndnf",1.67175072854381,4.33977123847332e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",68169,"Ndnf","Persistent_up","Ndnf",24.680987543704
"G10090_18463",14758,"Gpm6b",1.57338585568308,1.99612497183797e-07,"Up",14758,"Gpm6b",1.11921047861141,8.77811120744894e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",14758,"Gpm6b","Persistent_up","Gpm6b",16.2007883639316
"G10090_18549",233332,"Adamts17",4.00938099781946,3.67546853127726e-09,"Up",233332,"Adamts17",1.87924157685546,0.000121326324736566,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",233332,"Adamts17","Persistent_up","Adamts17",41.1770694500369
"G10090_18573",26358,"Aldh1a7",-1.90714621100224,1.73104219829038e-05,"Down",26358,"Aldh1a7",-1.46534478902063,8.97907635381771e-05,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",26358,"Aldh1a7","Persistent_down","Aldh1a7",15.0111544064186
"G10090_18579",12922,"Crhr2",-2.95147507732052,1.58705235182047e-09,"Down",12922,"Crhr2",-1.17699883946225,0.000347682537758049,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",12922,"Crhr2","Persistent_down","Crhr2",30.0422593493713
"G10090_18598",16625,"Serpina3c",-1.69768480917504,2.14486956154051e-05,"Down",16625,"Serpina3c",-1.18431439620814,0.000397139235329572,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",16625,"Serpina3c","Persistent_down","Serpina3c",11.9537308057529
"G10090_18603",245469,"Pdzd4",1.13553536568611,4.18501688726457e-07,"Up",245469,"Pdzd4",1.23658359752724,2.48381892860386e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",245469,"Pdzd4","Persistent_up","Pdzd4",12.9371075458186
"G10090_18604",72080,"Sapcd2",3.3425518572897,5.82655655601458e-08,"Up",72080,"Sapcd2",1.41342841544443,0.00625549120954933,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",72080,"Sapcd2","Persistent_up","Sapcd2",27.2968124004784
"G10090_18607",319317,"Snhg11",-1.29171377357557,0.000167339460843732,"Down",319317,"Snhg11",-1.24299508025497,0.000137010112534441,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",319317,"Snhg11","Persistent_down","Snhg11",9.68002748935687
"G10090_18702",12703,"Socs1",1.61824115045993,3.75552030068156e-09,"Up",12703,"Socs1",1.18191547275918,0.000416947093551061,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",12703,"Socs1","Persistent_up","Socs1",17.628994148756
"G10090_18740",414801,"Itprip",1.19393985296456,6.97683081754366e-06,"Up",414801,"Itprip",1.05435653344382,6.5055415460629e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",414801,"Itprip","Persistent_up","Itprip",10.5706539234767
"G10090_18780",69352,"Necab1",-1.45021487464256,7.76014894127497e-06,"Down",69352,"Necab1",-1.57531214141554,9.05369759762582e-05,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",69352,"Necab1","Persistent_down","Necab1",13.7800475714044
"G10090_18795",229699,"Slc16a4",2.05958724244949,1.94514881839084e-06,"Up",229699,"Slc16a4",1.4951475085214,0.00135817436120892,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",229699,"Slc16a4","Persistent_up","Slc16a4",16.0490542840792
"G10090_18805",243312,"Elfn1",2.45945816576544,8.66160826305084e-08,"Up",243312,"Elfn1",2.22780856974437,0.000702462823372697,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",243312,"Elfn1","Persistent_up","Elfn1",24.3948004812856
"G10090_18812",12450,"Ccng1",-1.4131136434571,0.000100719273706886,"Down",12450,"Ccng1",-1.03830922650272,0.00271968052581851,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",12450,"Ccng1","Persistent_down","Ccng1",8.31181988060965
"G10090_18820",383435,"Ms4a14",2.97741809545019,5.38690409158797e-11,"Up",383435,"Ms4a14",1.45626179062365,7.71565432461423e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",383435,"Ms4a14","Persistent_up","Ms4a14",36.5631582580796
"G10090_18822",70717,"Medag",1.13709105671312,5.28096885677691e-06,"Up",70717,"Medag",1.31572117097994,2.93000709907795e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",70717,"Medag","Persistent_up","Medag",11.9650920202225
"G10090_18834",668257,"Dgat2l6",-1.11694090843163,0.00165770841245242,"Down",668257,"Dgat2l6",-1.41992727539566,0.000642794098979178,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",668257,"Dgat2l6","Persistent_down","Dgat2l6",7.6379508994444
"G10090_18847",13637,"Efna2",1.34102606658107,1.71995118824836e-08,"Up",13637,"Efna2",1.10159060204257,0.00014674259387179,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",13637,"Efna2","Persistent_up","Efna2",14.6352609469057
"G10090_18866",70771,"Gpr173",2.11542824449527,3.2541674702677e-09,"Up",70771,"Gpr173",1.39072334675636,3.84464613920276e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",70771,"Gpr173","Persistent_up","Gpr173",24.0950676842039
"G10090_18982",27276,"Plekhb1",-1.25112542449093,0.000152160712701175,"Down",27276,"Plekhb1",-1.20759225441473,4.65638830194682e-05,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",27276,"Plekhb1","Persistent_down","Plekhb1",10.0076486082675
"G10090_18992",320502,"Lmod3",-1.19833128787675,0.00012368797722415,"Down",320502,"Lmod3",-1.037992277625,0.000339608741603896,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",320502,"Lmod3","Persistent_down","Lmod3",8.28350338854399
"G10090_19019",19428,"Rasl2-9",-1.32391370353141,5.77719980605892e-06,"Down",19428,"Rasl2-9",-1.22605020058289,0.000184683813217749,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",19428,"Rasl2-9","Persistent_down","Rasl2-9",11.5125798112297
"G10090_19060",67874,"Rprm",3.14571519304801,5.45063450135727e-08,"Up",67874,"Rprm",1.85510497443423,0.000284019369332846,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",67874,"Rprm","Persistent_up","Rprm",29.4284806804293
"G10090_19061",14609,"Gja1",1.92988221608276,2.58579908747686e-09,"Up",14609,"Gja1",1.61917406605256,2.13848304914485e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",14609,"Gja1","Persistent_up","Gja1",25.7532262467603
"G10090_19080",83379,"Klb",-1.69775508636936,0.000603866564507723,"Down",83379,"Klb",-1.42307852114118,0.000430328960792085,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",83379,"Klb","Persistent_down","Klb",10.2555399180164
"G10090_191",16197,"Il7r",2.01755565108149,1.61192427933735e-06,"Up",16197,"Il7r",1.2227547258409,0.000330962273215579,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",16197,"Il7r","Persistent_up","Il7r",15.9424618600265
"G10090_19126",22403,"Ccn5",2.84831106531839,5.78733388927448e-11,"Up",22403,"Ccn5",3.00445981207751,1.04153986096631e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",22403,"Ccn5","Persistent_up","Ccn5",47.1332980137216
"G10090_19181",11595,"Acan",5.71390953747687,1.59460304061953e-07,"Up",11595,"Acan",4.43804650966147,0.000986023434430136,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",11595,"Acan","Persistent_up","Acan",52.1806964641648
"G10090_19195",23948,"Mmp17",1.0257994799863,7.50242248791847e-05,"Up",23948,"Mmp17",1.00539273487412,0.00035289990711066,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",23948,"Mmp17","Persistent_up","Mmp17",7.70218219461529
"G10090_19225",217887,"Clba1",1.46172743274745,1.46582239814694e-07,"Up",217887,"Clba1",1.343648224632,3.5270691648901e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",217887,"Clba1","Persistent_up","Clba1",15.9720356646612
"G10090_19226",213603,"Slc44a3",-1.18483565696011,0.00273450941955432,"Down",213603,"Slc44a3",-1.15803626712202,0.000595288098387398,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",213603,"Slc44a3","Persistent_down","Slc44a3",6.77185952587929
"G10090_19299",20405,"Sh3gl1",1.17597971960797,9.71993590913826e-09,"Up",20405,"Sh3gl1",1.01401934003165,2.59324964996507e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",20405,"Sh3gl1","Persistent_up","Sh3gl1",14.0727958945958
"G10090_19307",78896,"Ecrg4",2.00781948811476,4.59573917802333e-06,"Up",78896,"Ecrg4",1.04978517784198,0.00203359992214905,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",78896,"Ecrg4","Persistent_up","Ecrg4",13.5427698656927
"G10090_19309",74030,"Rin2",1.71282307380471,1.51635724332518e-08,"Up",74030,"Rin2",1.57067887455965,3.03525924601535e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",74030,"Rin2","Persistent_up","Rin2",22.0596020632846
"G10090_19318",19132,"Prph",3.05103438639562,2.09692849660419e-08,"Up",19132,"Prph",1.9706841682241,8.88555817791108e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",19132,"Prph","Persistent_up","Prph",31.4109752964989
"G10090_19330",100043497,"Nat8f7",1.30849951775484,0.000386463190538008,"Up",100043497,"Nat8f7",1.35668066931572,0.000198338828487423,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",100043497,"Nat8f7","Persistent_up","Nat8f7",9.48900270002671
"G10090_19379",13603,"Opn3",-1.4363416746743,0.000137626017277306,"Down",13603,"Opn3",-1.13196231545674,0.00105133291658209,"Down",TRUE,TRUE,"same_direction","persistent_direction_consistent",13603,"Opn3","Persistent_down","Opn3",8.91742311866735
"G10090_19451",74559,"Elovl7",1.48972466717716,6.52889428571136e-06,"Up",74559,"Elovl7",2.30455702812788,3.64278758697287e-05,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",74559,"Elovl7","Persistent_up","Elovl7",17.9533901168774
"G10090_19478",12111,"Bgn",2.70442678729923,2.43629802594492e-09,"Up",12111,"Bgn",1.86836972971643,8.77811120744894e-06,"Up",TRUE,TRUE,"same_direction","persistent_direction_consistent",12111,"Bgn","Persistent_up","Bgn",32.7415533567087
