"sample_id","group","score_name","score_value"
"GSM7140491_CON2_synovium","Control_52W","down_singscore_reoriented",-0.0670545746388442
"GSM7140495_CON3_synovium","Control_52W","down_singscore_reoriented",-0.0453361869092206
"GSM7140500_CON4_synovium","Control_52W","down_singscore_reoriented",-0.0328696272516498
"GSM7140502_CON5_synovium","Control_52W","down_singscore_reoriented",-0.033569645086499
"GSM7140507_CON6_synovium","Control_52W","down_singscore_reoriented",-0.0903424291064741
"GSM7140511_CON7_synovium","Control_52W","down_singscore_reoriented",-0.00191724629926882
"GSM7140516_CON8_synovium","Control_52W","down_singscore_reoriented",0.00119939361512394
"GSM7140518_CON9_synovium","Control_52W","down_singscore_reoriented",-0.0555243445692883
"GSM7140523_CON10_synovium","Control_52W","down_singscore_reoriented",0.030314785090066
"GSM7140527_CON11_synovium","Control_52W","down_singscore_reoriented",0.0146780809702158
"GSM7140532_CON12_synovium","Control_52W","down_singscore_reoriented",0.0143124665596576
"GSM7140487_ACLT1_synovium","ACLT_alone_52W","down_singscore_reoriented",0.000517210629570219
"GSM7140488_ACLT2_synovium","ACLT_alone_52W","down_singscore_reoriented",-0.0128098805065097
"GSM7140489_ACLT3_synovium","ACLT_alone_52W","down_singscore_reoriented",0.0407169609416801
"GSM7140490_ACLT4_synovium","ACLT_alone_52W","down_singscore_reoriented",0.0115436062065276
"GSM7140492_ACLT5_synovium","ACLT_alone_52W","down_singscore_reoriented",0.0135723203138933
"GSM7140493_ACLT6_synovium","ACLT_alone_52W","down_singscore_reoriented",0.0299135009809167
"GSM7140494_ACLT7_synovium","ACLT_alone_52W","down_singscore_reoriented",-0.0384519350811485
"GSM7140496_ACLT8_synovium","ACLT_alone_52W","down_singscore_reoriented",-0.0212635990725878
"GSM7140497_ACLT9_synovium","ACLT_alone_52W","down_singscore_reoriented",0.00559122525414657
"GSM7140498_ACLT10_synovium","ACLT_alone_52W","down_singscore_reoriented",-0.0177724273229891
"GSM7140499_ACLT11_synovium","ACLT_alone_52W","down_singscore_reoriented",0.0159844836811129
"GSM7140501_ACLT12_synovium","ACLT_alone_52W","down_singscore_reoriented",-0.0130328161227037
"GSM7140486_CON1_synovium","Control_52W","down_singscore_raw",0.025450329944712
"GSM7140491_CON2_synovium","Control_52W","down_singscore_raw",0.0670545746388442
"GSM7140495_CON3_synovium","Control_52W","down_singscore_raw",0.0453361869092206
"GSM7140500_CON4_synovium","Control_52W","down_singscore_raw",0.0328696272516498
"GSM7140502_CON5_synovium","Control_52W","down_singscore_raw",0.033569645086499
"GSM7140507_CON6_synovium","Control_52W","down_singscore_raw",0.0903424291064741
"GSM7140511_CON7_synovium","Control_52W","down_singscore_raw",0.00191724629926882
"GSM7140516_CON8_synovium","Control_52W","down_singscore_raw",-0.00119939361512394
"GSM7140518_CON9_synovium","Control_52W","down_singscore_raw",0.0555243445692883
"GSM7140523_CON10_synovium","Control_52W","down_singscore_raw",-0.030314785090066
"GSM7140527_CON11_synovium","Control_52W","down_singscore_raw",-0.0146780809702158
"GSM7140532_CON12_synovium","Control_52W","down_singscore_raw",-0.0143124665596576
"GSM7140487_ACLT1_synovium","ACLT_alone_52W","down_singscore_raw",-0.000517210629570219
"GSM7140488_ACLT2_synovium","ACLT_alone_52W","down_singscore_raw",0.0128098805065097
"GSM7140489_ACLT3_synovium","ACLT_alone_52W","down_singscore_raw",-0.0407169609416801
"GSM7140490_ACLT4_synovium","ACLT_alone_52W","down_singscore_raw",-0.0115436062065276
"GSM7140492_ACLT5_synovium","ACLT_alone_52W","down_singscore_raw",-0.0135723203138933
"GSM7140493_ACLT6_synovium","ACLT_alone_52W","down_singscore_raw",-0.0299135009809167
"GSM7140494_ACLT7_synovium","ACLT_alone_52W","down_singscore_raw",0.0384519350811485
"GSM7140496_ACLT8_synovium","ACLT_alone_52W","down_singscore_raw",0.0212635990725878
"GSM7140497_ACLT9_synovium","ACLT_alone_52W","down_singscore_raw",-0.00559122525414657
"GSM7140498_ACLT10_synovium","ACLT_alone_52W","down_singscore_raw",0.0177724273229891
"GSM7140499_ACLT11_synovium","ACLT_alone_52W","down_singscore_raw",-0.0159844836811129
"GSM7140501_ACLT12_synovium","ACLT_alone_52W","down_singscore_raw",0.0130328161227037
